trk_id;str_to_translate;fr_FR;de_DE;it_IT;es_ES;LOCK
341265;Yong-Su, Verdant Weaver;;;;;0
317801;You;;;;;0
343838;You can activate Quick actions;;;;;0
343092;You can feel it in the trees, deep beneath their roots – the very heartbeat of nature.;;;;;0
343087;You can't choose when and where a quick fix will be needed.;;;;;0
343331;You can't take an irreversible action if there is a mandatory undoable action pending;;;;;0
328059;You cannot pay the additional cost (Tough effect);;;;;0
317564;You discard ${card_names};;;;;0
317590;You draw ${card_names} from the deck (scoring cards);;;;;0
317568;You draw ${card_names} from your deck;;;;;0
320122;You draw ${card_names} from your deck (${card_name2}'s effect);;;;;0
341677;You draw ${card_names} from your deck and must keep 1 (${card_name2}'s effect combined with The Ouroboros, Lyra Bastion);;;;;0
317547;You must select the correct number of cards to put as mana;;;;;0
317555;You place ${card_names} as mana;;;;;0
320421;You put ${card_names} from your deck in Reserve (${card_name2}'s effect);;;;;0
327605;Your mana cards;;;;;0
336697;Your opponent's Spells and abilities that target me cost {1} more.;;;;;0
336699;Your opponent's Spells and abilities that target me cost {2} more.;;;;;0
336701;Your opponent's Spells and abilities that target me cost {X} more.;;;;;0
343024;Your problem is a lack of perspective.;;;;;0
343091;You’re nuts if you think you can keep up with this little one!;;;;;0
318261;Yzmir;;;;;0
318081;Yzmir Hero;;;;;0
318108;Yzmir Stargazer;;;;;0
341682;[Demo decks];;;;;0
327600;activate {J} effect;;;;;0
331190;activate {J} effect of ${card_name};;;;;0
317513;altered_displayed;;;;;0
324020;discard to ${location} ${card};;;;;0
343884;forest;;;;;0
331638;loose ${resources_desc};;;;;0
343885;mountain;;;;;0
331193;move ${card_name} to opposite expedition;;;;;0
331192;move a character to opposite expedition;;;;;0
341679;opposite of played card;;;;;0
343032;put ${card} on top of it's owner deck;;;;;0
331976;source;;;;;0
343886;water;;;;;0
336525;{D} : Return another card from your Reserve to your hand. (Discard me from Reserve to do this.);;;;;0
336505;{D} : Target Character with Hand Cost {3} or less gains [ANCHORED]. (Discard me from Reserve to do this.);;;;;0
336574;{D} : The next Character you play this turn gains 1 boost. (Discard me from Reserve to do this.);;;;;0
336625;{D} : The next Permanent you play this turn costs {1} less. (Discard me from Reserve to do this.);;;;;0
336478;{D} : The next Spell you play this turn costs {1} less. (Discard me from Reserve to do this.);;;;;0
336467;{D} : [AFTER_YOU]. (Discard me from Reserve to do this.);;;;;0
336524;{H} $[RESUPPLY].;;;;;0
336493;{H} $[SABOTAGE].;;;;;0
340306;{H} $[SABOTAGE].  #{R} Create an [ORDIS_RECRUIT] Soldier token in my Expedition.#;;;;;0
340309;{H} $[SABOTAGE].  #{R} Roll a die. On a 4 or higher, [SABOTAGE].#;;;;;0
336567;{H} $[SABOTAGE].  {R} I gain 1 boost.;;;;;0
342630;{H} Draw a card.;;;;;0
336501;{H} Each player draws a card.;;;;;0
339732;{H} I gain #3 boosts$[BB]#.;;;;;0
336469;{H} I gain 2 boosts$[BB].;;;;;0
336635;{H} Put a card from your hand in Reserve.;;;;;0
339742;{H} Roll a die. On a 4 or higher, draw a card. Otherwise, $[RESUPPLY].;;;;;0
336500;{H} Target opponent draws a card.;;;;;0
336529;{H} Up to one target Character gains [FLEETING_CHAR]. (If it would be sent to Reserve, discard it instead.);;;;;0
336468;{H} You may send target Character to Reserve.;;;;;0
336475;{H} Your opponent's Expedition facing mine moves backwards one region.;;;;;0
343142;{J} Create a [BRASSBUG] Robot token in target Expedition.  At Noon — Create a [BRASSBUG] Robot token in target Expedition.;;;;;0
343150;{J} Create a [BRASSBUG] Robot token in target Expedition.  At Noon — Create a [BRASSBUG] Robot token in target Expedition.  #When a Robot joins your Expeditions — It gains 1 boost.#;;;;;0
341258;{J} Create an [ORDIS_RECRUIT] Soldier token in your other Expedition.;;;;;0
336498;{J} I gain $[ANCHORED].;;;;;0
343111;{J} I gain $[ANCHORED].  #At Noon — I gain 1 boost$[BB].#;;;;;0
343125;{J} I gain [FLEETING_CHAR]. (If I would be sent to Reserve, discard me instead.);;;;;0
343144;{J} I gain three Kelon counters.  At Noon — You may pay {1} and spend one of my Kelon counters to create a [BRASSBUG] Robot token in target Expedition.;;;;;0
339739;{J} If you control three or more other Characters, I gain #3 boosts$[BB]#. (Cards in Reserve are not controlled.);;;;;0
336485;{J} If you control three or more other Characters, I gain 2 boosts$[BB]. (Cards in Reserve are not controlled.);;;;;0
339761;{J} If you control two or more Landmarks, I gain #2 boosts$[BB]#. (Cards in Reserve are not controlled.);;;;;0
339757;{J} If you control two or more Landmarks, I gain 1 boost$[BB]. (Cards in Reserve are not controlled.);;;;;0
343104;{J} If you control two or more Plants, I gain 2 boosts$[BB]. (Cards in Reserve are not controlled.);;;;;0
339743;{J} Roll a die. On a 4 or higher, I gain #3 boosts#. Otherwise, I gain 1 boost$[BB].;;;;;0
336522;{J} Roll a die. On a 4 or higher, I gain $[ANCHORED]. Otherwise, I gain 3 boosts$[BB].;;;;;0
336547;{J} Roll a die. On a 4 or higher, I gain 2 boosts. Otherwise, I gain 1 boost$[BB].;;;;;0
340307;{R} #Create two [ORDIS_RECRUIT] Soldier tokens in my Expedition.#;;;;;0
336607;{R} $[RESUPPLY].;;;;;0
336621;{R} Create a [BRASSBUG] Robot token in target Expedition.;;;;;0
339750;{R} I gain #3 boosts$[BB]#.;;;;;0
339751;{R} I gain 2 boosts$[BB] #and lose [FLEETING_CHAR]#.;;;;;0
336569;{R} I gain 2 boosts$[BB].;;;;;0
336627;{R} You may activate the {j} triggers of target Permanent you control.;;;;;0
336465;{T} : $[AFTER_YOU]. You can only activate this if you are the first player.;;;;;0
343118;{T} : Target a Character you control, then roll a die. On a:  • 6+, it gains [ANCHORED]. (During Rest, it doesn't go to Reserve and it loses Anchored.)  • 2-5, it gains 1 boost$[BB].  • 1, send it to Reserve.;;;;;0
