trk_id;str_to_translate;context;fr_FR; es_ES; it_IT; de_DE
336509;The first Character you play each Afternoon gains 1 boost$[BB].;MU_Common_TeijaNauraa;;;;
336510;Characters you control have $[TOUGH_2].;"MU_Common_TheSpindleMunaBastion;BR_Rare_TheSpindleMunaBastion";;;;
328053;The Spindle, Muna Bastion;"MU_Common_TheSpindleMunaBastion;BR_Rare_TheSpindleMunaBastion";;;;
341265;Yong-Su, Verdant Weaver;"MU_Common_YongSuVerdantWeaver;MU_Rare_YongSuVerdantWeaver";;;;
341266;{J} If you control two or more Plants, I gain 2 boosts$[BB].;"MU_Common_YongSuVerdantWeaver;MU_Rare_YongSuVerdantWeaver";;;;
336521;Character - Artist;"MU_Rare_LyraClothDancer;LY_Common_Anansi;LY_Common_Esmeralda;LY_Common_LyraChronicler;LY_Common_LyraClothDancer;LY_Common_LyraSkald;LY_Common_LyraThespian;LY_Common_OuroborosInkcaster;LY_Common_TheSandman;LY_Rare_Esmeralda";;;;
318187;Lyra Cloth-Dancer;"MU_Rare_LyraClothDancer;LY_Common_LyraClothDancer";;;;
336529;{H} Up to one target Character gains [FLEETING_CHAR]. (If it would be sent to Reserve, discard it instead.);"MU_Rare_LyraClothDancer;LY_Common_LyraClothDancer";;;;
340308;#{D} : The next Character you play this turn gains 1 boost.# (Discard me from Reserve to do this.);"MU_Rare_MeditationTraining;BR_Rare_HavenWarrior";;;;
339740;Up to two target Characters each gain #2 boosts$[BB]#.;MU_Rare_Nurture;;;;
341267;#{J}# Target Character gains $[ANCHORED].;MU_Rare_Parvati;;;;
336585;Target Character gains 3 boosts$[BB].;"MU_Rare_PhysicalTraining;BR_Common_PhysicalTraining";;;;
317742;Physical Training;"MU_Rare_PhysicalTraining;BR_Common_PhysicalTraining;BR_Rare_PhysicalTraining";;;;
339741;{J} I gain $[ANCHORED].  #At Noon — I gain 1 boost$[BB].#;MU_Rare_SneezerShroom;;;;
317547;You must select the correct number of cards to put as mana;NewDayTrait;;;;
317548;${player_name} choses ${n} card(s) as mana;"NewDayTrait;Discard";;;;
317674;${bonus_0} and ${bonus_1};Notifications;;;;
317675;${bonus_0}, ${bonus_1} and ${bonus_2};Notifications;;;;
336464;${card_name} gains ${increase} ${counterName};Notifications;;;;
317576;${card_name} gains ${n} ${power};Notifications;;;;
317574;${card_name} gains ${n} ${power} (${card_name2}'s effect);Notifications;;;;
317575;${card_name} gains ${power};Notifications;;;;
317573;${card_name} gains ${power} (${card_name2}'s effect);Notifications;;;;
317578;${card_name} looses ${n} ${power};Notifications;;;;
323685;${player_name} activates support effect of ${card_name} and discards it;Notifications;;;;
317558;${player_name} advances in ${expedition} expedition by winning in ${biome};Notifications;;;;
317557;${player_name} becomes First player;Notifications;;;;
317562;${player_name} discards ${card_names};Notifications;;;;
317560;${player_name} discards ${card_names} and moves ${card_names2} to reserve;Notifications;;;;
320921;${player_name} draws ${card_names} from his deck;Notifications;;;;
317567;${player_name} draws ${n} card(s) from its deck;Notifications;;;;
317591;${player_name} draws ${n} scoring cards from the deck;Notifications;;;;
323686;${player_name} exhauts its deck and shuffle the discard;Notifications;;;;
323687;${player_name} invokes ${card_name} in ${displayLocation} (${card_name2}'s effect);Notifications;;;;
317561;${player_name} moves ${card_names2} to reserve;Notifications;;;;
331153;${player_name} moves ${card_name} to opposite expedition (${card_name2}'s effect);Notifications;;;;
323681;${player_name} moves in ${expedition} due to ${card_name}'s effect;Notifications;;;;
317581;${player_name} passes and end its day;Notifications;;;;
317569;${player_name} pays ${amount} mana;Notifications;;;;
317570;${player_name} pays ${amount} mana for ${source};Notifications;;;;
331156;${player_name} pays {${cost}};Notifications;;;;
331155;${player_name} pays {${cost}} and taps ${card_name} to activate it's effect;Notifications;;;;
327521;${player_name} pays {${n}} and reduce by ${consume} the counter (${card_name}'s effect);Notifications;;;;
317556;${player_name} places ${n} card(s) as mana;Notifications;;;;
317566;${player_name} places ${n} card(s) in his hand;Notifications;;;;
336463;${player_name} plays ${card_name} for ${cost};Notifications;;;;
323683;${player_name} plays ${card_name} for ${cost} and places it in ${displayLocation};Notifications;;;;
336462;${player_name} plays ${card_name} from Reserve for ${cost};Notifications;;;;
323682;${player_name} plays ${card_name} from Reserve for ${cost} and places it in ${displayLocation};Notifications;;;;
331154;${player_name} reduce by ${consume} the counter (${card_name}'s effect);Notifications;;;;
317551;${player_name} restarts their turn;Notifications;;;;
320417;${player_name} rolls ${roll_text} (${card_name2}'s effect);Notifications;;;;
317580;${player_name} taps ${card_name} to activate it's effect;Notifications;;;;
317577;${player_name} targets ${card_names} for ${card_name}'s effect;Notifications;;;;
328052;${player_name} targets ${card_names} for ${card_name}'s effect and pays {${n}} (Tough effect);Notifications;;;;
320902;${player_name} triggers After You effect (${card_name}'s effect);Notifications;;;;
320901;${player_name} triggers After You effect and pays ${cost} (${card_name}'s effect);Notifications;;;;
320897;${player_name} will play the faction ${faction_name} with the hero ${card_name};Notifications;;;;
323684;${player_name} wins the tiebreaker with ${n} attributes;Notifications;;;;
317559;All remaining cards of ${player_name} loose Anchored and Asleep;Notifications;;;;
320899;Dusk phase is over, starting night phase;Notifications;;;;
320898;End of the day: computing the progress on the storms;Notifications;;;;
317550;Undo here;Notifications;;;;
317564;You discard ${card_names};Notifications;;;;
317590;You draw ${card_names} from the deck (scoring cards);Notifications;;;;
317568;You draw ${card_names} from your deck;Notifications;;;;
317555;You place ${card_names} as mana;Notifications;;;;
317670;appeal;Notifications;;;;
317672;conservation;Notifications;;;;
317669;money;Notifications;;;;
317671;reputation;Notifications;;;;
317673;xtoken;Notifications;;;;
324019;${player_name} discards ${card_names} (${n} card(s));"Notifications;Discard";;;;
317563;${player_name} discards ${n} card(s);"Notifications;Discard";;;;
323689;Companion's expedition;"Notifications;InvokeToken";;;;
323688;Hero's expedition;"Notifications;InvokeToken";;;;
336482;$[FLEETING].  Characters you control gain 1 boost$[BB]. (Cards in Reserve are not controlled.);OD_Common_Charge;;;;
318118;Charge!;OD_Common_Charge;;;;
336483;Spell - Maneuver;"OD_Common_Charge;OD_Common_OpentheGates;OD_Rare_OpentheGates;AX_Common_Hooked";;;;
339735;Character - Bureaucrat Noble;"OD_Common_FrogPrince;AX_Rare_FrogPrince";;;;
339734;Frog Prince;"OD_Common_FrogPrince;AX_Rare_FrogPrince";;;;
336484;When I leave the Expedition zone — Create an [ORDIS_RECRUIT] Soldier token in each of your Expeditions.;OD_Common_JeannedArc;;;;
327567;Character - Soldier;"OD_Common_JeannedArc;OD_Common_OrdisGatekeeper;OD_Common_OrdisTrooper;OD_Rare_JeannedArc;OD_Rare_OrdisGatekeeper;OD_Rare_OrdisTrooper;BR_Common_Achilles;BR_Common_BravosBladedancer;BR_Common_HavenWarrior;BR_Common_TomoeGozen;BR_Rare_HavenWarrior";;;;
318121;Jeanne d'Arc;"OD_Common_JeannedArc;OD_Rare_JeannedArc";;;;
336485;{J} If you control three or more other Characters, I gain 2 boosts$[BB]. (Cards in Reserve are not controlled.);OD_Common_KakobaLegionCommander;;;;
336486;Character - Soldier Noble;"OD_Common_KakobaLegionCommander;OD_Rare_KakobaLegionCommander";;;;
318124;Kakoba, Legion Commander;"OD_Common_KakobaLegionCommander;OD_Rare_KakobaLegionCommander";;;;
341259;Monolith Rune-Scribe;"OD_Common_MonolithRuneScribe;OD_Rare_MonolithRuneScribe";;;;
336518;Character - Scholar;"OD_Common_MonolithRuneScribe;OD_Rare_MonolithRuneScribe;LY_Common_AmahleAsgarthanOutcast";;;;
340304;Create two [ORDIS_RECRUIT] Soldier tokens in each of your Expeditions.;OD_Common_OpentheGates;;;;
340303;Open the Gates;"OD_Common_OpentheGates;OD_Rare_OpentheGates";;;;
336488;Character - Apprentice Soldier;OD_Common_OrdisCadets;;;;
318126;Ordis Cadets;OD_Common_OrdisCadets;;;;
336487;{J} Create an [ORDIS_RECRUIT] Soldier token in my Expedition.;OD_Common_OrdisCadets;;;;
336489;At Noon — Create an [ORDIS_RECRUIT] Soldier token in your Companion Expedition.;OD_Common_OrdisCarrier;;;;
318128;Ordis Carrier;OD_Common_OrdisCarrier;;;;
336490;Permanent - Landmark;"OD_Common_OrdisCarrier;OD_Common_TheMonolithOrdisBastion;MU_Common_TheSpindleMunaBastion;LY_Common_LyraFestival;BR_Common_HavenBravosBastion;BR_Rare_TheSpindleMunaBastion;AX_Common_ArmoredJammer;AX_Common_AxiomReprocessor;AX_Common_BrassbugHive;AX_Common_BrassbugHub;AX_Common_KelonCylinder;AX_Common_KelonicGenerator;AX_Rare_AxiomReprocessor;AX_Rare_BrassbugHive;AX_Rare_KelonicGenerator;AX_Rare_TheOuroborosLyraBastion";;;;
341258;{J} Create an [ORDIS_RECRUIT] Soldier token in your other Expedition.;OD_Common_OrdisGatekeeper;;;;
341257;Ordis Gatekeeper;"OD_Common_OrdisGatekeeper;OD_Rare_OrdisGatekeeper";;;;
318130;Ordis Recruit;OD_Common_OrdisRecruit;;;;
336492;Token - Soldier;OD_Common_OrdisRecruit;;;;
336491;(If I leave the Expedition zone, remove me from the game.);"OD_Common_OrdisRecruit;BR_Common_Booda;AX_Common_Brassbug";;;;
318133;Ordis Spy;"OD_Common_OrdisSpy;OD_Rare_OrdisSpy";;;;
318134;Ordis Trooper;"OD_Common_OrdisTrooper;OD_Rare_OrdisTrooper";;;;
336495;Character - Noble;"OD_Common_Ozma;OD_Rare_Ozma";;;;
318135;Ozma;"OD_Common_Ozma;OD_Rare_Ozma";;;;
336494;{J} If you control three or more other Characters, draw a card. (Cards in Reserve are not controlled.);"OD_Common_Ozma;OD_Rare_Ozma";;;;
336496;At Noon — Create an [ORDIS_RECRUIT] Soldier token in your Hero Expedition.;OD_Common_SigismarWingspan;;;;
318138;Ordis Hero;OD_Common_SigismarWingspan;;;;
318137;Sigismar & Wingspan;OD_Common_SigismarWingspan;;;;
339737;$[FLEETING].  Choose one:  • Send to Reserve target Character with Hand Cost {4} or more.  • Discard target Permanent with Hand Cost {4} or more.;OD_Common_StickyNoteSeals;;;;
339736;Sticky Note Seals;OD_Common_StickyNoteSeals;;;;
341684;The Monolith, Ordis Bastion;OD_Common_TheMonolithOrdisBastion;;;;
341685;When a Character joins your Expeditions — It gains 1 boost$[BB].;OD_Common_TheMonolithOrdisBastion;;;;
336600;Character - Engineer;"OD_Rare_FoundryMechanic;AX_Common_AdaLovelace;AX_Common_AxiomSalvager;AX_Common_AxiomScrambler;AX_Common_FoundryArmorer;AX_Common_FoundryEngineer;AX_Common_FoundryMechanic;AX_Common_Frankenstein;AX_Common_JianAssemblyOverseer;AX_Common_ThreeLittlePigs;AX_Rare_AxiomScrambler;AX_Rare_FoundryMechanic;AX_Rare_JianAssemblyOverseer;AX_Rare_ThreeLittlePigs";;;;
331171;Foundry Mechanic;"OD_Rare_FoundryMechanic;AX_Common_FoundryMechanic;AX_Rare_FoundryMechanic";;;;
336626;You can't choose when and where a quick fix is needed.;"OD_Rare_FoundryMechanic;AX_Common_FoundryMechanic;AX_Rare_FoundryMechanic";;;;
336625;{D} : The next Permanent you play this turn costs {1} less. (Discard me from Reserve to do this.);"OD_Rare_FoundryMechanic;AX_Common_FoundryMechanic;AX_Rare_FoundryMechanic";;;;
339738;When I leave the Expedition zone — Create #two# [ORDIS_RECRUIT] Soldier tokens in each of your Expeditions.;OD_Rare_JeannedArc;;;;
339739;{J} If you control three or more other Characters, I gain #3 boosts$[BB]#. (Cards in Reserve are not controlled.);OD_Rare_KakobaLegionCommander;;;;
341260;#{H} If you control a token, $[RESUPPLY].#;OD_Rare_MonolithRuneScribe;;;;
340305;Create #four# [ORDIS_RECRUIT] Soldier tokens, distributed as you choose among any number of target Expeditions.;OD_Rare_OpentheGates;;;;
341261;{J} Create an [ORDIS_RECRUIT] Soldier token in #each of your# Expeditions.;OD_Rare_OrdisGatekeeper;;;;
340306;{H} $[SABOTAGE].  #{R} Create an [ORDIS_RECRUIT] Soldier token in my Expedition.#;OD_Rare_OrdisSpy;;;;
327547;#{D} : The next Character you play this turn costs {1} less.# (Discard me from your Reserve to activate this effect);OD_Rare_Ozma;;;;
340307;{R} #Create two [ORDIS_RECRUIT] Soldier tokens in my Expedition.#;OD_Rare_Ratatoskr;;;;
336586;Character - Messenger;"OD_Rare_Ratatoskr;BR_Common_Ratatoskr;BR_Rare_Ratatoskr";;;;
318222;Ratatoskr;"OD_Rare_Ratatoskr;BR_Common_Ratatoskr;BR_Rare_Ratatoskr";;;;
331194;Play ${card_name};PlayCard;;;;
336651;Play a card;PlayCard;;;;
320920;${player_name} draws ${card_names} from its deck (${card_name2}'s effect);Player;;;;
320123;${player_name} draws ${n} card(s) from its deck (${card_name2}'s effect);Player;;;;
323680;${player_name} expedition cannot move;Player;;;;
320122;You draw ${card_names} from your deck (${card_name2}'s effect);Player;;;;
336702;MANA;Players;;;;
340256;The tiebreaker is triggered as heroes reached their companions at the same time;Players;;;;
341678;${player_name} draws ${card_names} from its deck and must keep 1 (${card_name2}'s effect combined with  The Ouroboros, Lyra Bastion);Resupply;;;;
320922;${player_name} places ${card_names} from its deck to Reserve (${card_name2}'s effect);Resupply;;;;
331195;Resupply ${n};Resupply;;;;
341677;You draw ${card_names} from your deck and must keep 1 (${card_name2}'s effect combined with The Ouroboros, Lyra Bastion);Resupply;;;;
320421;You put ${card_names} from your deck in Reserve (${card_name2}'s effect);Resupply;;;;
320423;Roll ${n} die;RollDie;;;;
336652;${player_name} wins the game with ${card_name}'s effect;SpecialEffect;;;;
331196;Gain ${n} ${counter_name};SpecialEffect;;;;
331197;Next character <BOOST>;SpecialEffect;;;;
317761;Spell cleanup;SpellCleanup;;;;
318259;Axiom;"Statistics;Notifications;Stats;Altered;stats";;;;
317552;Bravos;"Statistics;Notifications;Stats;Altered;stats";;;;
318260;Lyra;"Statistics;Notifications;Stats;Altered;stats";;;;
317553;Muna;"Statistics;Notifications;Stats;Altered;stats";;;;
318258;Ordis;"Statistics;Notifications;Stats;Altered;stats";;;;
318261;Yzmir;"Statistics;Notifications;Stats;Altered;stats";;;;
323678;Faction;"Statistics;stats";;;;
317691;No;"Statistics;stats";;;;
323677;Number of days;"Statistics;stats";;;;
317546;Number of turns;"Statistics;stats";;;;
327511;Winner;"Statistics;stats";;;;
317692;Yes;"Statistics;stats";;;;
317543;${actplayer} can't take the mandatory action and must restart his turn or exchange/cook;Status bar (game state);;;;
323673;${actplayer} may discard ${n} card(s) from ${source} to ${destination};Status bar (game state);;;;
317533;${actplayer} may invoke ${tokenType};Status bar (game state);;;;
331149;${actplayer} may play ${card_name};Status bar (game state);;;;
331151;${actplayer} may play ${card_name} for free;Status bar (game state);;;;
317527;${actplayer} must choose an action or pass;Status bar (game state);;;;
317541;${actplayer} must choose exactly one effect;Status bar (game state);;;;
317539;${actplayer} must choose which effect to resolve;Status bar (game state);;;;
317535;${actplayer} must confirm or restart their turn;Status bar (game state);;;;
317537;${actplayer} must confirm the switch of player;Status bar (game state);;;;
317529;${actplayer} must discard ${n} card(s) from ${source} to ${destination};Status bar (game state);;;;
327509;${actplayer} must discard ${n} reserve card(s) and ${nLandmarks} landmark card(s);Status bar (game state);;;;
317544;${you} can't take the mandatory action. Restart your turn or exchange/cook to make it possible;Status bar (game state);;;;
323674;${you} may discard ${n} card(s) from ${source} to ${destination};Status bar (game state);;;;
317534;${you} may invoke ${tokenType};Status bar (game state);;;;
331150;${you} may play ${card_name};Status bar (game state);;;;
331152;${you} may play ${card_name} for free;Status bar (game state);;;;
317528;${you} must choose an action or pass;Status bar (game state);;;;
317542;${you} must choose exactly one effect;Status bar (game state);;;;
317540;${you} must choose which effect to resolve;Status bar (game state);;;;
317536;${you} must confirm or restart your turn;Status bar (game state);;;;
317538;${you} must confirm the switch of player. You will not be able to restart turn;Status bar (game state);;;;
317530;${you} must discard ${n} card(s) from ${source} to ${destination};Status bar (game state);;;;
327510;${you} must discard ${n} reserve card(s) and ${nLandmarks} landmark card(s);Status bar (game state);;;;
317526;${you} must select 3 cards to discard as mana;Status bar (game state);;;;
317522;${you} must select the deck you want to play;Status bar (game state);;;;
336461;${you} must select the faction you want to play with;Status bar (game state);;;;
317545;End of game;Status bar (game state);;;;
323672;Waiting for other players to select cards to discard as mana;Status bar (game state);;;;
317521;Waiting for others to choose their deck;Status bar (game state);;;;
336460;Waiting for others to choose their faction;Status bar (game state);;;;
341268;${player_name} discards ${card_names} as they are not targeted;Target;;;;
324036;Target ${n} card(s) to ${effect_desc};Target;;;;
324030;Target ${n} character(s) to ${effect_desc};Target;;;;
324033;Target ${n} permanent(s) to ${effect_desc};Target;;;;
324034;Target up to ${n} card(s) (of max hand cost of ${totalCost}) to ${effect_desc};Target;;;;
324035;Target up to ${n} card(s) to ${effect_desc};Target;;;;
324028;Target up to ${n} character(s) (of max hand cost of ${totalCost}) to ${effect_desc};Target;;;;
324029;Target up to ${n} character(s) to ${effect_desc};Target;;;;
324031;Target up to ${n} permanent(s) (of max hand cost of ${totalCost}) to ${effect_desc};Target;;;;
324032;Target up to ${n} permanent(s) to ${effect_desc};Target;;;;
324027;Total hand cost exceeds the limit of the effect;Target;;;;
328059;You cannot pay the additional cost (Tough effect);Target;;;;
323679;No winner is found. New tiebreaker round starts;TurnTrait;;;;
327603;{${n}};UseCounter;;;;
318080;Akesha & Taru;YZ_Common_AkeshaTaru;;;;
336466;Magic is the essence of wonder!;YZ_Common_AkeshaTaru;;;;
318081;Yzmir Hero;YZ_Common_AkeshaTaru;;;;
336465;{T} : $[AFTER_YOU]. You can only activate this if you are the first player.;YZ_Common_AkeshaTaru;;;;
320904;Character - Citizen;"YZ_Common_Alice;YZ_Common_DorothyGale;YZ_Rare_Alice;YZ_Rare_DorothyGale;OD_Common_OrdisSpy;OD_Rare_OrdisSpy;LY_Common_LyraNavigator;LY_Common_OuroborosCroupier;LY_Common_OuroborosTrickster;LY_Common_TheHatter;LY_Rare_OuroborosTrickster;BR_Rare_DorothyGale";;;;
318083;Alice;"YZ_Common_Alice;YZ_Rare_Alice";;;;
336467;{D} : [AFTER_YOU]. (Discard me from Reserve to do this.);"YZ_Common_Alice;YZ_Rare_Alice";;;;
336468;{H} You may send target Character to Reserve.;"YZ_Common_DorothyGale;BR_Rare_DorothyGale";;;;
318086;Dorothy Gale;"YZ_Common_DorothyGale;YZ_Rare_DorothyGale;BR_Rare_DorothyGale";;;;
336469;{H} I gain 2 boosts$[BB].;YZ_Common_KadigiranAlchemist;;;;
336470;Character - Mage;"YZ_Common_KadigiranAlchemist;YZ_Rare_KadigiranAlchemist";;;;
318088;Kadigiran Alchemist;"YZ_Common_KadigiranAlchemist;YZ_Rare_KadigiranAlchemist";;;;
336471;$[FLEETING].  Send to Reserve up to three target Characters with a total Hand Cost {5} or less.;YZ_Common_KrakensWrath;;;;
318092;Kraken's Wrath;YZ_Common_KrakensWrath;;;;
336472;Spell - Disruption;"YZ_Common_KrakensWrath;YZ_Common_Offyougo;YZ_Common_SpyCraft;YZ_Rare_BeautySleep;YZ_Rare_SpyCraft;OD_Common_StickyNoteSeals;MU_Common_BeautySleep;LY_Common_ClothCocoon;LY_Common_PaintPrison;LY_Rare_Offyougo;BR_Common_Intimidation;BR_Common_ManaEruption;AX_Common_Boom;AX_Common_KelonBurst";;;;
336473;Character - Fairy Spirit;YZ_Common_LadyoftheLake;;;;
318096;Lady of the Lake;YZ_Common_LadyoftheLake;;;;
327526;Off you go!;"YZ_Common_Offyougo;LY_Rare_Offyougo";;;;
336474;Send to Reserve target Character with Hand Cost {3} or less.;"YZ_Common_Offyougo;LY_Rare_Offyougo";;;;
318100;Sakarabru;"YZ_Common_Sakarabru;YZ_Rare_Sakarabru";;;;
336475;{H} Your opponent's Expedition facing mine moves backwards one region.;"YZ_Common_Sakarabru;YZ_Rare_Sakarabru";;;;
336476;Character - Deity;"YZ_Common_Sakarabru;YZ_Rare_Sakarabru;MU_Common_Inari;MU_Common_Parvati;MU_Rare_Parvati;LY_Common_Asmodeus;LY_Common_Loki;LY_Rare_Asmodeus;BR_Common_SunWukong;BR_Rare_SunWukong;AX_Common_Athena;AX_Common_Ganesha";;;;
336477;$[FLEETING].  $[SABOTAGE], then $[RESUPPLY].;YZ_Common_SpyCraft;;;;
318103;Spy Craft;"YZ_Common_SpyCraft;YZ_Rare_SpyCraft";;;;
336479;Character - Mage Apprentice;YZ_Common_StudiousDisciple;;;;
327530;Studious Disciple;YZ_Common_StudiousDisciple;;;;
336478;{D} : The next Spell you play this turn costs {1} less. (Discard me from Reserve to do this.);YZ_Common_StudiousDisciple;;;;
340301;Tooth Fairy;"YZ_Common_ToothFairy;YZ_Rare_ToothFairy";;;;
336647;Character - Fairy;"YZ_Common_ToothFairy;YZ_Rare_ToothFairy;AX_Common_TinkerBell";;;;
336493;{H} $[SABOTAGE].;"YZ_Common_ToothFairy;YZ_Rare_ToothFairy;OD_Common_OrdisSpy;LY_Common_Tanuki;AX_Common_AxiomScrambler;AX_Rare_AxiomScrambler";;;;
336480;Character - Mage Scholar;YZ_Common_YzmirStargazer;;;;
318108;Yzmir Stargazer;YZ_Common_YzmirStargazer;;;;
341262;Beauty Sleep;"YZ_Rare_BeautySleep;MU_Common_BeautySleep";;;;
336554;Target Character gains $[ASLEEP].;"YZ_Rare_BeautySleep;MU_Common_BeautySleep;LY_Common_TwinkleTwinkle";;;;
339731;#{J}# You may send target Character to Reserve.;YZ_Rare_DorothyGale;;;;
339732;{H} I gain #3 boosts$[BB]#.;YZ_Rare_KadigiranAlchemist;;;;
340302;#{D} : Draw a card.# (Discard me from Reserve to do this.);YZ_Rare_Sakarabru;;;;
339733;$[SABOTAGE], then $[RESUPPLY].;YZ_Rare_SpyCraft;;;;
