ID,ID Base,Faction,Alteration,Name,Name DE,Type,Subtyp,Cost,Recall Cost,Vegetal,Mineral,Aquatic,Effekt,Echo,Intentions Implémentation CE,Intentions Implémentation GD CE,Functions Tag,Intentions Lore CE,Profils Tag,Complexity CE,Score,Flavor CE,Illustration,Identité Effet,Identité Stat,Identité Design,Reflexions jeu Equipe,Reflexion Chacun pour soi
ALT_CORE_B_BR_03_C,ALT_CORE_B_BR_03_C,BR,COMMON,Basira & Kaizaimon,Basira & Kaizaimon,HERO,,,,,,,"Wenn ein Charakter, den du kontrollierst, mindestens 1 Verstärkung erhält, darfst du mich erschöpfen ({T}), damit der Charakter deiner Wahl 1 Verstärkung$[BB] erhält.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_04_C,ALT_CORE_B_BR_04_C,BR,COMMON,Ratatoskr,Ratatoskr,CHARACTER,MESSENGER,1,3,1,1,1,{R} Ich erhalte 2 Verstärkungen$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_04_R1,ALT_CORE_B_BR_04_C,BR,RARE,Ratatoskr,Ratatoskr,CHARACTER,MESSENGER,1,3,1,1,1,{R} Ich erhalte #3 Verstärkungen$[BB]#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_04_R2,ALT_CORE_B_BR_04_C,OR,RARE,Ratatoskr,Ratatoskr,CHARACTER,MESSENGER,1,3,1,1,1,{R} #Erschaffe zwei [ORDIS_RECRUIT]-Soldatenmarken in meiner Expedition.#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_05_C,ALT_CORE_B_BR_05_C,BR,COMMON,Issun-Bōshi,Issun-Bōshi,CHARACTER,ADVENTURER,1,1,0,0,2,,"{D} : Der nächste Charakter, den du in dieser Runde spielst, erhält 1 Verstärkung. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_BR_05_R1,ALT_CORE_B_BR_05_C,BR,RARE,Issun-Bōshi,Issun-Bōshi,CHARACTER,ADVENTURER,1,#2#,0,0,2,#{R} Ein Charakter deiner Wahl erhält 1 Verstärkung$[BB]#.,"{D} : Der nächste Charakter, den du in dieser Runde spielst, erhält 1 Verstärkung. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_BR_05_R2,ALT_CORE_B_BR_05_C,MU,RARE,Issun-Bōshi,Issun-Bōshi,CHARACTER,ADVENTURER,1,#2#,0,0,2,#{R} Ein Charakter deiner Wahl erhält 1 Verstärkung$[BB]#.,"{D} : Der nächste Charakter, den du in dieser Runde spielst, erhält 1 Verstärkung. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_BR_06_C,ALT_CORE_B_BR_06_C,BR,COMMON,Tiny Jinn,Mini-Dschinn,CHARACTER,ELEMENTAL,2,3,0,3,0,"Wenn ich die Expeditionszone verlasse und [BOOSTED] bin, lege mich in die Manazone meines Besitzers (als erschöpfte Manakugel).  {R} Ich erhalte 1 Verstärkung.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_06_R1,ALT_CORE_B_BR_06_C,BR,RARE,Tiny Jinn,Mini-Dschinn,CHARACTER,ELEMENTAL,#1#,#2#,0,#2#,0,"Wenn ich die Expeditionszone verlasse und [BOOSTED] bin, lege mich in die Manazone meines Besitzers (als erschöpfte Manakugel).  {R} Ich erhalte 1 Verstärkung.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_06_R2,ALT_CORE_B_BR_06_C,MU,RARE,Tiny Jinn,Mini-Dschinn,CHARACTER,ELEMENTAL,2,3,0,3,0,"Wenn ich die Expeditionszone verlasse und [BOOSTED] bin, lege mich in die Manazone meines Besitzers (als erschöpfte Manakugel).  {R} Ich erhalte 1 Verstärkung.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_07_C,ALT_CORE_B_BR_07_C,BR,COMMON,Bravos Tracer,Bravos-Sucherin,CHARACTER,ADVENTURER,2,2,3,3,3,"{J} Ich erhalte [FLEETING_CHAR]. (Wenn ich in die Reserve geschickt werden soll, lege mich stattdessen ab.)",,,,,,,,,,,,,,,
ALT_CORE_B_BR_07_R1,ALT_CORE_B_BR_07_C,BR,RARE,Bravos Tracer,Bravos-Sucherin,CHARACTER,ADVENTURER,2,2,#4#,3,#4#,"{J} Ich erhalte [FLEETING_CHAR]. (Wenn ich in die Reserve geschickt werden soll, lege mich stattdessen ab.)",,,,,,,,,,,,,,,
ALT_CORE_B_BR_07_R2,ALT_CORE_B_BR_07_C,AX,RARE,Bravos Tracer,Bravos-Sucherin,CHARACTER,ADVENTURER,2,2,3,3,3,"{J} Ich erhalte [FLEETING_CHAR]. (Wenn ich in die Reserve geschickt werden soll, lege mich stattdessen ab.)",,,,,,,,,,,,,,,
ALT_CORE_B_BR_08_C,ALT_CORE_B_BR_08_C,BR,COMMON,Bravos Pathfinder,Bravos-Pfadfinderin,CHARACTER,ADVENTURER,2,2,0,3,3,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_08_R1,ALT_CORE_B_BR_08_C,BR,RARE,Bravos Pathfinder,Bravos-Pfadfinderin,CHARACTER,ADVENTURER,2,2,0,3,3,"#$[SEASONED].#  #{H} Du darfst {2} bezahlen, damit ich 1 Verstärkung erhalte.#",,,,,,,,,,,,,,,
ALT_CORE_B_BR_08_R2,ALT_CORE_B_BR_08_C,LY,RARE,Bravos Pathfinder,Bravos-Pfadfinderin,CHARACTER,ADVENTURER,2,2,0,3,3,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_09_C,ALT_CORE_B_BR_09_C,BR,COMMON,Haven Trainee,Haven-Lehrling,CHARACTER,APPRENTICE,2,4,3,1,1,{R} Ich erhalte 2 Verstärkungen$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_09_R1,ALT_CORE_B_BR_09_C,BR,RARE,Haven Trainee,Haven-Lehrling,CHARACTER,APPRENTICE,2,4,3,1,1,{R} Ich erhalte 2 Verstärkungen$[BB].,"#{D} : Der nächste Charakter, den du in dieser Runde spielst, erhält 1 Verstärkung.# (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_BR_09_R2,ALT_CORE_B_BR_09_C,OR,RARE,Haven Trainee,Haven-Lehrling,CHARACTER,APPRENTICE,2,4,3,1,1,{R} #Erschaffe eine [ORDIS_RECRUIT]-Soldatenmarke in jeder deiner Expeditionen.#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_10_C,ALT_CORE_B_BR_10_C,BR,COMMON,Red,Rotkäppchen,CHARACTER,ADVENTURER,2,2,2,2,2,$[SEASONED].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_10_R1,ALT_CORE_B_BR_10_C,BR,RARE,Red,Rotkäppchen,CHARACTER,ADVENTURER,2,#3#,2,2,2,"$[SEASONED].  #Zum Abend, wenn ich mindestens 3 Verstärkungen habe — Ziehe eine Karte.#",,,,,,,,,,,,,,,
ALT_CORE_B_BR_10_R2,ALT_CORE_B_BR_10_C,YZ,RARE,Red,Rotkäppchen,CHARACTER,ADVENTURER,2,2,2,2,2,$[SEASONED].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_11_C,ALT_CORE_B_BR_11_C,BR,COMMON,Chiron,Cheiron,CHARACTER,TRAINER,2,2,1,1,1,{J} Ein Charakter deiner Wahl erhält 1 Verstärkung$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_11_R1,ALT_CORE_B_BR_11_C,BR,RARE,Chiron,Cheiron,CHARACTER,TRAINER,2,2,1,#0#,#0#,{J} #Bis zu zwei Charaktere deiner Wahl erhalten je# 1 Verstärkung$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_11_R2,ALT_CORE_B_BR_11_C,MU,RARE,Chiron,Cheiron,CHARACTER,TRAINER,2,2,1,#0#,#0#,{J} #Bis zu zwei Charaktere deiner Wahl erhalten je# 1 Verstärkung$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_12_C,ALT_CORE_B_BR_12_C,BR,COMMON,Hua Mulan,Hua Mulan,CHARACTER,ADVENTURER,3,3,1,3,3,{R} Ich verliere [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_12_R1,ALT_CORE_B_BR_12_C,BR,RARE,Hua Mulan,Hua Mulan,CHARACTER,ADVENTURER,#2#,#2#,1,#2#,#2#,{R} Ich verliere [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_12_R2,ALT_CORE_B_BR_12_C,YZ,RARE,Hua Mulan,Hua Mulan,CHARACTER,ADVENTURER,#2#,#2#,1,#2#,#2#,{R} Ich verliere [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_13_C,ALT_CORE_B_BR_13_C,BR,COMMON,Kappa,Kappa,CHARACTER,SPIRIT_TRAINER,4,4,4,4,5,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_13_R1,ALT_CORE_B_BR_13_C,BR,RARE,Kappa,Kappa,CHARACTER,SPIRIT_TRAINER,4,4,4,4,5,#$[SEASONED].#,"#{D} : Der nächste Charakter, den du in dieser Runde spielst, erhält 1 Verstärkung.# (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_BR_13_R2,ALT_CORE_B_BR_13_C,LY,RARE,Kappa,Kappa,CHARACTER,SPIRIT_TRAINER,4,4,4,4,5,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_14_C,ALT_CORE_B_BR_14_C,BR,COMMON,Bravos Vanguard,Bravos-Vorhut,CHARACTER,ADVENTURER,3,3,4,2,2,{J} Ein weiterer Charakter deiner Wahl darf $[FLEETING_CHAR] verlieren.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_14_R1,ALT_CORE_B_BR_14_C,BR,RARE,Bravos Vanguard,Bravos-Vorhut,CHARACTER,ADVENTURER,3,3,4,2,2,{J} Ein weiterer Charakter deiner Wahl darf $[FLEETING_CHAR] verlieren #und 1 Verstärkung erhalten#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_14_R2,ALT_CORE_B_BR_14_C,AX,RARE,Bravos Vanguard,Bravos-Vorhut,CHARACTER,ADVENTURER,3,3,4,2,2,{J} Ein weiterer Charakter deiner Wahl darf $[FLEETING_CHAR] verlieren #und 1 Verstärkung erhalten#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_15_C,ALT_CORE_B_BR_15_C,BR,COMMON,Haven Bouncer,Haven-Türsteher,CHARACTER,ADVENTURER,3,3,2,2,2,{H} $[SABOTAGE].  {R} Ich erhalte 1 Verstärkung.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_15_R1,ALT_CORE_B_BR_15_C,BR,RARE,Haven Bouncer,Haven-Türsteher,CHARACTER,ADVENTURER,3,3,2,2,2,{H} $[SABOTAGE].  {R} Ich erhalte #2 Verstärkungen#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_15_R2,ALT_CORE_B_BR_15_C,AX,RARE,Haven Bouncer,Haven-Türsteher,CHARACTER,ADVENTURER,3,3,2,2,2,{H} $[SABOTAGE].  {R} Ich erhalte #2 Verstärkungen#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_16_C,ALT_CORE_B_BR_16_C,BR,COMMON,Bravos Bladedancer,Bravos-Klingenwirblerin,CHARACTER,SOLDIER,1,3,0,0,0,$[SEASONED].  {J} Ich erhalte 1 Verstärkung.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_16_R1,ALT_CORE_B_BR_16_C,BR,RARE,Bravos Bladedancer,Bravos-Klingenwirblerin,CHARACTER,SOLDIER,1,3,0,0,0,"$[SEASONED].  {J} Ich erhalte 1 Verstärkung.  #{R} Wenn ich 4 oder weniger Verstärkungen habe, verliere ich [FLEETING_CHAR].#",,,,,,,,,,,,,,,
ALT_CORE_B_BR_16_R2,ALT_CORE_B_BR_16_C,YZ,RARE,Bravos Bladedancer,Bravos-Klingenwirblerin,CHARACTER,SOLDIER,1,#2#,0,0,0,$[SEASONED].  {J} Ich erhalte 1 Verstärkung.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_17_C,ALT_CORE_B_BR_17_C,BR,COMMON,Haven Warrior,Haven-Kriegerin,CHARACTER,SOLDIER,3,3,4,2,4,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_17_R1,ALT_CORE_B_BR_17_C,BR,RARE,Haven Warrior,Haven-Kriegerin,CHARACTER,SOLDIER,3,3,4,#4#,4,,"#{D} : Der nächste Charakter, den du in dieser Runde spielst, erhält 1 Verstärkung.# (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_BR_17_R2,ALT_CORE_B_BR_17_C,OR,RARE,Haven Warrior,Haven-Kriegerin,CHARACTER,SOLDIER,3,3,4,#4#,4,,"#{D} : Der nächste Charakter, den du in dieser Runde spielst, erhält 1 Verstärkung.# (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_BR_18_C,ALT_CORE_B_BR_18_C,BR,COMMON,Sun Wukong,Sun Wukong,CHARACTER,DEITY,3,4,2,4,2,{R} Ich erhalte 2 Verstärkungen$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_18_R1,ALT_CORE_B_BR_18_C,BR,RARE,Sun Wukong,Sun Wukong,CHARACTER,DEITY,3,4,2,4,2,{R} Ich erhalte 2 Verstärkungen$[BB] #und verliere [FLEETING_CHAR]#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_18_R2,ALT_CORE_B_BR_18_C,MU,RARE,Sun Wukong,Sun Wukong,CHARACTER,DEITY,3,4,2,4,2,{R} #Ein Charakter deiner Wahl# erhält 2 Verstärkungen$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_19_C,ALT_CORE_B_BR_19_C,BR,COMMON,Mighty Jinn,Mächtiger Dschinn,CHARACTER,ELEMENTAL,4,3,4,4,0,"Wenn ich die Expeditionszone verlasse, darfst du mich in die Manazone meines Besitzers legen (als erschöpfte Manakugel).",,,,,,,,,,,,,,,
ALT_CORE_B_BR_19_R1,ALT_CORE_B_BR_19_C,BR,RARE,Mighty Jinn,Mächtiger Dschinn,CHARACTER,ELEMENTAL,4,3,4,4,0,"Wenn ich die Expeditionszone verlasse, darfst du mich in die Manazone meines Besitzers legen (als erschöpfte Manakugel). #Falls du es nicht tust, ziehe eine Karte.#",,,,,,,,,,,,,,,
ALT_CORE_B_BR_19_R2,ALT_CORE_B_BR_19_C,LY,RARE,Mighty Jinn,Mächtiger Dschinn,CHARACTER,ELEMENTAL,4,3,4,4,0,"Wenn ich die Expeditionszone verlasse, darfst du mich in die Manazone meines Besitzers legen (als erschöpfte Manakugel).",,,,,,,,,,,,,,,
ALT_CORE_B_BR_20_C,ALT_CORE_B_BR_20_C,BR,COMMON,Atlas,Atlas,CHARACTER,TITAN,5,5,3,3,3,$[GIGANTIC].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_20_R1,ALT_CORE_B_BR_20_C,BR,RARE,Atlas,Atlas,CHARACTER,TITAN,5,5,3,3,3,$[GIGANTIC].  #$[SEASONED]#.,"#{D} : Der nächste Charakter, den du in dieser Runde spielst, erhält 2 Verstärkungen.# (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_BR_20_R2,ALT_CORE_B_BR_20_C,OR,RARE,Atlas,Atlas,CHARACTER,TITAN,5,5,#1#,#1#,#1#,"$[GIGANTIC].  #Marken, die du kontrollierst, erhalten [GIGANTIC].#",,,,,,,,,,,,,,,
ALT_CORE_B_BR_21_C,ALT_CORE_B_BR_21_C,BR,COMMON,Achilles,Achilles,CHARACTER,SOLDIER,5,5,5,5,5,$[TOUGH_1].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_21_R1,ALT_CORE_B_BR_21_C,BR,RARE,Achilles,Achilles,CHARACTER,SOLDIER,5,5,5,#6#,#6#,#$[TOUGH_2].#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_21_R2,ALT_CORE_B_BR_21_C,OR,RARE,Achilles,Achilles,CHARACTER,SOLDIER,5,5,5,5,5,$[TOUGH_1].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_22_C,ALT_CORE_B_BR_22_C,BR,COMMON,Shenlong,Shenlong,CHARACTER,DRAGON_DEITY,6,6,8,8,8,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_22_R1,ALT_CORE_B_BR_22_C,BR,RARE,Shenlong,Shenlong,CHARACTER,DRAGON_DEITY,6,6,#9#,#9#,#9#,#$[TOUGH_1].#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_22_R2,ALT_CORE_B_BR_22_C,LY,RARE,Shenlong,Shenlong,CHARACTER,DRAGON_DEITY,6,6,8,8,8,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_23_C,ALT_CORE_B_BR_23_C,BR,COMMON,Tomoe Gozen,Tomoe Gozen,CHARACTER,SOLDIER,3,3,2,5,5,"Ich kann nicht gespielt werden, wenn du weniger als sieben Manakugeln hast.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_23_R1,ALT_CORE_B_BR_23_C,BR,RARE,Tomoe Gozen,Tomoe Gozen,CHARACTER,SOLDIER,3,3,2,5,5,"Ich kann nicht gespielt werden, wenn du weniger als #sechs# Manakugeln hast.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_23_R2,ALT_CORE_B_BR_23_C,LY,RARE,Tomoe Gozen,Tomoe Gozen,CHARACTER,SOLDIER,3,3,2,5,5,"Ich kann nicht gespielt werden, wenn du weniger als #sechs# Manakugeln hast.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_24_C,ALT_CORE_B_BR_24_C,BR,COMMON,"Kaibara, Asgarthan Leviathan","Kaibara, Leviathan von Asgartha",CHARACTER,LEVIATHAN,8,8,6,6,6,"$[GIGANTIC].  $[TOUGH_X], wobei X die Anzahl der Regionen zwischen deinem Helden und deinem Gefährten ist. (Wenn die beiden Expeditionen nebeneinander liegen, ist X gleich 0).",,,,,,,,,,,,,,,
ALT_CORE_B_BR_24_R1,ALT_CORE_B_BR_24_C,BR,RARE,"Kaibara, Asgarthan Leviathan","Kaibara, Leviathan von Asgartha",CHARACTER,LEVIATHAN,#9#,#9#,#8#,#8#,#8#,"$[GIGANTIC].  $[TOUGH_X], wobei X die Anzahl der Regionen zwischen deinem Helden und deinem Gefährten ist. (Wenn die beiden Expeditionen nebeneinander liegen, ist X gleich 0).",,,,,,,,,,,,,,,
ALT_CORE_B_BR_24_R2,ALT_CORE_B_BR_24_C,LY,RARE,"Kaibara, Asgarthan Leviathan","Kaibara, Leviathan von Asgartha",CHARACTER,LEVIATHAN,8,8,6,6,6,"$[GIGANTIC].  $[TOUGH_X], wobei X die Anzahl der Regionen zwischen deinem Helden und deinem Gefährten ist. (Wenn die beiden Expeditionen nebeneinander liegen, ist X gleich 0).",,,,,,,,,,,,,,,
ALT_CORE_B_BR_25_C,ALT_CORE_B_BR_25_C,BR,COMMON,Helping Hand,Helfende Hand,SPELL,BOON,1,2,,,,Ein Charakter deiner Wahl erhält 1 Verstärkung$[BB] und verliert $[FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_25_R1,ALT_CORE_B_BR_25_C,BR,RARE,Helping Hand,Helfende Hand,SPELL,BOON,1,#1#,,,,#$[FLEETING].#  Ein Charakter deiner Wahl erhält #2 Verstärkungen# und verliert [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_25_R2,ALT_CORE_B_BR_25_C,YZ,RARE,Helping Hand,Helfende Hand,SPELL,BOON,1,2,,,,Ein Charakter deiner Wahl erhält 1 Verstärkung$[BB] und verliert $[FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_26_C,ALT_CORE_B_BR_26_C,BR,COMMON,Physical Training,Körperliches Training,SPELL,BOON,2,3,,,,Ein Charakter deiner Wahl erhält 3 Verstärkungen$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_26_R1,ALT_CORE_B_BR_26_C,BR,RARE,Physical Training,Körperliches Training,SPELL,BOON,#3#,3,,,,Ein Charakter deiner Wahl erhält 3 Verstärkungen$[BB].  #Ziehe eine Karte.#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_26_R2,ALT_CORE_B_BR_26_C,MU,RARE,Physical Training,Körperliches Training,SPELL,BOON,2,3,,,,Ein Charakter deiner Wahl erhält 3 Verstärkungen$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_27_C,ALT_CORE_B_BR_27_C,BR,COMMON,Mana Channeling,Mana-Kanalisierung,SPELL,CONJURATION,2,2,,,,$[FLEETING].  Lege die oberste Karte deines Decks in deine Manazone (als erschöpfte Manakugel).,,,,,,,,,,,,,,,
ALT_CORE_B_BR_27_R1,ALT_CORE_B_BR_27_C,BR,RARE,Mana Channeling,Mana-Kanalisierung,SPELL,CONJURATION,#5#,#5#,,,,Lege die obersten #zwei# Karten deines Decks in deine Manazone (als erschöpfte Manakugel).,,,,,,,,,,,,,,,
ALT_CORE_B_BR_27_R2,ALT_CORE_B_BR_27_C,MU,RARE,Mana Channeling,Mana-Kanalisierung,SPELL,CONJURATION,2,2,,,,$[FLEETING].  Lege die oberste Karte deines Decks in deine Manazone (als erschöpfte Manakugel).,,,,,,,,,,,,,,,
ALT_CORE_B_BR_28_C,ALT_CORE_B_BR_28_C,BR,COMMON,Intimidation,Einschüchterung,SPELL,DISRUPTION,2,2,,,,$[FLEETING].  Schicke einen Charakter oder eine bleibende Karte deiner Wahl mit Handkosten {4} oder weniger in die Hand ihres Besitzers zurück.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_28_R1,ALT_CORE_B_BR_28_C,BR,RARE,Intimidation,Einschüchterung,SPELL,DISRUPTION,2,2,,,,$[FLEETING].  Schicke einen Charakter oder eine bleibende Karte deiner Wahl mit Handkosten #{5}# oder weniger in die Hand ihres Besitzers zurück.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_28_R2,ALT_CORE_B_BR_28_C,YZ,RARE,Intimidation,Einschüchterung,SPELL,DISRUPTION,2,2,,,,$[FLEETING].  Schicke einen Charakter oder eine bleibende Karte deiner Wahl mit Handkosten #{5}# oder weniger in die Hand ihres Besitzers zurück.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_29_C,ALT_CORE_B_BR_29_C,BR,COMMON,Mana Eruption,Mana­-Eruption,SPELL,DISRUPTION,3,3,,,,"$[FLEETING].  Lege eine deiner Manakugeln ab. Falls du das tust, lege einen Charakter oder eine bleibende Karte deiner Wahl ab.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_29_R1,ALT_CORE_B_BR_29_C,BR,RARE,Mana Eruption,Mana­-Eruption,SPELL,DISRUPTION,#2#,#2#,,,,"$[FLEETING].  Lege eine deiner Manakugeln ab. Falls du das tust, lege einen Charakter oder eine bleibende Karte deiner Wahl ab.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_29_R2,ALT_CORE_B_BR_29_C,MU,RARE,Mana Eruption,Mana­-Eruption,SPELL,DISRUPTION,#2#,#2#,,,,"$[FLEETING].  Lege eine deiner Manakugeln ab. Falls du das tust, lege einen Charakter oder eine bleibende Karte deiner Wahl ab.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_30_C,ALT_CORE_B_BR_30_C,BR,COMMON,"Haven, Bravos Bastion","Haven, Bravos-Bastion",PERMANENT,LANDMARK,2,2,,,,"Deine Charaktere haben: ""{R} Ich erhalte 1 Verstärkung$[BB].""",,,,,,,,,,,,,,,
ALT_CORE_B_BR_30_R1,ALT_CORE_B_BR_30_C,BR,RARE,"Haven, Bravos Bastion","Haven, Bravos-Bastion",PERMANENT,LANDMARK,2,2,,,,"#{J} $[RESUPPLY].#  Deine Charaktere haben: ""{R}Ich erhalte 1 Verstärkung.""",,,,,,,,,,,,,,,
ALT_CORE_B_BR_30_R2,ALT_CORE_B_BR_30_C,AX,RARE,"Haven, Bravos Bastion","Haven, Bravos-Bastion",PERMANENT,LANDMARK,2,2,,,,"#{J} $[RESUPPLY].#  Deine Charaktere haben: ""{R}Ich erhalte 1 Verstärkung.""",,,,,,,,,,,,,,,
ALT_CORE_B_BR_31_C,ALT_CORE_B_BR_31_C,BR,COMMON,Booda,Booda,TOKEN,COMPANION,,,2,2,2,"(Wenn ich die Expeditionszone verlasse, entferne mich aus dem Spiel.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_01_C,ALT_CORE_B_LY_01_C,LY,COMMON,Nevenka & Blotch,Nevenka & Klecks,HERO,,,,,,,"{T} : Ciblez un Personnage que vous contrôlez, puis lancez un dé. Sur :  • 6+, il gagne [ANCHORED]. (Au Repos, il ne va pas en Réserve et il perd Ancré.)  • 2-5, il gagne 1 boost$[BB].  • 1, envoyez-le en Réserve.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_02_C,ALT_CORE_B_LY_02_C,LY,COMMON,Auraq & Kibble,Auraq & Schnurre,HERO,,,,,,,Lorsque vous jouez un Personnage avec une statistique de base 0 — Je gagne un compteur Spectacle.  À Midi — Vous pouvez dépenser cinq de mes compteurs Spectacle pour révéler la première carte de votre deck. Vous pouvez la jouer gratuitement ou la mettre dans votre main. (N'activez pas de déclencheurs {h}.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_03_C,ALT_CORE_B_LY_03_C,LY,COMMON,Fen & Crowbar,Fen & Feedback,HERO,,,,,,,Am Morgen ziehe nur eine Karte. Dann lege statt einer Karte aus deiner Hand die oberste Karte deines Decks in deine Manazone.  Zum Mittag — $[RESUPPLY].  Ignoriere meine Fähigkeiten während des ersten Tages.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_04_C,ALT_CORE_B_LY_04_C,LY,COMMON,Martengale,Martengale,CHARACTER,ANIMAL_SPIRIT,1,1,1,1,0,,"{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_04_R1,ALT_CORE_B_LY_04_C,LY,RARE,Martengale,Martengale,CHARACTER,ANIMAL_SPIRIT,1,1,1,1,0,"#Wenn du würfeln würdest, darfst du 1 zum Ergebnis addieren#. (Wähle, nachdem du das Ergebnis gesehen hast.)","{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_04_R2,ALT_CORE_B_LY_04_C,AX,RARE,Martengale,Martengale,CHARACTER,ANIMAL_SPIRIT,1,1,1,1,0,,"{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger. (Lege mich aus deiner Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_05_C,ALT_CORE_B_LY_05_C,LY,COMMON,Lyra Thespian,Lyra-Mime,CHARACTER,ARTIST,2,2,2,2,2,"{J} Wenn du unter den Charakteren, die du kontrollierst, mindestens drei Basisstatistiken von 0 hast, erhalte ich 1 Verstärkung$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_05_R1,ALT_CORE_B_LY_05_C,LY,RARE,Lyra Thespian,Lyra-Mime,CHARACTER,ARTIST,2,2,2,2,2,"{J} Wenn du unter den Charakteren, die du kontrollierst, mindestens drei Basisstatistiken von 0 hast, erhalte ich #2 Verstärkungen$[BB]#.",,,,,,,,,,,,,,,
