ID,ID Base,Faction,Alteration,Name,Nome It,Type,Sottotipo,Cost,Recall Cost,Vegetal,Mineral,Aquatic,Effetto,Eco,Intentions Implémentation CE,Intentions Implémentation GD CE,Functions Tag,Intentions Lore CE,Profils Tag,Complexity CE,Score,Flavor CE,Illustration,Identité Effet,Identité Stat,Identité Design,Reflexions jeu Equipe,Reflexion Chacun pour soi
ALT_CORE_B_BR_05_R1,ALT_CORE_B_BR_05_C,BR,RARE,Issun-Bōshi,Issun-Bōshi,CHARACTER,AVVENTURIERO,1,#2#,0,0,2,#{R} Il personaggio bersaglio ottiene 1 rinforzo$[BB].#,{D} : Il prossimo personaggio che giochi in questo turno ottiene 1 rinforzo. (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_BR_05_R2,ALT_CORE_B_BR_05_C,MU,RARE,Issun-Bōshi,Issun-Bōshi,CHARACTER,AVVENTURIERO,1,#2#,0,0,2,#{R} Il personaggio bersaglio ottiene 1 rinforzo$[BB].#,{D} : Il prossimo personaggio che giochi in questo turno ottiene 1 rinforzo. (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_BR_06_C,ALT_CORE_B_BR_06_C,BR,COMMON,Tiny Jinn,Piccolo Jinn,CHARACTER,ELEMENTALE,2,3,0,3,0,"Quando lascio l'area delle spedizioni, se ho [BOOSTED] — Mettimi nell'area del mana del mio proprietario (come una sfera di mana consumata).  {R} Ottengo 1 rinforzo.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_06_R1,ALT_CORE_B_BR_06_C,BR,RARE,Tiny Jinn,Piccolo Jinn,CHARACTER,ELEMENTALE,#1#,#2#,0,#2#,0,"Quando lascio l'area delle spedizioni, se ho [BOOSTED] — Mettimi nell'area del mana del mio proprietario (come una sfera di mana consumata).  {R} Ottengo 1 rinforzo.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_06_R2,ALT_CORE_B_BR_06_C,MU,RARE,Tiny Jinn,Piccolo Jinn,CHARACTER,ELEMENTALE,2,3,0,3,0,"Quando lascio l'area delle spedizioni, se ho [BOOSTED] — Mettimi nell'area del mana del mio proprietario (come una sfera di mana consumata).  {R} Ottengo 1 rinforzo.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_07_C,ALT_CORE_B_BR_07_C,BR,COMMON,Bravos Tracer,Rintracciatrice Bravos,CHARACTER,AVVENTURIERO,2,2,3,3,3,"{J} Ottengo [FLEETING_CHAR]. (Se sto per finire nella Riserva, scartami invece.)",,,,,,,,,,,,,,,
ALT_CORE_B_BR_07_R1,ALT_CORE_B_BR_07_C,BR,RARE,Bravos Tracer,Rintracciatrice Bravos,CHARACTER,AVVENTURIERO,2,2,#4#,3,#4#,"{J} Ottengo [FLEETING_CHAR]. (Se sto per finire nella Riserva, scartami invece.)",,,,,,,,,,,,,,,
ALT_CORE_B_BR_07_R2,ALT_CORE_B_BR_07_C,AX,RARE,Bravos Tracer,Rintracciatrice Bravos,CHARACTER,AVVENTURIERO,2,2,3,3,3,"{J} Ottengo [FLEETING_CHAR]. (Se sto per finire nella Riserva, scartami invece.)",,,,,,,,,,,,,,,
ALT_CORE_B_BR_08_C,ALT_CORE_B_BR_08_C,BR,COMMON,Bravos Pathfinder,Apripista Bravos,CHARACTER,AVVENTURIERO,2,2,0,3,3,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_08_R1,ALT_CORE_B_BR_08_C,BR,RARE,Bravos Pathfinder,Apripista Bravos,CHARACTER,AVVENTURIERO,2,2,0,3,3,#$[SEASONED].#  #{H} Puoi pagare {2} per farmi ottenere 1 rinforzo.#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_08_R2,ALT_CORE_B_BR_08_C,LY,RARE,Bravos Pathfinder,Apripista Bravos,CHARACTER,AVVENTURIERO,2,2,0,3,3,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_09_C,ALT_CORE_B_BR_09_C,BR,COMMON,Haven Trainee,Allievo del Rifugio,CHARACTER,APPRENDISTA,2,4,3,1,1,{R} Ottengo 2 rinforzi$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_09_R1,ALT_CORE_B_BR_09_C,BR,RARE,Haven Trainee,Allievo del Rifugio,CHARACTER,APPRENDISTA,2,4,3,1,1,{R} Ottengo 2 rinforzi$[BB].,#{D} : Il prossimo personaggio che giochi in questo turno ottiene 1 rinforzo.# (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_BR_09_R2,ALT_CORE_B_BR_09_C,OR,RARE,Haven Trainee,Allievo del Rifugio,CHARACTER,APPRENDISTA,2,4,3,1,1,{R} #Crea una pedina Soldato [ORDIS_RECRUIT] in ciascuna delle tue spedizioni.#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_10_C,ALT_CORE_B_BR_10_C,BR,COMMON,Red,Red,CHARACTER,AVVENTURIERO,2,2,2,2,2,$[SEASONED].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_10_R1,ALT_CORE_B_BR_10_C,BR,RARE,Red,Red,CHARACTER,AVVENTURIERO,2,#3#,2,2,2,"$[SEASONED].  #Al crepuscolo, se ho 3 o più rinforzi — Pesca una carta.#",,,,,,,,,,,,,,,
ALT_CORE_B_BR_10_R2,ALT_CORE_B_BR_10_C,YZ,RARE,Red,Red,CHARACTER,AVVENTURIERO,2,2,2,2,2,$[SEASONED].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_11_C,ALT_CORE_B_BR_11_C,BR,COMMON,Chiron,Chirone,CHARACTER,ADDESTRATORE,2,2,1,1,1,{J} Il personaggio bersaglio ottiene 1 rinforzo$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_11_R1,ALT_CORE_B_BR_11_C,BR,RARE,Chiron,Chirone,CHARACTER,ADDESTRATORE,2,2,1,#0#,#0#,{J} #Fino a due personaggi bersaglio# ottengono 1 rinforzo$[BB] ciascuno.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_11_R2,ALT_CORE_B_BR_11_C,MU,RARE,Chiron,Chirone,CHARACTER,ADDESTRATORE,2,2,1,#0#,#0#,{J} #Fino a due personaggi bersaglio# ottengono 1 rinforzo$[BB] ciascuno.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_12_C,ALT_CORE_B_BR_12_C,BR,COMMON,Hua Mulan,Hua Mulan,CHARACTER,AVVENTURIERO,3,3,1,3,3,{R} Perdo [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_12_R1,ALT_CORE_B_BR_12_C,BR,RARE,Hua Mulan,Hua Mulan,CHARACTER,AVVENTURIERO,#2#,#2#,1,#2#,#2#,{R} Perdo [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_12_R2,ALT_CORE_B_BR_12_C,YZ,RARE,Hua Mulan,Hua Mulan,CHARACTER,AVVENTURIERO,#2#,#2#,1,#2#,#2#,{R} Perdo [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_13_C,ALT_CORE_B_BR_13_C,BR,COMMON,Kappa,Kappa,CHARACTER,SPIRITO_ADDESTRATORE,4,4,4,4,5,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_13_R1,ALT_CORE_B_BR_13_C,BR,RARE,Kappa,Kappa,CHARACTER,SPIRITO_ADDESTRATORE,4,4,4,4,5,#$[SEASONED].#,#{D} : Il prossimo personaggio che giochi in questo turno ottiene 1 rinforzo.# (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_BR_13_R2,ALT_CORE_B_BR_13_C,LY,RARE,Kappa,Kappa,CHARACTER,SPIRITO_ADDESTRATORE,4,4,4,4,5,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_14_C,ALT_CORE_B_BR_14_C,BR,COMMON,Bravos Vanguard,Avanguardia Bravos,CHARACTER,AVVENTURIERO,3,3,4,2,2,{J} Puoi far perdere [FLEETING_CHAR] a un altro personaggio bersaglio.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_14_R1,ALT_CORE_B_BR_14_C,BR,RARE,Bravos Vanguard,Avanguardia Bravos,CHARACTER,AVVENTURIERO,3,3,4,2,2,{J} Puoi far perdere [FLEETING_CHAR] a un altro personaggio bersaglio #e fargli ottenere 1 rinforzo#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_14_R2,ALT_CORE_B_BR_14_C,AX,RARE,Bravos Vanguard,Avanguardia Bravos,CHARACTER,AVVENTURIERO,3,3,4,2,2,{J} Puoi far perdere [FLEETING_CHAR] a un altro personaggio bersaglio #e fargli ottenere 1 rinforzo#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_15_C,ALT_CORE_B_BR_15_C,BR,COMMON,Haven Bouncer,Buttafuori del Rifugio,CHARACTER,AVVENTURIERO,3,3,2,2,2,{H} $[SABOTAGE].  {R} Ottengo 1 rinforzo.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_15_R1,ALT_CORE_B_BR_15_C,BR,RARE,Haven Bouncer,Buttafuori del Rifugio,CHARACTER,AVVENTURIERO,3,3,2,2,2,{H} $[SABOTAGE].  {R} Ottengo #2 rinforzi#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_15_R2,ALT_CORE_B_BR_15_C,AX,RARE,Haven Bouncer,Buttafuori del Rifugio,CHARACTER,AVVENTURIERO,3,3,2,2,2,{H} $[SABOTAGE].  {R} Ottengo #2 rinforzi#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_16_C,ALT_CORE_B_BR_16_C,BR,COMMON,Bravos Bladedancer,Danzatrice delle Lame Bravos,CHARACTER,SOLDATO,1,3,0,0,0,$[SEASONED].  {J} Ottengo 1 rinforzo.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_16_R1,ALT_CORE_B_BR_16_C,BR,RARE,Bravos Bladedancer,Danzatrice delle Lame Bravos,CHARACTER,SOLDATO,1,3,0,0,0,"$[SEASONED].  {J} Ottengo 1 rinforzo.  #{R} Se ho 4 o meno rinforzi, perdo [FLEETING_CHAR].#",,,,,,,,,,,,,,,
ALT_CORE_B_BR_16_R2,ALT_CORE_B_BR_16_C,YZ,RARE,Bravos Bladedancer,Danzatrice delle Lame Bravos,CHARACTER,SOLDATO,1,#2#,0,0,0,$[SEASONED].  {J} Ottengo 1 rinforzo.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_17_C,ALT_CORE_B_BR_17_C,BR,COMMON,Haven Warrior,Guerriera del Rifugio,CHARACTER,SOLDATO,3,3,4,2,4,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_17_R1,ALT_CORE_B_BR_17_C,BR,RARE,Haven Warrior,Guerriera del Rifugio,CHARACTER,SOLDATO,3,3,4,#4#,4,,#{D} : Il prossimo personaggio che giochi in questo turno ottiene 1 rinforzo.# (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_BR_17_R2,ALT_CORE_B_BR_17_C,OR,RARE,Haven Warrior,Guerriera del Rifugio,CHARACTER,SOLDATO,3,3,4,#4#,4,,#{D} : Il prossimo personaggio che giochi in questo turno ottiene 1 rinforzo.# (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_BR_18_C,ALT_CORE_B_BR_18_C,BR,COMMON,Sun Wukong,Sun Wukong,CHARACTER,DIVINITÀ,3,4,2,4,2,{R} Ottengo 2 rinforzi$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_18_R1,ALT_CORE_B_BR_18_C,BR,RARE,Sun Wukong,Sun Wukong,CHARACTER,DIVINITÀ,3,4,2,4,2,{R} Ottengo 2 rinforzi$[BB] #e perdo [FLEETING_CHAR]#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_18_R2,ALT_CORE_B_BR_18_C,MU,RARE,Sun Wukong,Sun Wukong,CHARACTER,DIVINITÀ,3,4,2,4,2,{R} #Il personaggio bersaglio# ottiene 2 rinforzi$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_19_C,ALT_CORE_B_BR_19_C,BR,COMMON,Mighty Jinn,Grande Jinn,CHARACTER,ELEMENTALE,4,3,4,4,0,Quando lascio l'area delle spedizioni — Puoi mettermi nell'area del mana del mio proprietario (come una sfera di mana consumata).,,,,,,,,,,,,,,,
ALT_CORE_B_BR_19_R1,ALT_CORE_B_BR_19_C,BR,RARE,Mighty Jinn,Grande Jinn,CHARACTER,ELEMENTALE,4,3,4,4,0,"Quando lascio l'area delle spedizioni — Puoi mettermi nell'area del mana del mio proprietario (come una sfera di mana consumata). #Se non lo fai, pesca una carta.#",,,,,,,,,,,,,,,
ALT_CORE_B_BR_19_R2,ALT_CORE_B_BR_19_C,LY,RARE,Mighty Jinn,Grande Jinn,CHARACTER,ELEMENTALE,4,3,4,4,0,Quando lascio l'area delle spedizioni — Puoi mettermi nell'area del mana del mio proprietario (come una sfera di mana consumata).,,,,,,,,,,,,,,,
ALT_CORE_B_BR_20_C,ALT_CORE_B_BR_20_C,BR,COMMON,Atlas,Atlante,CHARACTER,TITANO,5,5,3,3,3,$[GIGANTIC].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_20_R1,ALT_CORE_B_BR_20_C,BR,RARE,Atlas,Atlante,CHARACTER,TITANO,5,5,3,3,3,$[GIGANTIC].  #$[SEASONED]#.,#{D} : Il prossimo personaggio che giochi in questo turno ottiene 2 rinforzi.# (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_BR_20_R2,ALT_CORE_B_BR_20_C,OR,RARE,Atlas,Atlante,CHARACTER,TITANO,5,5,#1#,#1#,#1#,$[GIGANTIC].  #Le pedine che controlli hanno [GIGANTIC].#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_21_C,ALT_CORE_B_BR_21_C,BR,COMMON,Achilles,Achille,CHARACTER,SOLDATO,5,5,5,5,5,$[TOUGH_1].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_21_R1,ALT_CORE_B_BR_21_C,BR,RARE,Achilles,Achille,CHARACTER,SOLDATO,5,5,5,#6#,#6#,#$[TOUGH_2].#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_21_R2,ALT_CORE_B_BR_21_C,OR,RARE,Achilles,Achille,CHARACTER,SOLDATO,5,5,5,5,5,$[TOUGH_1].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_22_C,ALT_CORE_B_BR_22_C,BR,COMMON,Shenlong,Shenlong,CHARACTER,DRAGO_DIVINITÀ,6,6,8,8,8,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_22_R1,ALT_CORE_B_BR_22_C,BR,RARE,Shenlong,Shenlong,CHARACTER,DRAGO_DIVINITÀ,6,6,#9#,#9#,#9#,#$[TOUGH_1].#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_22_R2,ALT_CORE_B_BR_22_C,LY,RARE,Shenlong,Shenlong,CHARACTER,DRAGO_DIVINITÀ,6,6,8,8,8,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_23_C,ALT_CORE_B_BR_23_C,BR,COMMON,Tomoe Gozen,Tomoe Gozen,CHARACTER,SOLDATO,3,3,2,5,5,Non posso essere giocata se hai meno di sette sfere di mana.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_23_R1,ALT_CORE_B_BR_23_C,BR,RARE,Tomoe Gozen,Tomoe Gozen,CHARACTER,SOLDATO,3,3,2,5,5,Non posso essere giocata se hai meno di #sei# sfere di mana.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_23_R2,ALT_CORE_B_BR_23_C,LY,RARE,Tomoe Gozen,Tomoe Gozen,CHARACTER,SOLDATO,3,3,2,5,5,Non posso essere giocata se hai meno di #sei# sfere di mana.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_24_C,ALT_CORE_B_BR_24_C,BR,COMMON,"Kaibara, Asgarthan Leviathan","Kaibara, Leviatano Asgarthan",CHARACTER,LEVIATANO,8,8,6,6,6,"$[GIGANTIC].  $[TOUGH_X], dove X è il numero di regioni tra il tuo eroe e il tuo compagno. (Se sono adiacenti, X equivale a 0.)",,,,,,,,,,,,,,,
ALT_CORE_B_BR_24_R1,ALT_CORE_B_BR_24_C,BR,RARE,"Kaibara, Asgarthan Leviathan","Kaibara, Leviatano Asgarthan",CHARACTER,LEVIATANO,#9#,#9#,#8#,#8#,#8#,"$[GIGANTIC].  $[TOUGH_X], dove X è il numero di regioni tra il tuo eroe e il tuo compagno. (Se sono adiacenti, X equivale a 0.)",,,,,,,,,,,,,,,
ALT_CORE_B_BR_24_R2,ALT_CORE_B_BR_24_C,LY,RARE,"Kaibara, Asgarthan Leviathan","Kaibara, Leviatano Asgarthan",CHARACTER,LEVIATANO,8,8,6,6,6,"$[GIGANTIC].  $[TOUGH_X], dove X è il numero di regioni tra il tuo eroe e il tuo compagno. (Se sono adiacenti, X equivale a 0.)",,,,,,,,,,,,,,,
ALT_CORE_B_BR_25_C,ALT_CORE_B_BR_25_C,BR,COMMON,Helping Hand,Mano Tesa,SPELL,VANTAGGIO,1,2,,,,Il personaggio bersaglio ottiene 1 rinforzo$[BB] e perde [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_25_R1,ALT_CORE_B_BR_25_C,BR,RARE,Helping Hand,Mano Tesa,SPELL,VANTAGGIO,1,#1#,,,,#$[FLEETING].#  Il personaggio bersaglio ottiene #2 rinforzi# e perde [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_25_R2,ALT_CORE_B_BR_25_C,YZ,RARE,Helping Hand,Mano Tesa,SPELL,VANTAGGIO,1,2,,,,Il personaggio bersaglio ottiene 1 rinforzo$[BB] e perde [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_26_C,ALT_CORE_B_BR_26_C,BR,COMMON,Physical Training,Addestramento Fisico,SPELL,VANTAGGIO,2,3,,,,Il personaggio bersaglio ottiene 3 rinforzi$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_26_R1,ALT_CORE_B_BR_26_C,BR,RARE,Physical Training,Addestramento Fisico,SPELL,VANTAGGIO,#3#,3,,,,Il personaggio bersaglio ottiene 3 rinforzi$[BB].  #Pesca una carta.#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_26_R2,ALT_CORE_B_BR_26_C,MU,RARE,Physical Training,Addestramento Fisico,SPELL,VANTAGGIO,2,3,,,,Il personaggio bersaglio ottiene 3 rinforzi$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_27_C,ALT_CORE_B_BR_27_C,BR,COMMON,Mana Channeling,Canalizzazione del Mana,SPELL,EVOCAZIONE,2,2,,,,$[FLEETING].  Metti la prima carta del tuo mazzo nella tua area del mana (come una sfera di mana consumata).,,,,,,,,,,,,,,,
ALT_CORE_B_BR_27_R1,ALT_CORE_B_BR_27_C,BR,RARE,Mana Channeling,Canalizzazione del Mana,SPELL,EVOCAZIONE,#5#,#5#,,,,Metti le prime #due# carte del tuo mazzo nella tua area del mana (come sfere di mana consumate).,,,,,,,,,,,,,,,
ALT_CORE_B_BR_27_R2,ALT_CORE_B_BR_27_C,MU,RARE,Mana Channeling,Canalizzazione del Mana,SPELL,EVOCAZIONE,2,2,,,,$[FLEETING].  Metti la prima carta del tuo mazzo nella tua area del mana (come una sfera di mana consumata).,,,,,,,,,,,,,,,
ALT_CORE_B_BR_28_C,ALT_CORE_B_BR_28_C,BR,COMMON,Intimidation,Intimidazione,SPELL,IMPEDIMENTO,2,2,,,,$[FLEETING].  Fai tornare il personaggio o il permanente bersaglio con costo dalla mano pari o inferiore a {4} in mano al suo proprietario.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_28_R1,ALT_CORE_B_BR_28_C,BR,RARE,Intimidation,Intimidazione,SPELL,IMPEDIMENTO,2,2,,,,$[FLEETING].  Fai tornare il personaggio o il permanente bersaglio con costo dalla mano pari o inferiore a #{5}# in mano al suo proprietario.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_28_R2,ALT_CORE_B_BR_28_C,YZ,RARE,Intimidation,Intimidazione,SPELL,IMPEDIMENTO,2,2,,,,$[FLEETING].  Fai tornare il personaggio o il permanente bersaglio con costo dalla mano pari o inferiore a #{5}# in mano al suo proprietario.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_29_C,ALT_CORE_B_BR_29_C,BR,COMMON,Mana Eruption,Eruzione di Mana,SPELL,IMPEDIMENTO,3,3,,,,"$[FLEETING].  Scarta una delle tue sfere di mana. Se lo fai, scarta un personaggio o un permanente bersaglio.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_29_R1,ALT_CORE_B_BR_29_C,BR,RARE,Mana Eruption,Eruzione di Mana,SPELL,IMPEDIMENTO,#2#,#2#,,,,"$[FLEETING].  Scarta una delle tue sfere di mana. Se lo fai, scarta un personaggio o un permanente bersaglio.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_29_R2,ALT_CORE_B_BR_29_C,MU,RARE,Mana Eruption,Eruzione di Mana,SPELL,IMPEDIMENTO,#2#,#2#,,,,"$[FLEETING].  Scarta una delle tue sfere di mana. Se lo fai, scarta un personaggio o un permanente bersaglio.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_30_C,ALT_CORE_B_BR_30_C,BR,COMMON,"Haven, Bravos Bastion","Rifugio, Bastione Bravos",PERMANENT,FULCRO,2,2,,,,"I tuoi personaggi hanno: ""{R} Ottengo 1 rinforzo$[BB].""",,,,,,,,,,,,,,,
ALT_CORE_B_BR_30_R1,ALT_CORE_B_BR_30_C,BR,RARE,"Haven, Bravos Bastion","Rifugio, Bastione Bravos",PERMANENT,FULCRO,2,2,,,,"#{J} $[RESUPPLY].#  I tuoi personaggi hanno: ""{R} Ottengo 1 rinforzo.""",,,,,,,,,,,,,,,
ALT_CORE_B_BR_30_R2,ALT_CORE_B_BR_30_C,AX,RARE,"Haven, Bravos Bastion","Rifugio, Bastione Bravos",PERMANENT,FULCRO,2,2,,,,"#{J} $[RESUPPLY].#  I tuoi personaggi hanno: ""{R} Ottengo 1 rinforzo.""",,,,,,,,,,,,,,,
ALT_CORE_B_BR_31_C,ALT_CORE_B_BR_31_C,BR,COMMON,Booda,Booda,TOKEN,COMPAGNO,,,2,2,2,"(Se lascio l'area delle spedizioni, rimuovimi dalla partita.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_01_C,ALT_CORE_B_LY_01_C,LY,COMMON,Nevenka & Blotch,Nevenka e Macchia,HERO,,,,,,,"{T} : Ciblez un Personnage que vous contrôlez, puis lancez un dé. Sur :  • 6+, il gagne [ANCHORED]. (Au Repos, il ne va pas en Réserve et il perd Ancré.)  • 2-5, il gagne 1 boost$[BB].  • 1, envoyez-le en Réserve.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_02_C,ALT_CORE_B_LY_02_C,LY,COMMON,Auraq & Kibble,Auraq e Crocchetta,HERO,,,,,,,Lorsque vous jouez un Personnage avec une statistique de base 0 — Je gagne un compteur Spectacle.  À Midi — Vous pouvez dépenser cinq de mes compteurs Spectacle pour révéler la première carte de votre deck. Vous pouvez la jouer gratuitement ou la mettre dans votre main. (N'activez pas de déclencheurs {h}.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_03_C,ALT_CORE_B_LY_03_C,LY,COMMON,Fen & Crowbar,Fen e Riff,HERO,,,,,,,"Durante la mattina, pesca solo una carta. Poi metti la prima carta del tuo mazzo nella tua area del mana invece di una carta dalla tua mano.  A mezzogiorno — $[RESUPPLY].  Ignora le mie abilità durante la prima giornata.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_04_C,ALT_CORE_B_LY_04_C,LY,COMMON,Martengale,Martingala,CHARACTER,ANIMALE_SPIRITO,1,1,1,1,0,,{D} : La prossima carta che giochi in questo turno costa {1} in meno. (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_04_R1,ALT_CORE_B_LY_04_C,LY,RARE,Martengale,Martingala,CHARACTER,ANIMALE_SPIRITO,1,1,1,1,0,"#Se stai per lanciare un dado, puoi aggiungere 1 al risultato.# (Scegli dopo aver visto il risultato.)",{D} : La prossima carta che giochi in questo turno costa {1} in meno. (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_04_R2,ALT_CORE_B_LY_04_C,AX,RARE,Martengale,Martingala,CHARACTER,ANIMALE_SPIRITO,1,1,1,1,0,,{D} : La prossima carta che giochi in questo turno costa {1} in meno. (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_05_C,ALT_CORE_B_LY_05_C,LY,COMMON,Lyra Thespian,Tespiano Lyra,CHARACTER,ARTISTA,2,2,2,2,2,"{J} Se hai almeno tre statistiche base pari a 0 tra i personaggi che controlli, ottengo 1 rinforzo$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_05_R1,ALT_CORE_B_LY_05_C,LY,RARE,Lyra Thespian,Tespiano Lyra,CHARACTER,ARTISTA,2,2,2,2,2,"{J} Se hai almeno tre statistiche base pari a 0 tra i personaggi che controlli, ottengo #2 rinforzi$[BB]#.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_05_R2,ALT_CORE_B_LY_05_C,MU,RARE,Lyra Thespian,Tespiano Lyra,CHARACTER,ARTISTA,2,2,2,2,2,"{J} Se controlli #due o più personaggi con [BOOSTED_MP]#, ottengo #2 rinforzi$[BB]#.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_06_C,ALT_CORE_B_LY_06_C,LY,COMMON,Ouroboros Trickster,Mistificatrice dell'Uroboro,CHARACTER,CITTADINO,2,1,0,0,0,"{J} Lancia un dado. Se il risultato è pari o superiore a 4, ottengo 2 rinforzi. Altrimenti, ottengo 1 rinforzo$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_06_R1,ALT_CORE_B_LY_06_C,LY,RARE,Ouroboros Trickster,Mistificatrice dell'Uroboro,CHARACTER,CITTADINO,2,#2#,0,0,0,"{J} Lancia un dado. Se il risultato è pari o superiore a 4, ottengo #3 rinforzi#. Altrimenti, ottengo 1 rinforzo$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_06_R2,ALT_CORE_B_LY_06_C,BR,RARE,Ouroboros Trickster,Mistificatrice dell'Uroboro,CHARACTER,CITTADINO,2,1,0,0,0,"{J} Lancia un dado. Se il risultato è pari o superiore a 4, ottengo 2 rinforzi. Altrimenti, ottengo 1 rinforzo$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_07_C,ALT_CORE_B_LY_07_C,LY,COMMON,Hathor,Hathor,CHARACTER,ARTISTA_DIVINITÀ,2,3,3,3,0,,{D} : Riprendi in mano un'altra carta dalla tua Riserva. (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_07_R1,ALT_CORE_B_LY_07_C,LY,RARE,Hathor,Hathor,CHARACTER,ARTISTA_DIVINITÀ,2,#2#,3,3,0,,{D} : Riprendi in mano un'altra carta dalla tua Riserva. (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_07_R2,ALT_CORE_B_LY_07_C,YZ,RARE,Hathor,Hathor,CHARACTER,ARTISTA_DIVINITÀ,2,#2#,3,3,0,,{D} : Riprendi in mano un'altra carta dalla tua Riserva. (Scartami dalla Riserva per giocare questa azione.),,,,,,,,,,,,,,
ALT_CORE_B_LY_08_C,ALT_CORE_B_LY_08_C,LY,COMMON,Lyra Skald,Skald Lyra,CHARACTER,ARTISTA,2,2,3,0,2,,,,,,,,,,,,,,,,
