trk_id,str_to_translate,context,fr_FR,es_ES,it_IT,de_DE,LOCK
416640,"$<FLEETING>.  Discard up to two targets, Characters or Permanents.  #Draw a card.#",YZ_Rare_CelestialBlast;OD_Rare_CelestialBlast,"$<FLEETING>.  Défaussez jusqu'à deux cibles, Personnages ou Permanents.  #Piochez une carte.#","$<FLEETING>.  Descarta hasta dos objetivos, personajes o permanentes.  #Roba una carta.#","$<FLEETING>.  Scarta fino a due bersagli, che siano personaggi o permanenti.  #Pesca una carta.#","$<FLEETING>.  Lege bis zu zwei Karten deiner Wahl ab – Charaktere oder bleibende Karten.  #Ziehe eine Karte.#",1
416777,"$<FLEETING>.  Put target Character or Permanent in its owner's Mana zone (as an exhausted Mana Orb).",MU_Common_ManaReaping;BR_Rare_ManaReaping,"$<FLEETING>.  Mettez un Personnage ou Permanent ciblé dans la zone de Mana de son Propriétaire (en tant qu'Orbe de Mana épuisé).","$<FLEETING>.  Coloca un personaje o permanente objetivo en la zona de maná de su propietario (como orbe de maná agotado).","$<FLEETING>.  Metti un personaggio o un permanente bersaglio nell'area del mana del suo proprietario (come una sfera di mana consumata).","$<FLEETING>.  Lege einen Charakter oder eine bleibende Karte deiner Wahl in die Manazone ihres Besitzers (als erschöpfte Manakugel).",1
416820,"$<FLEETING>.  Put the top card of your deck in your Mana zone (as an exhausted Mana Orb).",MU_Rare_ManaChanneling;BR_Common_ManaChanneling,"$<FLEETING>.  Mettez la première carte de votre deck dans votre zone de Mana (en tant qu'Orbe de Mana épuisé).","$<FLEETING>.  Coloca la primera carta de tu mazo en tu zona de maná (como orbe de maná agotado).","$<FLEETING>.  Metti la prima carta del tuo mazzo nella tua area del mana (come una sfera di mana consumata).","$<FLEETING>.  Lege die oberste Karte deines Decks in deine Manazone (als erschöpfte Manakugel).",1
416652,"$<FLEETING>.  Return target Character or Permanent with Hand Cost #{5} or less# to its owner's hand.",YZ_Rare_Intimidation;BR_Rare_Intimidation,"$<FLEETING>.  Renvoyez un Personnage ou Permanent ciblé avec un Coût de Main #{5} ou moins# dans la main de son propriétaire.","$<FLEETING>.  Devuelve a la mano de su propietario un personaje o permanente objetivo con coste desde la mano de #{5} o menos#.","$<FLEETING>.  Fai tornare un personaggio o un permanente bersaglio con costo dalla mano #pari o inferiore a {5}# in mano al suo proprietario.","$<FLEETING>.  Schicke einen Charakter oder eine bleibende Karte deiner Wahl mit Handkosten #{5} oder weniger# in die Hand ihres Besitzers zurück.",1
416896,"$<FLEETING>.  Return target Character or Permanent with Hand Cost {4} or less to its owner's hand.",BR_Common_Intimidation,"$<FLEETING>.  Renvoyez un Personnage ou Permanent ciblé avec un Coût de Main {4} ou moins dans la main de son propriétaire.","$<FLEETING>.  Devuelve a la mano de su propietario un personaje o permanente objetivo con coste desde la mano de {4} o menos.","$<FLEETING>.  Fai tornare un personaggio o un permanente bersaglio con costo dalla mano pari o inferiore a {4} in mano al suo proprietario.","$<FLEETING>.  Schicke einen Charakter oder eine bleibende Karte deiner Wahl mit Handkosten {4} oder weniger in die Hand ihres Besitzers zurück.",1
416848,"$<FLEETING>.  Reveal the top four cards of your Deck. Choose up to two Characters from these cards and put them in your Expeditions. They gain <FLEETING>. Discard the other cards. (Don't activate any {h} abilities.)",LY_Common_MindApotheosis,,,,,0
416941,"$<FLEETING>.  Sacrifice a Character #or Permanent#. If you do, discard target Character or Permanent.",AX_Rare_Boom,"$<FLEETING>.  Sacrifiez un Personnage #ou un Permanent#. Si vous le faites, défaussez un Personnage ou Permanent ciblé.","$<FLEETING>.  Sacrifica un personaje #o permanente#. Si lo haces, descarta un personaje o permanente objetivo.","$<FLEETING>.  Sacrifica un personaggio #o un permanente#. Se lo fai, scarta un personaggio o un permanente bersaglio.","$<FLEETING>.  Opfere einen Charakter #oder eine bleibende Karte#, um einen Charakter oder eine bleibende Karte deiner Wahl abzulegen.",1
416634,"$<FLEETING>.  Sacrifice a Character. If you do, discard target Character or Permanent.",YZ_Rare_Boom;AX_Common_Boom,"$<FLEETING>.  Sacrifiez un Personnage. Si vous le faites, défaussez un Personnage ou un Permanent ciblé.","$<FLEETING>.  Sacrifica un personaje. Si lo haces, descarta un personaje o permanente objetivo.","$<FLEETING>.  Sacrifica un personaggio. Se lo fai, scarta un personaggio o un permanente bersaglio.","$<FLEETING>.  Opfere einen Charakter, um einen Charakter oder eine bleibende Karte deiner Wahl abzulegen.",1
416643,"$<FLEETING>.  Sacrifice a Character. If you do, draw #three cards#.",YZ_Rare_GiftofSelf,"$<FLEETING>.  Sacrifiez un Personnage. Si vous le faites, piochez #trois cartes#.","$<FLEETING>.  Sacrifica un personaje. Si lo haces, roba #tres cartas#.","$<FLEETING>.  Sacrifica un personaggio. Se lo fai, pesca #tre carte#.","$<FLEETING>.  Opfere einen Charakter, um #drei Karten# zu ziehen.",1
416594,"$<FLEETING>.  Sacrifice a Character. If you do, draw two cards.",YZ_Common_GiftofSelf;OD_Rare_GiftofSelf,"$<FLEETING>.  Sacrifiez un Personnage. Si vous le faites, piochez deux cartes.","$<FLEETING>.  Sacrifica un personaje. Si lo haces, roba dos cartas.","$<FLEETING>.  Sacrifica un personaggio. Se lo fai, pesca due carte.","$<FLEETING>.  Opfere einen Charakter, um zwei Karten zu ziehen.",1
416711,"$<FLEETING>.  Send to Reserve target Character with Hand Cost {X} or less, where X is the number of Characters you control.",OD_Common_TeamworkTraining;AX_Rare_TeamworkTraining,"$<FLEETING>.  Envoyez en Réserve un Personnage ciblé avec un Coût de Main {X} ou moins, où X est le nombre de Personnages que vous contrôlez.","$<FLEETING>.  Envía a la reserva un personaje objetivo con coste desde la mano de {X} o menos, donde X equivale al número de personajes que controles.","$<FLEETING>.  Manda un personaggio bersaglio con costo dalla mano pari o inferiore a {X} nella Riserva, dove X è il numero di personaggi che controlli.","$<FLEETING>.  Schicke einen Charakter deiner Wahl mit Handkosten {X} oder weniger in die Reserve, wobei X die Anzahl der Charaktere ist, die du kontrollierst.",1
416659,"$<FLEETING>.  Send to Reserve up to #four# target Characters with a total Hand Cost #{6} or less#.",YZ_Rare_KrakensWrath;AX_Rare_KrakensWrath,"$<FLEETING>.  Envoyez en Réserve jusqu'à #quatre# Personnages ciblés avec un Coût de Main total de #{6} ou moins#.","$<FLEETING>.  Envía a la reserva hasta #cuatro# personajes objetivo con coste desde la mano total de #{6} o menos#.","$<FLEETING>.  Manda nella Riserva fino a #quattro# personaggi bersaglio con un costo dalla mano totale #pari o inferiore a {6}#.","$<FLEETING>.  Schicke bis zu #vier# Charaktere deiner Wahl mit Gesamt-Handkosten von #{6} oder weniger# in die Reserve.",1
416597,"$<FLEETING>.  Send to Reserve up to three target Characters with a total Hand Cost {5} or less.",YZ_Common_KrakensWrath,"$<FLEETING>.  Envoyez en Réserve jusqu'à trois Personnages ciblés avec un Coût de Main total de {5} ou moins.","$<FLEETING>.  Envía a la reserva hasta tres personajes objetivo con coste desde la mano total de {5} o menos.","$<FLEETING>.  Manda nella Riserva fino a tre personaggi bersaglio con un costo dalla mano totale pari o inferiore a {5}.","$<FLEETING>.  Schicke bis zu drei Charaktere deiner Wahl mit Gesamt-Handkosten von {5} oder weniger in die Reserve.",1
416693,"$<FLEETING>.  Target Expedition can't move forward this Day.",OD_Common_CelebrationDay,"$<FLEETING>.  L'Expédition ciblée ne peut pas avancer ce Jour.","$<FLEETING>.  Una expedición objetivo no puede avanzar este día.","$<FLEETING>.  Una spedizione bersaglio non può avanzare in questa giornata.","$<FLEETING>.  Eine Expedition deiner Wahl kann sich an diesem Tag nicht vorwärts bewegen.",1
416616,"$<FLEETING>.  Target Expedition moves forward one region.",YZ_Common_SmallStepGiantLeap;LY_Rare_SmallStepGiantLeap,"$<FLEETING>.  L'Expédition ciblée avance d'une région.","$<FLEETING>.  Una expedición objetivo avanza una región.","$<FLEETING>.  Una spedizione bersaglio avanza di una regione.","$<FLEETING>.  Eine Expedition deiner Wahl bewegt sich eine Region vorwärts.",1
346007,"$<FLEETING>.  You may discard a card from your Reserve to reduce my cost by #{1}#.  Return target Character or Permanent to the top of its owner's deck.",LY_Rare_PaintPrison,"$<FLEETING>.  Vous pouvez défausser une carte de votre Réserve pour réduire mon coût de #{1}#.  Renvoyez un Personnage ou Permanent ciblé sur le dessus du deck de son propriétaire.","$<FLEETING>.  Puedes descartar una carta de tu reserva para reducir mi coste en #{1}#.  Devuelve un personaje o permanente objetivo a la parte superior del mazo de su propietario.","$<FLEETING>.  Puoi scartare una carta dalla tua Riserva per ridurre il mio costo di #{1}#.  Fai tornare un personaggio o un permanente bersaglio in cima al mazzo del suo proprietario.","$<FLEETING>.  Du darfst eine Karte aus deiner Reserve ablegen, um meine Kosten um #{1}# zu reduzieren.  Lege einen Charakter oder eine bleibende Karte deiner Wahl oben auf das Deck ihres Besitzers zurück.",1
346003,"$<FLEETING>.  You may discard a card from your Reserve to reduce my cost by {2}.  Return target Character or Permanent to the top of its owner's deck.",MU_Rare_PaintPrison;LY_Common_PaintPrison,"$<FLEETING>.  Vous pouvez défausser une carte de votre Réserve pour réduire mon coût de {2}.  Renvoyez un Personnage ou Permanent ciblé sur le dessus du deck de son propriétaire.","$<FLEETING>.  Puedes descartar una carta de tu reserva para reducir mi coste en {2}.  Devuelve un personaje o permanente objetivo a la parte superior del mazo de su propietario.","$<FLEETING>.  Puoi scartare una carta dalla tua Riserva per ridurre il mio costo di {2}.  Fai tornare un personaggio o un permanente bersaglio in cima al mazzo del suo proprietario.","$<FLEETING>.  Du darfst eine Karte aus deiner Reserve ablegen, um meine Kosten um {2} zu reduzieren.  Lege einen Charakter oder eine bleibende Karte deiner Wahl oben auf das Deck ihres Besitzers zurück.",1
346009,$<GIGANTIC>.,MU_Common_SonofYggdrasil;BR_Common_Atlas;BR_Rare_SonofYggdrasil,$<GIGANTIC>.,$<GIGANTIC>.,$<GIGANTIC>.,$<GIGANTIC>.,1
416901,"$<GIGANTIC>.  #$<SEASONED>.#",BR_Rare_Atlas,"$<GIGANTIC>.  #$<SEASONED>.#","$<GIGANTIC>.  #$<SEASONED>.#","$<GIGANTIC>.  #$<SEASONED>.#","$<GIGANTIC>.  #$<SEASONED>.#",1
416828,"$<GIGANTIC>.  #$<TOUGH_1>.#",MU_Rare_SonofYggdrasil,"$<GIGANTIC>.  #$<TOUGH_1>.#","$<GIGANTIC>.  #$<TOUGH_1>.#","$<GIGANTIC>.  #$<TOUGH_1>.#","$<GIGANTIC>.  #$<TOUGH_1>.#",1
416725,"$<GIGANTIC>.  #Tokens you control are <GIGANTIC>.#",OD_Rare_Atlas,,,,,0
416865,"$<GIGANTIC>.  $<TOUGH_X>, where X is the number of regions between your Hero and Companion. (If they are adjacent, X equals 0.)",LY_Rare_KaibaraAsgarthanLeviathan;BR_Common_KaibaraAsgarthanLeviathan;BR_Rare_KaibaraAsgarthanLeviathan,"$<GIGANTIC>.  $<TOUGH_X>, où X est le nombre de régions entre votre Héros et votre Compagnon. (S'ils sont adjacents, X est égal à 0.)","$<GIGANTIC>.  $<TOUGH_X>, donde X equivale al número de regiones que hay entre tu héroe y tu compañero. (Si están adyacentes, X equivale a 0.)","$<GIGANTIC>.  $<TOUGH_X>, dove X è il numero di regioni tra il tuo eroe e il tuo compagno. (Se sono adiacenti, X equivale a 0.)","$<GIGANTIC>.  $<TOUGH_X>, wobei X die Anzahl der Regionen zwischen deinem Helden und deinem Gefährten ist. (Falls die beiden Expeditionen nebeneinander liegen, ist X gleich 0.)",1
416688,"$<GIGANTIC>.  {J} Sacrifice #one Character#.  All regions are {E} and lose their other types.",YZ_Rare_TheKraken,,,,,0
416624,"$<GIGANTIC>.  {J} Sacrifice two Characters.  All regions are {E} and lose their other types.",YZ_Common_TheKraken,,,,,0
416744,"$<GIGANTIC>.  {J} Sacrifice two Characters.  All regions are {O} and lose their other types.",OD_Rare_TheKraken,"$<GIGANTIC>.  {J} Sacrifiez deux Personnages.  Toutes les régions sont {O} et perdent leurs autres types.","$<GIGANTIC>.  {J} Sacrifica dos personajes.  Todas las regiones son {E} y pierden sus otros tipos.","$<GIGANTIC>.  {J} Sacrifica due personaggi.  Tutte le regioni sono {O} e perdono i loro altri tipi.","$<GIGANTIC>.  {J} Opfere zwei Charaktere.  Alle Regionen sind {O} und verlieren ihre anderen Typen.",1
416805,"$<RESUPPLY>, #then <RESUPPLY_LOW> again#.",MU_Rare_Harvest,"$<RESUPPLY>, #puis <RESUPPLY_LOW> à nouveau#.","$<RESUPPLY> #y luego <RESUPPLY_LOW> de nuevo#.","$<RESUPPLY>, #poi <RESUPPLY_LOW> di nuovo#.","$<RESUPPLY>, #dann spiele <RESUPPLY_LOW> erneut#.",1
416767,$<RESUPPLY>.,MU_Common_Harvest;AX_Rare_Harvest,$<RESUPPLY>.,$<RESUPPLY>.,$<RESUPPLY>.,$<RESUPPLY>.,1
416685,"$<SABOTAGE>, then $<RESUPPLY_LOW>.",YZ_Rare_SpyCraft,"$<SABOTAGE>, puis $<RESUPPLY_LOW>.","$<SABOTAGE> y luego $<RESUPPLY_LOW>.","$<SABOTAGE>, poi $<RESUPPLY_LOW>.","$<SABOTAGE>, dann $<RESUPPLY_LOW>.",1
416678,$<SEASONED_ME_FS>.,YZ_Rare_Red;BR_Common_Red,$<SEASONED_ME_FS>.,$<SEASONED_ME_FS>.,$<SEASONED_ME_FS>.,$<SEASONED_ME_FS>.,1
416918,"$<SEASONED_ME_FS>.  #At Dusk — if I have 3 or more boosts, draw a card.#",BR_Rare_Red,,,,,0
416636,"$<SEASONED_ME_FS>.  {J} I gain 1 boost.",YZ_Rare_BravosBladedancer;BR_Common_BravosBladedancer,"$<SEASONED_ME_FS>.  {J} Je gagne 1 boost.","$<SEASONED_ME_FS>.  {J} Gano 1 potenciador.","$<SEASONED_ME_FS>.  {J} Ottengo 1 rinforzo.","$<SEASONED_ME_FS>.  {J} Ich erhalte 1 Verstärkung.",1
416903,"$<SEASONED_ME_FS>.  {J} I gain 1 boost.  #{R} If I have 4 boosts or less, I lose <FLEETING_CHAR>.#",BR_Rare_BravosBladedancer,"$<SEASONED_ME_FS>.  {J} Je gagne 1 boost.  #{R} Si j'ai 4 boosts ou moins, je perds <FLEETING_CHAR>.#","$<SEASONED_ME_FS>.  {J} Gano 1 potenciador.  #{R} Si tengo 4 potenciadores o menos, pierdo <FLEETING_CHAR>.#","$<SEASONED_ME_FS>.  {J} Ottengo 1 rinforzo.  #{R} Se ho 4 o meno rinforzi, perdo <FLEETING_CHAR>.#","$<SEASONED_ME_FS>.  {J} Ich erhalte 1 Verstärkung.  #{R} Falls ich 4 oder weniger Verstärkungen habe, verliere ich <FLEETING_CHAR>.#",1
416719,$<TOUGH_1>.,OD_Rare_Achilles;BR_Common_Achilles,$<TOUGH_1>.,$<TOUGH_1>.,$<TOUGH_1>.,$<TOUGH_1>.,1
345596,"${actplayer} can't take the mandatory action and must restart his turn","Status bar (game state)",,,,,0
323673,"${actplayer} may discard ${n} card(s) from ${source} to ${destination}","Status bar (game state)",,,,,0
416365,"${actplayer} may discard cards to draw the same amount of cards","Status bar (game state)",,,,,0
317533,"${actplayer} may invoke ${tokenType}","Status bar (game state)",,,,,0
331149,"${actplayer} may play ${card_name}","Status bar (game state)",,,,,0
331151,"${actplayer} may play ${card_name} for free","Status bar (game state)",,,,,0
416367,"${actplayer} must block an expedition from moving this day","Status bar (game state)",,,,,0
416352,"${actplayer} must choose 1 die result or select a card to add 2","Status bar (game state)",,,,,0
317527,"${actplayer} must choose an action or pass","Status bar (game state)",,,,,0
317541,"${actplayer} must choose exactly one effect","Status bar (game state)",,,,,0
317539,"${actplayer} must choose which effect to resolve","Status bar (game state)",,,,,0
317535,"${actplayer} must confirm or restart their turn","Status bar (game state)",,,,,0
317537,"${actplayer} must confirm the switch of player","Status bar (game state)",,,,,0
416360,"${actplayer} must discard ${nLandmarks} landmark card(s)","Status bar (game state)",,,,,0
416361,"${actplayer} must discard ${nReserve} reserve card(s)","Status bar (game state)",,,,,0
416358,"${actplayer} must discard ${nReserve} reserve card(s) and ${nLandmarks} landmark card(s)","Status bar (game state)",,,,,0
317529,"${actplayer} must discard ${n} card(s) from ${source} to ${destination}","Status bar (game state)",,,,,0
327509,"${actplayer} must discard ${n} reserve card(s) and ${nLandmarks} landmark card(s)","Status bar (game state)",,,,,0
416356,"${actplayer} must move one expedition backward","Status bar (game state)",,,,,0
416354,"${actplayer} must move one expedition forward","Status bar (game state)",,,,,0
416363,"${actplayer} must select the target(s): ${description}","Status bar (game state)",,,,,0
416369,"${actplayer} must target an expedition","Status bar (game state)",,,,,0
343887,"${biome_0} and ${biome_1}",Notifications,,,,,0
343888,"${biome_0}, ${biome_1} and ${biome_2}",Notifications,,,,,0
336464,"${card_name} gains ${increase} ${counterName}",Notifications,,,,,0
317576,"${card_name} gains ${n} ${power}",Notifications,,,,,0
317574,"${card_name} gains ${n} ${power} (${card_name2}'s effect)",Notifications,,,,,0
317575,"${card_name} gains ${power}",Notifications,,,,,0
317573,"${card_name} gains ${power} (${card_name2}'s effect)",Notifications,,,,,0
416568,"${card_name} loses ${n} ${power}",Notifications,,,,,0
343033,"${n} dice are added to the roll (Ouroboros Lyra Bastion's effect)",RollDie,,,,,0
343818,"${phase_icon} Day n°${day}: afternoon ${phase_icon2}",Notifications,,,,,0
343819,"${phase_icon} Day n°${day}: dusk ${phase_icon2}",Notifications,,,,,0
343816,"${phase_icon} Day n°${day}: morning ${phase_icon2}",Notifications,,,,,0
343820,"${phase_icon} Day n°${day}: night ${phase_icon2}",Notifications,,,,,0
343817,"${phase_icon} Day n°${day}: noon ${phase_icon2}",Notifications,,,,,0
327601,"${player_name} activates ${card_name} {J} effect",ActivateEffect,,,,,0
323685,"${player_name} activates support effect of ${card_name} and discards it",Notifications,,,,,0
343878,"${player_name} advances in ${expedition} expedition by winning in ${biomes_desc}",Notifications,,,,,0
317557,"${player_name} becomes First player",Notifications,,,,,0
416569,"${player_name} blocks ${player_name2} ${expedition}'s expedition until next Day",Notifications,,,,,0
416571,"${player_name} blocks all expeditions until next Day (${card_name}",Notifications,,,,,0
317548,"${player_name} choses ${n} card(s) as mana",NewDayTrait;Discard,,,,,0
317562,"${player_name} discards ${card_names}",Notifications,,,,,0
416965,"${player_name} discards ${card_names} (${nLandmarks} landmark(s))",NightCleanup,,,,,0
416964,"${player_name} discards ${card_names} (${nReserve} card(s) in reserve)",NightCleanup,,,,,0
416963,"${player_name} discards ${card_names} (${nReserve} card(s) in reserve, ${nLandmarks} landmark(s))",NightCleanup,,,,,0
324019,"${player_name} discards ${card_names} (${n} card(s))",Notifications;Discard,,,,,0
317560,"${player_name} discards ${card_names} and moves ${card_names2} to reserve",Notifications,,,,,0
341268,"${player_name} discards ${card_names} as they are not targeted",Target,,,,,0
416566,"${player_name} discards ${card_names} to mana",Notifications,,,,,0
416967,"${player_name} discards ${card_name} to add 2 to its rolls.",RollDie,,,,,0
317563,"${player_name} discards ${n} card(s)",Notifications;Discard,,,,,0
324022,"${player_name} discards ${n} card(s) from the ${source}",Discard,,,,,0
320921,"${player_name} draws ${card_names} from his deck",Notifications,,,,,0
320920,"${player_name} draws ${card_names} from its deck (${card_name2}'s effect)",Player,,,,,0
341678,"${player_name} draws ${card_names} from its deck and must keep 1 (${card_name2}'s effect combined with  The Ouroboros, Lyra Bastion)",Resupply,,,,,0
336650,"${player_name} draws ${n} card(s) and put them as mana",DrawMana,,,,,0
317567,"${player_name} draws ${n} card(s) from its deck",Notifications,,,,,0
320123,"${player_name} draws ${n} card(s) from its deck (${card_name2}'s effect)",Player,,,,,0
317591,"${player_name} draws ${n} scoring cards from the deck",Notifications,,,,,0
348843,"${player_name} draws 1 card from its deck and put it in mana (${card_name2}'s effect)",NewDayTrait;Draw,,,,,0
323686,"${player_name} exhauts its deck and shuffle the discard",Notifications,,,,,0
323680,"${player_name} expedition cannot move",Player,,,,,0
323687,"${player_name} invokes ${card_name} in ${displayLocation} (${card_name2}'s effect)",Notifications,,,,,0
317561,"${player_name} moves ${card_names2} to reserve",Notifications,,,,,0
331153,"${player_name} moves ${card_name} to opposite expedition (${card_name2}'s effect)",Notifications,,,,,0
323681,"${player_name} moves in ${expedition} due to ${card_name}'s effect",Notifications,,,,,0
343827,"${player_name} passes and ends its afternoon",Notifications,,,,,0
343883,"${player_name} pays ${mana_cost}",Notifications,,,,,0
343880,"${player_name} pays ${mana_cost} and reduce by ${consume} the counter (${card_name}'s effect)",Notifications,,,,,0
343882,"${player_name} pays ${mana_cost} and taps ${card_name} to activate it's effect",Notifications,,,,,0
320922,"${player_name} places ${card_names} from its deck to Reserve (${card_name2}'s effect)",Resupply,,,,,0
317556,"${player_name} places ${n} card(s) as mana",Notifications,,,,,0
317566,"${player_name} places ${n} card(s) in his hand",Notifications,,,,,0
345531,"${player_name} plays ${card_name} for ${mana_cost}",Notifications,,,,,0
345533,"${player_name} plays ${card_name} for ${mana_cost} and places it in ${displayLocation}",Notifications,,,,,0
345530,"${player_name} plays ${card_name} from Reserve for ${mana_cost}",Notifications,,,,,0
345532,"${player_name} plays ${card_name} from Reserve for ${mana_cost} and places it in ${displayLocation}",Notifications,,,,,0
343021,"${player_name} puts ${card_names} on top of its deck",Notifications,,,,,0
317754,"${player_name} puts ${n} card(s) to players' hand",Discard,,,,,0
331154,"${player_name} reduce by ${consume} the counter (${card_name}'s effect)",Notifications,,,,,0
345589,"${player_name} remove ${card_names} from play",Notifications,,,,,0
317551,"${player_name} restarts their turn",Notifications,,,,,0
320417,"${player_name} rolls ${roll_text} (${card_name2}'s effect)",Notifications,,,,,0
317580,"${player_name} taps ${card_name} to activate it's effect",Notifications,,,,,0
317577,"${player_name} targets ${card_names} for ${card_name}'s effect",Notifications,,,,,0
416567,"${player_name} targets ${card_names} for ${card_name}'s effect and pays ${n} (Tough effect)",Notifications,,,,,0
416972,"${player_name} targets ${player_name2} for ${card_name}'s effect",TargetPlayer,,,,,0
320902,"${player_name} triggers After You effect (${card_name}'s effect)",Notifications,,,,,0
343879,"${player_name} triggers After You effect and pays ${mana_cost} (${card_name}'s effect)",Notifications,,,,,0
320897,"${player_name} will play the faction ${faction_name} with the hero ${card_name}",Notifications,,,,,0
347938,"${player_name} will trigger {R} effect of next played character",SpecialEffect,,,,,0
336652,"${player_name} wins the game with ${card_name}'s effect",SpecialEffect,,,,,0
323684,"${player_name} wins the tiebreaker with ${n} attributes",Notifications,,,,,0
343019,"${source}: ${actplayer} must choose 1 die result","Status bar (game state)",,,,,0
343020,"${source}: ${you} must choose 1 die result","Status bar (game state)",,,,,0
317544,"${you} can't take the mandatory action. Restart your turn or exchange/cook to make it possible","Status bar (game state)",,,,,0
323674,"${you} may discard ${n} card(s) from ${source} to ${destination}","Status bar (game state)",,,,,0
416366,"${you} may discard cards to draw the same amount of cards","Status bar (game state)",,,,,0
317534,"${you} may invoke ${tokenType}","Status bar (game state)",,,,,0
331150,"${you} may play ${card_name}","Status bar (game state)",,,,,0
331152,"${you} may play ${card_name} for free","Status bar (game state)",,,,,0
416368,"${you} must block an expedition from moving this day","Status bar (game state)",,,,,0
416353,"${you} must choose 1 die result or select a card to add 2","Status bar (game state)",,,,,0
317528,"${you} must choose an action or pass","Status bar (game state)",,,,,0
317542,"${you} must choose exactly one effect","Status bar (game state)",,,,,0
317540,"${you} must choose which effect to resolve","Status bar (game state)",,,,,0
317536,"${you} must confirm or restart your turn","Status bar (game state)",,,,,0
317538,"${you} must confirm the switch of player. You will not be able to restart turn","Status bar (game state)",,,,,0
416362,"${you} must discard ${nReserve} reserve card(s)","Status bar (game state)",,,,,0
416359,"${you} must discard ${nReserve} reserve card(s) and ${nLandmarks} landmark card(s)","Status bar (game state)",,,,,0
317530,"${you} must discard ${n} card(s) from ${source} to ${destination}","Status bar (game state)",,,,,0
327510,"${you} must discard ${n} reserve card(s) and ${nLandmarks} landmark card(s)","Status bar (game state)",,,,,0
416357,"${you} must move one expedition backward","Status bar (game state)",,,,,0
416355,"${you} must move one expedition forward","Status bar (game state)",,,,,0
416351,"${you} must select ${n} cards to discard as mana","Status bar (game state)",,,,,0
317522,"${you} must select the deck you want to play","Status bar (game state)",,,,,0
336461,"${you} must select the faction you want to play with","Status bar (game state)",,,,,0
416364,"${you} must select the target(s): ${description}","Status bar (game state)",,,,,0
416370,"${you} must target an expedition","Status bar (game state)",,,,,0
336491,"(If I leave the Expedition zone, remove me from the game.)",OD_Common_OrdisRecruit;BR_Common_Booda;AX_Common_Brassbug,"(Si je quitte la zone d'Expédition, retirez-moi du jeu.)","(Si abandono la zona de expedición, retírame del juego.)","(Se lascio l'area delle spedizioni, rimuovimi dalla partita.)","(Falls ich die Expeditionszone verlasse, entferne mich aus dem Spiel.)",1
367279,"*But wait!* Our opponent still has [red]*one mana left.*[/red] What if they have a 1-mana card in their hand?",tutorial,,,,,0
367175,"*Click [blue]here[/blue] to place her in our Companion Expedition.*",tutorial,,,,,0
367285,"*Click on Akesha to trigger her ability!*",tutorial,,,,,0
367184,"*Click on [red]&quot;Pass&quot;[/red] at the top!*",tutorial,,,,,0
367286,"*Good!* Akesha was turned sideways to indicate that her ability has been used.",tutorial,,,,,0
367271,"*Great job!* Our opponent's Gatekeeper has been discarded.",tutorial,,,,,0
367177,"*Great!* The Stargazer has a 2 in the top-left corner, so playing her used 2 of our available [red]*mana.*[/red] We still have 1 left.",tutorial,,,,,0
367190,"*Our opponent*..........",tutorial,,,,,0
367292,"*Select Alice.",tutorial,,,,,0
367269,"*Select Ordis Gatekeeper.",tutorial,,,,,0
367242,"*Select him.",tutorial,,,,,0
367259,"*Select it, then click on the glowing button to cast it!* (Alternatively, click on Spell at the top.)",tutorial,,,,,0
367173,"*Select it, then continue.*",tutorial,,,,,0
367182,"*Select it, then place it in our Companion Expedition.*",tutorial,,,,,0
367225,"*Select our new Studious Disciple.",tutorial,,,,,0
367116,"*Select them, then confirm your choice!*",tutorial,,,,,0
367256,"*Spells* are similar to Character cards in that they require mana to play.",tutorial,,,,,0
367129,"*Then click on one of the two &quot;Confirm&quot; buttons to discard the selected cards!*",tutorial,,,,,0
367191,*Us*,tutorial,,,,,0
367229,"- Mana is refreshed.",tutorial,,,,,0
367232,"- Players can discard 1 card to gain 1 mana.",tutorial,,,,,0
367231,"- Players draw 2 cards.",tutorial,,,,,0
367230,"- The first player token is exchanged.",tutorial,,,,,0
416925,"01010001 01110101 01100101 01100101 01101110 00100000 01110100 01101111 00100000 01000010 00101101 01001000 01101001 01110110 01100101",AX_Common_Brassbug,"01010011 01100011 01100001 01110010 01100001 01100010 01101111 01110100 01110011 00101100 00100000 01110010 01100001 01110011 01110011 01100101 01101101 01100010 01101100 01100101 01101101 01100101 01101110 01110100 00100000 00100001","01001110 01101111 00100000 01101101 01100101 00100000 01100100 01100101 01110011 00100000 01101100 01100001 00100000 01101100 01100001 01110100 01100001","01010011 01100011 01100001 01110010 01100001 01100110 01100001 01100111 01100111 01101001 01101111 00100000 01110011 01100001 01110010 01100001 01101001 00100000 01110100 01110101","01001011 11110110 01101110 01101001 01100111 01101001 01101110 00100000 00111110 00100000 01001011 11100100 01100110 01100101 01110010",1
