ID,ID Base,Faction,Alteration,Name,Name ES,Type,Sub-Type,Cost,Recall Cost,Vegetal,Mineral,Aquatic,Effect,Echo,Intentions Implémentation CE,Intentions Implémentation GD CE,Functions Tag,Intentions Lore CE,Profils Tag,Complexity CE,Score,Flavor CE,Illustration,Identité Effet,Identité Stat,Identité Design,Reflexions jeu Equipe,Rare dans les precos ?
ALT_CORE_B_BR_06_R1,ALT_CORE_B_BR_06_C,BR,RARE,Tiny Jinn,Jinn chiquitín,CHARACTER,ELEMENTAL,#1#,#2#,0,#2#,0,"Cuando abandone la zona de expedición, si estoy [BOOSTED] — Colócame en la zona de maná de mi propietario (como orbe de maná agotado).  {R} Gano 1 potenciador.",,,,,,,,,,,,,,,0
ALT_CORE_B_BR_06_R2,ALT_CORE_B_BR_06_C,MU,RARE,Tiny Jinn,Jinn chiquitín,CHARACTER,ELEMENTAL,2,3,0,3,0,"Cuando abandone la zona de expedición, si estoy [BOOSTED] — Colócame en la zona de maná de mi propietario (como orbe de maná agotado).  {R} Gano 1 potenciador.",,,,,,,,,,,,,,,0
ALT_CORE_B_BR_07_C,ALT_CORE_B_BR_07_C,BR,COMMON,Bravos Tracer,Parkurista de Bravos,CHARACTER,ADVENTURER,2,2,3,3,3,"{J} Gano [FLEETING_CHAR]. (Si fuese a ir a la reserva, en vez de eso, descártame.)",,,,,,,,,,,,,,,0
ALT_CORE_B_BR_07_R1,ALT_CORE_B_BR_07_C,BR,RARE,Bravos Tracer,Parkurista de Bravos,CHARACTER,ADVENTURER,2,2,#4#,3,#4#,"{J} Gano [FLEETING_CHAR]. (Si fuese a ir a la reserva, en vez de eso, descártame.)",,,,,,,,,,,,,,,1
ALT_CORE_B_BR_07_R2,ALT_CORE_B_BR_07_C,AX,RARE,Bravos Tracer,Parkurista de Bravos,CHARACTER,ADVENTURER,2,2,3,3,3,"{J} Gano [FLEETING_CHAR]. (Si fuese a ir a la reserva, en vez de eso, descártame.)",,,,,,,,,,,,,,,0
ALT_CORE_B_BR_08_C,ALT_CORE_B_BR_08_C,BR,COMMON,Bravos Pathfinder,Exploradora de Bravos,CHARACTER,ADVENTURER,2,2,0,3,3,,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_08_R1,ALT_CORE_B_BR_08_C,BR,RARE,Bravos Pathfinder,Exploradora de Bravos,CHARACTER,ADVENTURER,2,2,0,3,3,#$[SEASONED_ME_FS].#  #{H} Puedes pagar {2} para que gane 1 potenciador.#,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_08_R2,ALT_CORE_B_BR_08_C,LY,RARE,Bravos Pathfinder,Exploradora de Bravos,CHARACTER,ADVENTURER,2,2,0,3,3,,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_09_C,ALT_CORE_B_BR_09_C,BR,COMMON,Haven Trainee,Discípulo del Refugio,CHARACTER,APPRENTICE,2,4,3,1,1,{R} Gano 2 potenciadores$[BB].,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_09_R1,ALT_CORE_B_BR_09_C,BR,RARE,Haven Trainee,Discípulo del Refugio,CHARACTER,APPRENTICE,2,4,3,1,1,{R} Gano 2 potenciadores.,#{D}: El siguiente personaje que juegues este turno gana 1 potenciador.# (Descártame de la reserva para hacer esto.),,,,,,,,,,,,,,0
ALT_CORE_B_BR_09_R2,ALT_CORE_B_BR_09_C,OR,RARE,Haven Trainee,Discípulo del Refugio,CHARACTER,APPRENTICE,2,4,3,1,1,{R} #Crea una ficha de soldado [ORDIS_RECRUIT] en cada una de tus expediciones.#,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_10_C,ALT_CORE_B_BR_10_C,BR,COMMON,Red,Roja,CHARACTER,ADVENTURER,2,2,2,2,2,$[SEASONED_ME_FS].,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_10_R1,ALT_CORE_B_BR_10_C,BR,RARE,Red,Roja,CHARACTER,ADVENTURER,2,#3#,2,2,2,"$[SEASONED_ME_FS].  #Al anochecer, si tengo 3 potenciadores o más — Roba una carta.#",,,,,,,,,,,,,,,0
ALT_CORE_B_BR_10_R2,ALT_CORE_B_BR_10_C,YZ,RARE,Red,Roja,CHARACTER,ADVENTURER,2,2,2,2,2,$[SEASONED_ME_FS].,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_11_C,ALT_CORE_B_BR_11_C,BR,COMMON,Chiron,Quirón,CHARACTER,TRAINER,2,2,1,1,1,{J} Un personaje objetivo gana 1 potenciador$[BB].,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_11_R1,ALT_CORE_B_BR_11_C,BR,RARE,Chiron,Quirón,CHARACTER,TRAINER,2,2,1,#0#,#0#,{J} #Hasta dos personajes objetivo# ganan 1 potenciador cada uno.,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_11_R2,ALT_CORE_B_BR_11_C,MU,RARE,Chiron,Quirón,CHARACTER,TRAINER,2,2,1,#0#,#0#,{J} #Hasta dos personajes objetivo# ganan 1 potenciador cada uno.,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_12_C,ALT_CORE_B_BR_12_C,BR,COMMON,Hua Mulan,Hua Mulan,CHARACTER,ADVENTURER,3,3,1,3,3,{R} Pierdo [FLEETING_CHAR].,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_12_R1,ALT_CORE_B_BR_12_C,BR,RARE,Hua Mulan,Hua Mulan,CHARACTER,ADVENTURER,#2#,#2#,1,#2#,#2#,{R} Pierdo [FLEETING_CHAR].,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_12_R2,ALT_CORE_B_BR_12_C,YZ,RARE,Hua Mulan,Hua Mulan,CHARACTER,ADVENTURER,#2#,#2#,1,#2#,#2#,{R} Pierdo [FLEETING_CHAR].,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_13_C,ALT_CORE_B_BR_13_C,BR,COMMON,Kappa,Kappa,CHARACTER,SPIRIT_TRAINER,4,4,4,4,5,,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_13_R1,ALT_CORE_B_BR_13_C,BR,RARE,Kappa,Kappa,CHARACTER,SPIRIT_TRAINER,4,4,4,4,5,#$[SEASONED].#,#{D}: El siguiente personaje que juegues este turno gana 1 potenciador.# (Descártame de la reserva para hacer esto.),,,,,,,,,,,,,,0
ALT_CORE_B_BR_13_R2,ALT_CORE_B_BR_13_C,LY,RARE,Kappa,Kappa,CHARACTER,SPIRIT_TRAINER,4,4,4,4,5,,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_14_C,ALT_CORE_B_BR_14_C,BR,COMMON,Bravos Vanguard,Vanguardia de Bravos,CHARACTER,ADVENTURER,3,3,4,2,2,{J} Puedes hacer que otro personaje objetivo pierda [FLEETING_CHAR].,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_14_R1,ALT_CORE_B_BR_14_C,BR,RARE,Bravos Vanguard,Vanguardia de Bravos,CHARACTER,ADVENTURER,3,3,4,2,2,{J} Puedes hacer que otro personaje objetivo pierda [FLEETING_CHAR] #y gane 1 potenciador#.,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_14_R2,ALT_CORE_B_BR_14_C,AX,RARE,Bravos Vanguard,Vanguardia de Bravos,CHARACTER,ADVENTURER,3,3,4,2,2,{J} Puedes hacer que otro personaje objetivo pierda [FLEETING_CHAR] #y gane 1 potenciador#.,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_15_C,ALT_CORE_B_BR_15_C,BR,COMMON,Haven Bouncer,Guarda del Refugio,CHARACTER,SOLDIER,3,3,2,2,2,{H} $[SABOTAGE].  {R} Gano 1 potenciador$[BB].,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_15_R1,ALT_CORE_B_BR_15_C,BR,RARE,Haven Bouncer,Guarda del Refugio,CHARACTER,SOLDIER,3,3,2,2,2,{H} $[SABOTAGE].  {R} Gano #2 potenciadores#.,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_15_R2,ALT_CORE_B_BR_15_C,AX,RARE,Haven Bouncer,Guarda del Refugio,CHARACTER,SOLDIER,3,3,2,2,2,{H} $[SABOTAGE].  {R} Gano #2 potenciadores#.,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_16_C,ALT_CORE_B_BR_16_C,BR,COMMON,Bravos Bladedancer,Hojadanzante de Bravos,CHARACTER,SOLDIER,1,3,0,0,0,$[SEASONED_ME_FS].  {J} Gano 1 potenciador.,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_16_R1,ALT_CORE_B_BR_16_C,BR,RARE,Bravos Bladedancer,Hojadanzante de Bravos,CHARACTER,SOLDIER,1,3,0,0,0,"$[SEASONED_ME_FS].  {J} Gano 1 potenciador.  #{R} Si tengo 4 potenciadores o menos, pierdo [FLEETING_CHAR].#",,,,,,,,,,,,,,,0
ALT_CORE_B_BR_16_R2,ALT_CORE_B_BR_16_C,YZ,RARE,Bravos Bladedancer,Hojadanzante de Bravos,CHARACTER,SOLDIER,1,#2#,0,0,0,$[SEASONED_ME_FS].  {J} Gano 1 potenciador.,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_17_C,ALT_CORE_B_BR_17_C,BR,COMMON,Haven Warrior,Guerrera del Refugio,CHARACTER,SOLDIER,3,3,4,2,4,,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_17_R1,ALT_CORE_B_BR_17_C,BR,RARE,Haven Warrior,Guerrera del Refugio,CHARACTER,SOLDIER,3,3,4,#4#,4,,#{D}: El siguiente personaje que juegues este turno gana 1 potenciador.# (Descártame de la reserva para hacer esto.),,,,,,,,,,,,,,1
ALT_CORE_B_BR_17_R2,ALT_CORE_B_BR_17_C,OR,RARE,Haven Warrior,Guerrera del Refugio,CHARACTER,SOLDIER,3,3,4,#4#,4,,#{D}: El siguiente personaje que juegues este turno gana 1 potenciador.# (Descártame de la reserva para hacer esto.),,,,,,,,,,,,,,0
ALT_CORE_B_BR_18_C,ALT_CORE_B_BR_18_C,BR,COMMON,Sun Wukong,Sun Wukong,CHARACTER,DEITY,3,4,2,4,2,{R} Gano 2 potenciadores$[BB].,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_18_R1,ALT_CORE_B_BR_18_C,BR,RARE,Sun Wukong,Sun Wukong,CHARACTER,DEITY,3,4,2,4,2,{R} Gano 2 potenciadores$[BB] #y pierdo [FLEETING_CHAR]#.,,,,,,,,,,,,,,,1
ALT_CORE_B_BR_18_R2,ALT_CORE_B_BR_18_C,MU,RARE,Sun Wukong,Sun Wukong,CHARACTER,DEITY,3,4,2,4,2,{R} #Un personaje objetivo# gana 2 potenciadores.,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_19_C,ALT_CORE_B_BR_19_C,BR,COMMON,Mighty Jinn,Jinn poderoso,CHARACTER,ELEMENTAL,4,3,4,4,0,Cuando abandone la zona de expedición — Puedes colocarme en la zona de maná de mi propietario (como orbe de maná agotado).,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_19_R1,ALT_CORE_B_BR_19_C,BR,RARE,Mighty Jinn,Jinn poderoso,CHARACTER,ELEMENTAL,4,3,4,4,0,"Cuando abandone la zona de expedición — Puedes colocarme en la zona de maná de mi propietario (como orbe de maná agotado). #Si no lo haces, roba una carta.#",,,,,,,,,,,,,,,0
ALT_CORE_B_BR_19_R2,ALT_CORE_B_BR_19_C,LY,RARE,Mighty Jinn,Jinn poderoso,CHARACTER,ELEMENTAL,4,3,4,4,0,Cuando abandone la zona de expedición — Puedes colocarme en la zona de maná de mi propietario (como orbe de maná agotado).,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_20_C,ALT_CORE_B_BR_20_C,BR,COMMON,Atlas,Atlas,CHARACTER,TITAN,5,5,3,3,3,$[GIGANTIC].,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_20_R1,ALT_CORE_B_BR_20_C,BR,RARE,Atlas,Atlas,CHARACTER,TITAN,5,5,3,3,3,$[GIGANTIC].  #$[SEASONED].#,#{D}: El siguiente personaje que juegues este turno gana 2 potenciadores.# (Descártame de la reserva para hacer esto.),,,,,,,,,,,,,,0
ALT_CORE_B_BR_20_R2,ALT_CORE_B_BR_20_C,OR,RARE,Atlas,Atlas,CHARACTER,TITAN,5,5,#1#,#1#,#1#,$[GIGANTIC].  #Las fichas que controles tienen [GIGANTIC].#,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_21_C,ALT_CORE_B_BR_21_C,BR,COMMON,Achilles,Aquiles,CHARACTER,SOLDIER,5,5,5,5,5,$[TOUGH_1].,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_21_R1,ALT_CORE_B_BR_21_C,BR,RARE,Achilles,Aquiles,CHARACTER,SOLDIER,5,5,5,#6#,#6#,#$[TOUGH_2].#,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_21_R2,ALT_CORE_B_BR_21_C,OR,RARE,Achilles,Aquiles,CHARACTER,SOLDIER,5,5,5,5,5,$[TOUGH_1].,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_22_C,ALT_CORE_B_BR_22_C,BR,COMMON,Shenlong,Shenlong,CHARACTER,DRAGON_DEITY,6,6,8,8,8,,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_22_R1,ALT_CORE_B_BR_22_C,BR,RARE,Shenlong,Shenlong,CHARACTER,DRAGON_DEITY,6,6,#9#,#9#,#9#,#$[TOUGH_1].#,,,,,,,,,,,,,,,1
ALT_CORE_B_BR_22_R2,ALT_CORE_B_BR_22_C,LY,RARE,Shenlong,Shenlong,CHARACTER,DRAGON_DEITY,6,6,8,8,8,,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_23_C,ALT_CORE_B_BR_23_C,BR,COMMON,Tomoe Gozen,Tomoe Gozen,CHARACTER,SOLDIER,3,3,2,5,5,No puedes jugarme si tienes menos de siete orbes de maná.,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_23_R1,ALT_CORE_B_BR_23_C,BR,RARE,Tomoe Gozen,Tomoe Gozen,CHARACTER,SOLDIER,3,3,2,5,5,No puedes jugarme si tienes menos de #seis orbes de maná#.,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_23_R2,ALT_CORE_B_BR_23_C,LY,RARE,Tomoe Gozen,Tomoe Gozen,CHARACTER,SOLDIER,3,3,2,5,5,No puedes jugarme si tienes menos de #seis orbes de maná#.,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_24_C,ALT_CORE_B_BR_24_C,BR,COMMON,"Kaibara, Asgarthan Leviathan","Kaibara, leviatán asgarthiano",CHARACTER,LEVIATHAN,8,8,6,6,6,"$[GIGANTIC].  $[TOUGH_X], donde X equivale al número de regiones que hay entre tu héroe y tu compañero. (Si están adyacentes, X equivale a 0.)",,,,,,,,,,,,,,,0
ALT_CORE_B_BR_24_R1,ALT_CORE_B_BR_24_C,BR,RARE,"Kaibara, Asgarthan Leviathan","Kaibara, leviatán asgarthiano",CHARACTER,LEVIATHAN,#9#,#9#,#8#,#8#,#8#,"$[GIGANTIC].  $[TOUGH_X], donde X equivale al número de regiones que hay entre tu héroe y tu compañero. (Si están adyacentes, X equivale a 0.)",,,,,,,,,,,,,,,0
ALT_CORE_B_BR_24_R2,ALT_CORE_B_BR_24_C,LY,RARE,"Kaibara, Asgarthan Leviathan","Kaibara, leviatán asgarthiano",CHARACTER,LEVIATHAN,8,8,6,6,6,"$[GIGANTIC].  $[TOUGH_X], donde X equivale al número de regiones que hay entre tu héroe y tu compañero. (Si están adyacentes, X equivale a 0.)",,,,,,,,,,,,,,,0
ALT_CORE_B_BR_25_C,ALT_CORE_B_BR_25_C,BR,COMMON,Helping Hand,Mano amiga,SPELL,BOON,1,2,,,,Un personaje objetivo gana 1 potenciador$[BB] y pierde [FLEETING_CHAR].,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_25_R1,ALT_CORE_B_BR_25_C,BR,RARE,Helping Hand,Mano amiga,SPELL,BOON,1,#1#,,,,#$[FLEETING].#  Un personaje objetivo gana #2 potenciadores# y pierde [FLEETING_CHAR].,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_25_R2,ALT_CORE_B_BR_25_C,YZ,RARE,Helping Hand,Mano amiga,SPELL,BOON,1,2,,,,Un personaje objetivo gana 1 potenciador y pierde [FLEETING_CHAR].,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_26_C,ALT_CORE_B_BR_26_C,BR,COMMON,Physical Training,Entrenamiento físico,SPELL,BOON,2,3,,,,Un personaje objetivo gana 3 potenciadores$[BB].,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_26_R1,ALT_CORE_B_BR_26_C,BR,RARE,Physical Training,Entrenamiento físico,SPELL,BOON,#3#,3,,,,Un personaje objetivo gana 3 potenciadores$[BB].  #Roba una carta.#,,,,,,,,,,,,,,,1
ALT_CORE_B_BR_26_R2,ALT_CORE_B_BR_26_C,MU,RARE,Physical Training,Entrenamiento físico,SPELL,BOON,2,3,,,,Un personaje objetivo gana 3 potenciadores$[BB].,,,,,,,,,,,,,,,1
ALT_CORE_B_BR_27_C,ALT_CORE_B_BR_27_C,BR,COMMON,Mana Channeling,Canalización de maná,SPELL,CONJURATION,2,2,,,,$[FLEETING].  Coloca la primera carta de tu mazo en tu zona de maná (como orbe de maná agotado).,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_27_R1,ALT_CORE_B_BR_27_C,BR,RARE,Mana Channeling,Canalización de maná,SPELL,CONJURATION,#5#,#5#,,,,Coloca las #dos primeras cartas# de tu mazo en tu zona de maná (como orbes de maná agotado).,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_27_R2,ALT_CORE_B_BR_27_C,MU,RARE,Mana Channeling,Canalización de maná,SPELL,CONJURATION,2,2,,,,$[FLEETING].  Coloca la primera carta de tu mazo en tu zona de maná (como orbe de maná agotado).,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_28_C,ALT_CORE_B_BR_28_C,BR,COMMON,Intimidation,Intimidación,SPELL,DISRUPTION,2,2,,,,$[FLEETING].  Devuelve a la mano de su propietario un personaje o permanente objetivo con coste desde la mano de {4} o menos.,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_28_R1,ALT_CORE_B_BR_28_C,BR,RARE,Intimidation,Intimidación,SPELL,DISRUPTION,2,2,,,,$[FLEETING].  Devuelve a la mano de su propietario un personaje o permanente objetivo con coste desde la mano de #{5} o menos#.,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_28_R2,ALT_CORE_B_BR_28_C,YZ,RARE,Intimidation,Intimidación,SPELL,DISRUPTION,2,2,,,,$[FLEETING].  Devuelve a la mano de su propietario un personaje o permanente objetivo con coste desde la mano de #{5} o menos#.,,,,,,,,,,,,,,,0
ALT_CORE_B_BR_29_C,ALT_CORE_B_BR_29_C,BR,COMMON,Mana Eruption,Erupción de maná,SPELL,DISRUPTION,3,3,,,,"$[FLEETING].  Descarta uno de tus orbes de maná. Si lo haces, descarta un personaje o permanente objetivo.",,,,,,,,,,,,,,,0
ALT_CORE_B_BR_29_R1,ALT_CORE_B_BR_29_C,BR,RARE,Mana Eruption,Erupción de maná,SPELL,DISRUPTION,#2#,#2#,,,,"$[FLEETING].  Descarta uno de tus orbes de maná. Si lo haces, descarta un personaje o permanente objetivo.",,,,,,,,,,,,,,,0
ALT_CORE_B_BR_29_R2,ALT_CORE_B_BR_29_C,MU,RARE,Mana Eruption,Erupción de maná,SPELL,DISRUPTION,#2#,#2#,,,,"$[FLEETING].  Descarta uno de tus orbes de maná. Si lo haces, descarta un personaje o permanente objetivo.",,,,,,,,,,,,,,,0
ALT_CORE_B_BR_30_C,ALT_CORE_B_BR_30_C,BR,COMMON,"Haven, Bravos Bastion","El Refugio, bastión de Bravos",PERMANENT,LANDMARK,2,2,,,,"Tus personajes tienen: "" {R} Gano 1 potenciador$[BB]"".",,,,,,,,,,,,,,,0
ALT_CORE_B_BR_30_R1,ALT_CORE_B_BR_30_C,BR,RARE,"Haven, Bravos Bastion","El Refugio, bastión de Bravos",PERMANENT,LANDMARK,2,2,,,,"#{J} $[RESUPPLY].#  Tus personajes tienen: "" {R} Gano 1 potenciador"".",,,,,,,,,,,,,,,0
ALT_CORE_B_BR_30_R2,ALT_CORE_B_BR_30_C,AX,RARE,"Haven, Bravos Bastion","El Refugio, bastión de Bravos",PERMANENT,LANDMARK,2,2,,,,"#{J} $[RESUPPLY].#  Tus personajes tienen: "" {R} Gano 1 potenciador"".",,,,,,,,,,,,,,,0
ALT_CORE_B_BR_31_C,ALT_CORE_B_BR_31_C,BR,COMMON,Booda,Booda,TOKEN,COMPANION,,,2,2,2,"(Si abandono la zona de expedición, retírame del juego.)",,,,,,,,,,,,,,,0
ALT_CORE_B_FOILER_C,ALT_CORE_B_FOILER_C,NE,COMMON,ALT_CORE_B_FOILER_C,ALT_CORE_B_FOILER_C,,,,,,,,,,,,,,,,,,,,,,,0
ALT_CORE_B_FOILER_R,ALT_CORE_B_FOILER_R,NE,COMMON,ALT_CORE_B_FOILER_R,ALT_CORE_B_FOILER_R,,,,,,,,,,,,,,,,,,,,,,,0
ALT_CORE_B_LY_01_C,ALT_CORE_B_LY_01_C,LY,COMMON,"{T}: Haz objetivo a un personaje que controles y luego tira un dado. Si sacas:  • 6+, gana [ANCHORED]. (Durante el descanso, no va a la reserva y pierde anclaje).  • 2-5, gana 1 potenciador.  • 1, envíalo a la reserva.",Nevenka y Mancha,HERO,,,,,,,"{T}: Haz objetivo a un personaje que controles y luego tira un dado. Si sacas:  • 6+, gana [ANCHORED]. (Durante el descanso, no va a la reserva y pierde anclaje.)  • 2-5, gana 1 potenciador. (Un potenciador es un contador +1/+1/+1. Retíralo cuando abandone la zona de expedición.)  • 1, envíalo a la reserva.",,,,,,,,,,,,,,,0
ALT_CORE_B_LY_02_C,ALT_CORE_B_LY_02_C,LY,COMMON,Auraq & Kibble,Auraq y Croqueta,HERO,,,,,,,Cuando juegues un personaje con una estadística básica de 0 — Gano un contador de actuación.  Al mediodía — Puedes gastar cinco de mis contadores de actuación para revelar la primera carta de tu mazo. Puedes jugarla sin coste o colocarla en tu mano. (No actives ningún efecto disparado {h}.),,,,,,,,,,,,,,,0
ALT_CORE_B_LY_03_C,ALT_CORE_B_LY_03_C,LY,COMMON,Fen & Crowbar,Fen y Espantajo,HERO,,,,,,,"Durante la mañana, roba una sola carta. Luego, coloca la primera carta de tu mazo en tu zona de maná en lugar de una carta de tu mano.  Al mediodía — $[RESUPPLY].  Ignora mis habilidades durante el primer día.",,,,,,,,,,,,,,,0
ALT_CORE_B_LY_04_C,ALT_CORE_B_LY_04_C,LY,COMMON,Martengale,Martengala,CHARACTER,ANIMAL_SPIRIT,1,1,1,1,0,,{D}: La siguiente carta que juegues este turno cuesta {1} menos. (Descártame de la reserva para hacer esto.),,,,,,,,,,,,,,0
ALT_CORE_B_LY_04_R1,ALT_CORE_B_LY_04_C,LY,RARE,Martengale,Martengala,CHARACTER,ANIMAL_SPIRIT,1,1,1,1,0,"#Si fueses a tirar un dado, puedes sumar 1 a su resultado.# (Eliges si quieres hacerlo después de ver el resultado.)",{D}: La siguiente carta que juegues este turno cuesta {1} menos. (Descártame de la reserva para hacer esto.),,,,,,,,,,,,,,0
ALT_CORE_B_LY_04_R2,ALT_CORE_B_LY_04_C,AX,RARE,Martengale,Martengala,CHARACTER,ANIMAL_SPIRIT,1,1,1,1,0,,{D}: La siguiente carta que juegues este turno cuesta {1} menos. (Descártame de la reserva para hacer esto.),,,,,,,,,,,,,,0
ALT_CORE_B_LY_05_C,ALT_CORE_B_LY_05_C,LY,COMMON,Lyra Thespian,Actor de Lyra,CHARACTER,ARTIST,2,2,2,2,2,"{J} Si tienes al menos tres estadísticas básicas de 0 entre personajes que controles, gano 1 potenciador$[BB].",,,,,,,,,,,,,,,0
ALT_CORE_B_LY_05_R1,ALT_CORE_B_LY_05_C,LY,RARE,Lyra Thespian,Actor de Lyra,CHARACTER,ARTIST,2,2,2,2,2,"{J} Si tienes al menos tres estadísticas básicas de 0 entre personajes que controles, gano #2 potenciadores#.",,,,,,,,,,,,,,,0
ALT_CORE_B_LY_05_R2,ALT_CORE_B_LY_05_C,MU,RARE,Lyra Thespian,Actor de Lyra,CHARACTER,ARTIST,2,2,2,2,2,"{J} Si controlas #dos personajes [BOOSTED_CHA_P] o más#, gano #2 potenciadores#.",,,,,,,,,,,,,,,0
ALT_CORE_B_LY_06_C,ALT_CORE_B_LY_06_C,LY,COMMON,Ouroboros Trickster,Timadora del Uroboros,CHARACTER,CITIZEN,2,1,0,0,0,"{J} Tira un dado. Si sacas 4+, gano 2 potenciadores. Si sacas 1-3, gano 1 potenciador$[BB].",,,,,,,,,,,,,,,0
ALT_CORE_B_LY_06_R1,ALT_CORE_B_LY_06_C,LY,RARE,Ouroboros Trickster,Timadora del Uroboros,CHARACTER,CITIZEN,2,#2#,0,0,0,"{J} Tira un dado. Si sacas 4+, gano #3 potenciadores#. Si sacas 1-3, gano 1 potenciador$[BB].",,,,,,,,,,,,,,,1
ALT_CORE_B_LY_06_R2,ALT_CORE_B_LY_06_C,BR,RARE,Ouroboros Trickster,Timadora del Uroboros,CHARACTER,CITIZEN,2,1,0,0,0,"{J} Tira un dado. Si sacas 4+, gano 2 potenciadores. Si sacas 1-3, gano 1 potenciador.",,,,,,,,,,,,,,,0
ALT_CORE_B_LY_07_C,ALT_CORE_B_LY_07_C,LY,COMMON,Hathor,Hathor,CHARACTER,ARTIST_DEITY,2,3,3,3,0,,{D}: Devuelve a tu mano otra carta de tu reserva. (Descártame de la reserva para hacer esto.),,,,,,,,,,,,,,0
ALT_CORE_B_LY_07_R1,ALT_CORE_B_LY_07_C,LY,RARE,Hathor,Hathor,CHARACTER,ARTIST_DEITY,2,#2#,3,3,0,,{D}: Devuelve a tu mano otra carta de tu reserva. (Descártame de la reserva para hacer esto.),,,,,,,,,,,,,,0
ALT_CORE_B_LY_07_R2,ALT_CORE_B_LY_07_C,YZ,RARE,Hathor,Hathor,CHARACTER,ARTIST_DEITY,2,#2#,3,3,0,,{D}: Devuelve a tu mano otra carta de tu reserva. (Descártame de la reserva para hacer esto.),,,,,,,,,,,,,,0
ALT_CORE_B_LY_08_C,ALT_CORE_B_LY_08_C,LY,COMMON,Lyra Skald,Rapsoda de Lyra,CHARACTER,ARTIST,2,2,3,0,2,,,,,,,,,,,,,,,,0
ALT_CORE_B_LY_08_R1,ALT_CORE_B_LY_08_C,LY,RARE,Lyra Skald,Rapsoda de Lyra,CHARACTER,ARTIST,2,2,3,0,2,#{H} Puedes descartar una carta de tu reserva para $[RESUPPLY_INF].#,#{D}: La siguiente carta que juegues este turno cuesta {1} menos.# (Descártame de la reserva para hacer esto.),,,,,,,,,,,,,,0
ALT_CORE_B_LY_08_R2,ALT_CORE_B_LY_08_C,YZ,RARE,Lyra Skald,Rapsoda de Lyra,CHARACTER,ARTIST,2,2,3,0,2,#{H} Puedes descartar una carta de tu reserva para $[RESUPPLY_INF].#,#{D}: La siguiente carta que juegues este turno cuesta {1} menos.# (Descártame de la reserva para hacer esto.),,,,,,,,,,,,,,0
ALT_CORE_B_LY_09_C,ALT_CORE_B_LY_09_C,LY,COMMON,Tanuki,Tanuki,CHARACTER,SPIRIT,3,3,3,3,0,{H} $[SABOTAGE].,,,,,,,,,,,,,,,0
ALT_CORE_B_LY_09_R1,ALT_CORE_B_LY_09_C,LY,RARE,Tanuki,Tanuki,CHARACTER,SPIRIT,3,3,3,3,0,"{H} $[SABOTAGE].  #{R} Tira un dado. Si sacas 4+, [SABOTAGE_LOW].#",,,,,,,,,,,,,,,1
ALT_CORE_B_LY_09_R2,ALT_CORE_B_LY_09_C,BR,RARE,Tanuki,Tanuki,CHARACTER,SPIRIT,3,3,3,3,0,{H} $[SABOTAGE].,,,,,,,,,,,,,,,0
