ID,ID Base,Faction,Alteration,Name,Name FR,Type,Sub-Type,Cost,Recall Cost,Vegetal,Mineral,Aquatic,Effect,Echo,Rare dans les precos ?,Intentions Implémentation GD CE,Functions Tag,Intentions Lore CE,Profils Tag,Complexity CE,Score,Flavor CE,Illustration,Identité Effet,Identité Stat,Identité Design,Reflexions jeu Equipe,Reflexion Chacun pour soi
ALT_CORE_B_BR_05_R2,ALT_CORE_B_BR_05_C,MU,RARE,Issun-Bōshi,Issun-bōshi,CHARACTER,ADVENTURER,1,#2#,0,0,2,#{R} Un Personnage ciblé gagne 1 boost.#,{D} : Le prochain Personnage que vous jouez ce tour gagne 1 boost. (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_BR_06_C,ALT_CORE_B_BR_06_C,BR,COMMON,Tiny Jinn,Petit Djinn,CHARACTER,ELEMENTAL,2,3,0,3,0,"Lorsque je quitte la zone d'Expédition, si je suis [BOOSTED] — Mettez-moi dans la zone de Mana de mon propriétaire (en tant qu'Orbe de Mana épuisé).  {R} Je gagne 1 boost.",,0,,,,,,,,,,,,,
ALT_CORE_B_BR_06_R1,ALT_CORE_B_BR_06_C,BR,RARE,Tiny Jinn,Petit Djinn,CHARACTER,ELEMENTAL,#1#,#2#,0,#2#,0,"Lorsque je quitte la zone d'Expédition, si je suis [BOOSTED] — Mettez-moi dans la zone de Mana de mon propriétaire (en tant qu'Orbe de Mana épuisé).  {R} Je gagne 1 boost.",,0,,,,,,,,,,,,,
ALT_CORE_B_BR_06_R2,ALT_CORE_B_BR_06_C,MU,RARE,Tiny Jinn,Petit Djinn,CHARACTER,ELEMENTAL,2,3,0,3,0,"Lorsque je quitte la zone d'Expédition, si je suis [BOOSTED] — Mettez-moi dans la zone de Mana de mon propriétaire (en tant qu'Orbe de Mana épuisé).  {R} Je gagne 1 boost.",,0,,,,,,,,,,,,,
ALT_CORE_B_BR_07_C,ALT_CORE_B_BR_07_C,BR,COMMON,Bravos Tracer,Traceuse Bravos,CHARACTER,ADVENTURER,2,2,3,3,3,"{J} Je gagne [FLEETING_CHAR]. (Si je devais être envoyée en Réserve, défaussez-moi à la place.)",,0,,,,,,,,,,,,,
ALT_CORE_B_BR_07_R1,ALT_CORE_B_BR_07_C,BR,RARE,Bravos Tracer,Traceuse Bravos,CHARACTER,ADVENTURER,2,2,#4#,3,#4#,"{J} Je gagne [FLEETING_CHAR]. (Si je devais être envoyée en Réserve, défaussez-moi à la place.)",,1,,,,,,,,,,,,,
ALT_CORE_B_BR_07_R2,ALT_CORE_B_BR_07_C,AX,RARE,Bravos Tracer,Traceuse Bravos,CHARACTER,ADVENTURER,2,2,3,3,3,"{J} Je gagne [FLEETING_CHAR]. (Si je devais être envoyée en Réserve, défaussez-moi à la place.)",,0,,,,,,,,,,,,,
ALT_CORE_B_BR_08_C,ALT_CORE_B_BR_08_C,BR,COMMON,Bravos Pathfinder,Pionnière Bravos,CHARACTER,ADVENTURER,2,2,0,3,3,,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_08_R1,ALT_CORE_B_BR_08_C,BR,RARE,Bravos Pathfinder,Pionnière Bravos,CHARACTER,ADVENTURER,2,2,0,3,3,#$[SEASONED_ME_FS].#  #{H} Vous pouvez payer {2} pour que je gagne 1 boost.#,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_08_R2,ALT_CORE_B_BR_08_C,LY,RARE,Bravos Pathfinder,Pionnière Bravos,CHARACTER,ADVENTURER,2,2,0,3,3,,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_09_C,ALT_CORE_B_BR_09_C,BR,COMMON,Haven Trainee,Aspirant de Havre,CHARACTER,APPRENTICE,2,4,3,1,1,{R} Je gagne 2 boosts$[BB].,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_09_R1,ALT_CORE_B_BR_09_C,BR,RARE,Haven Trainee,Aspirant de Havre,CHARACTER,APPRENTICE,2,4,3,1,1,{R} Je gagne 2 boosts.,#{D} : Le prochain Personnage que vous jouez ce tour gagne 1 boost.# (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_BR_09_R2,ALT_CORE_B_BR_09_C,OR,RARE,Haven Trainee,Aspirant de Havre,CHARACTER,APPRENTICE,2,4,3,1,1,{R} #Créez un jeton Soldat [ORDIS_RECRUIT] dans chacune de vos Expéditions.#,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_10_C,ALT_CORE_B_BR_10_C,BR,COMMON,Red,Red,CHARACTER,ADVENTURER,2,2,2,2,2,$[SEASONED_ME_FS].,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_10_R1,ALT_CORE_B_BR_10_C,BR,RARE,Red,Red,CHARACTER,ADVENTURER,2,#3#,2,2,2,"$[SEASONED_ME_FS].  #Au Crépuscule, si j'ai au moins 3 boosts — Piochez une carte.#",,0,,,,,,,,,,,,,
ALT_CORE_B_BR_10_R2,ALT_CORE_B_BR_10_C,YZ,RARE,Red,Red,CHARACTER,ADVENTURER,2,2,2,2,2,$[SEASONED_ME_FS].,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_11_C,ALT_CORE_B_BR_11_C,BR,COMMON,Chiron,Chiron,CHARACTER,TRAINER,2,2,1,1,1,{J} Un Personnage ciblé gagne 1 boost$[BB].,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_11_R1,ALT_CORE_B_BR_11_C,BR,RARE,Chiron,Chiron,CHARACTER,TRAINER,2,2,1,#0#,#0#,{J} #Jusqu'à deux Personnages ciblés# gagnent chacun 1 boost.,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_11_R2,ALT_CORE_B_BR_11_C,MU,RARE,Chiron,Chiron,CHARACTER,TRAINER,2,2,1,#0#,#0#,{J} #Jusqu'à deux Personnages ciblés# gagnent chacun 1 boost.,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_12_C,ALT_CORE_B_BR_12_C,BR,COMMON,Hua Mulan,Hua Mulan,CHARACTER,ADVENTURER,3,3,1,3,3,{R} Je perds [FLEETING_CHAR].,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_12_R1,ALT_CORE_B_BR_12_C,BR,RARE,Hua Mulan,Hua Mulan,CHARACTER,ADVENTURER,#2#,#2#,1,#2#,#2#,{R} Je perds [FLEETING_CHAR].,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_12_R2,ALT_CORE_B_BR_12_C,YZ,RARE,Hua Mulan,Hua Mulan,CHARACTER,ADVENTURER,#2#,#2#,1,#2#,#2#,{R} Je perds [FLEETING_CHAR].,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_13_C,ALT_CORE_B_BR_13_C,BR,COMMON,Kappa,Kappa,CHARACTER,SPIRIT TRAINER,4,4,4,4,5,,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_13_R1,ALT_CORE_B_BR_13_C,BR,RARE,Kappa,Kappa,CHARACTER,SPIRIT TRAINER,4,4,4,4,5,#$[SEASONED].#,#{D} : Le prochain Personnage que vous jouez ce tour gagne 1 boost.# (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_BR_13_R2,ALT_CORE_B_BR_13_C,LY,RARE,Kappa,Kappa,CHARACTER,SPIRIT TRAINER,4,4,4,4,5,,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_14_C,ALT_CORE_B_BR_14_C,BR,COMMON,Bravos Vanguard,Avant-Garde Bravos,CHARACTER,ADVENTURER,3,3,4,2,2,{J} Vous pouvez faire perdre [FLEETING_CHAR] à un autre Personnage ciblé.,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_14_R1,ALT_CORE_B_BR_14_C,BR,RARE,Bravos Vanguard,Avant-Garde Bravos,CHARACTER,ADVENTURER,3,3,4,2,2,{J} Vous pouvez faire perdre [FLEETING_CHAR] #et gagner 1 boost# à un autre Personnage ciblé.,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_14_R2,ALT_CORE_B_BR_14_C,AX,RARE,Bravos Vanguard,Avant-Garde Bravos,CHARACTER,ADVENTURER,3,3,4,2,2,{J} Vous pouvez faire perdre [FLEETING_CHAR] #et gagner 1 boost# à un autre Personnage ciblé.,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_15_C,ALT_CORE_B_BR_15_C,BR,COMMON,Haven Bouncer,Videuse Bravos,CHARACTER,SOLDIER,3,3,2,2,2,{H} $[SABOTAGE].  {R} Je gagne 1 boost$[BB].,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_15_R1,ALT_CORE_B_BR_15_C,BR,RARE,Haven Bouncer,Videuse Bravos,CHARACTER,SOLDIER,3,3,2,2,2,{H} $[SABOTAGE].  {R} Je gagne #2 boosts#.,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_15_R2,ALT_CORE_B_BR_15_C,AX,RARE,Haven Bouncer,Videuse Bravos,CHARACTER,SOLDIER,3,3,2,2,2,{H} $[SABOTAGE].  {R} Je gagne #2 boosts#.,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_16_C,ALT_CORE_B_BR_16_C,BR,COMMON,Bravos Bladedancer,Danseuse de Lames Bravos,CHARACTER,SOLDIER,1,3,0,0,0,$[SEASONED_ME_FS].  {J} Je gagne 1 boost.,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_16_R1,ALT_CORE_B_BR_16_C,BR,RARE,Bravos Bladedancer,Danseuse de Lames Bravos,CHARACTER,SOLDIER,1,3,0,0,0,"$[SEASONED_ME_FS].  {J} Je gagne 1 boost.  #{R} Si j'ai 4 boosts ou moins, je perds [FLEETING_CHAR].#",,0,,,,,,,,,,,,,
ALT_CORE_B_BR_16_R2,ALT_CORE_B_BR_16_C,YZ,RARE,Bravos Bladedancer,Danseuse de Lames Bravos,CHARACTER,SOLDIER,1,#2#,0,0,0,$[SEASONED_ME_FS].  {J} Je gagne 1 boost.,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_17_C,ALT_CORE_B_BR_17_C,BR,COMMON,Haven Warrior,Guerrière de Havre,CHARACTER,SOLDIER,3,3,4,2,4,,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_17_R1,ALT_CORE_B_BR_17_C,BR,RARE,Haven Warrior,Guerrière de Havre,CHARACTER,SOLDIER,3,3,4,#4#,4,,#{D} : Le prochain Personnage que vous jouez ce tour gagne 1 boost.# (Défaussez-moi de la Réserve pour ça.),1,,,,,,,,,,,,,
ALT_CORE_B_BR_17_R2,ALT_CORE_B_BR_17_C,OR,RARE,Haven Warrior,Guerrière de Havre,CHARACTER,SOLDIER,3,3,4,#4#,4,,#{D} : Le prochain Personnage que vous jouez ce tour gagne 1 boost.# (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_BR_18_C,ALT_CORE_B_BR_18_C,BR,COMMON,Sun Wukong,Sun Wukong,CHARACTER,DEITY,3,4,2,4,2,{R} Je gagne 2 boosts$[BB].,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_18_R1,ALT_CORE_B_BR_18_C,BR,RARE,Sun Wukong,Sun Wukong,CHARACTER,DEITY,3,4,2,4,2,{R} Je gagne 2 boosts$[BB] #et je perds [FLEETING_CHAR]#.,,1,,,,,,,,,,,,,
ALT_CORE_B_BR_18_R2,ALT_CORE_B_BR_18_C,MU,RARE,Sun Wukong,Sun Wukong,CHARACTER,DEITY,3,4,2,4,2,{R} #Un Personnage ciblé# gagne 2 boosts.,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_19_C,ALT_CORE_B_BR_19_C,BR,COMMON,Mighty Jinn,Puissant Jinn,CHARACTER,ELEMENTAL,4,3,4,4,0,Lorsque je quitte la zone d'Expédition — Vous pouvez me mettre dans la zone de Mana de mon propriétaire (en tant qu'Orbe de Mana épuisé).,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_19_R1,ALT_CORE_B_BR_19_C,BR,RARE,Mighty Jinn,Puissant Jinn,CHARACTER,ELEMENTAL,4,3,4,4,0,"Lorsque je quitte la zone d'Expédition — Vous pouvez me mettre dans la zone de Mana de mon propriétaire (en tant qu'Orbe de Mana épuisé). #Si vous ne le faites pas, piochez une carte.#",,0,,,,,,,,,,,,,
ALT_CORE_B_BR_19_R2,ALT_CORE_B_BR_19_C,LY,RARE,Mighty Jinn,Puissant Jinn,CHARACTER,ELEMENTAL,4,3,4,4,0,Lorsque je quitte la zone d'Expédition — Vous pouvez me mettre dans la zone de Mana de mon propriétaire (en tant qu'Orbe de Mana épuisé).,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_20_C,ALT_CORE_B_BR_20_C,BR,COMMON,Atlas,Atlas,CHARACTER,TITAN,5,5,3,3,3,$[GIGANTIC].,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_20_R1,ALT_CORE_B_BR_20_C,BR,RARE,Atlas,Atlas,CHARACTER,TITAN,5,5,3,3,3,$[GIGANTIC].  #$[SEASONED].#,#{D} : Le prochain Personnage que vous jouez ce tour gagne 2 boosts.# (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_BR_20_R2,ALT_CORE_B_BR_20_C,OR,RARE,Atlas,Atlas,CHARACTER,TITAN,5,5,#1#,#1#,#1#,$[GIGANTIC].  #Les jetons que vous contrôlez ont [GIGANTIC].#,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_21_C,ALT_CORE_B_BR_21_C,BR,COMMON,Achilles,Achille,CHARACTER,SOLDIER,5,5,5,5,5,$[TOUGH_1].,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_21_R1,ALT_CORE_B_BR_21_C,BR,RARE,Achilles,Achille,CHARACTER,SOLDIER,5,5,5,#6#,#6#,#$[TOUGH_2].#,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_21_R2,ALT_CORE_B_BR_21_C,OR,RARE,Achilles,Achille,CHARACTER,SOLDIER,5,5,5,5,5,$[TOUGH_1].,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_22_C,ALT_CORE_B_BR_22_C,BR,COMMON,Shenlong,Shenlong,CHARACTER,DRAGON DEITY,6,6,8,8,8,,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_22_R1,ALT_CORE_B_BR_22_C,BR,RARE,Shenlong,Shenlong,CHARACTER,DRAGON DEITY,6,6,#9#,#9#,#9#,#$[TOUGH_1].#,,1,,,,,,,,,,,,,
ALT_CORE_B_BR_22_R2,ALT_CORE_B_BR_22_C,LY,RARE,Shenlong,Shenlong,CHARACTER,DRAGON DEITY,6,6,8,8,8,,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_23_C,ALT_CORE_B_BR_23_C,BR,COMMON,Tomoe Gozen,Tomoe Gozen,CHARACTER,SOLDIER,3,3,2,5,5,Je ne peux pas être jouée si vous avez moins de sept Orbes de Mana.,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_23_R1,ALT_CORE_B_BR_23_C,BR,RARE,Tomoe Gozen,Tomoe Gozen,CHARACTER,SOLDIER,3,3,2,5,5,Je ne peux pas être jouée si vous avez moins de #six Orbes de Mana#.,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_23_R2,ALT_CORE_B_BR_23_C,LY,RARE,Tomoe Gozen,Tomoe Gozen,CHARACTER,SOLDIER,3,3,2,5,5,Je ne peux pas être jouée si vous avez moins de #six Orbes de Mana#.,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_24_C,ALT_CORE_B_BR_24_C,BR,COMMON,"Kaibara, Asgarthan Leviathan","Kaibara, Léviathan Asgarthi",CHARACTER,LEVIATHAN,8,8,6,6,6,"$[GIGANTIC].  $[TOUGH_X], où X est le nombre de régions entre votre Héros et votre Compagnon. (S'ils sont adjacents, X est égal à 0.)",,0,,,,,,,,,,,,,
ALT_CORE_B_BR_24_R1,ALT_CORE_B_BR_24_C,BR,RARE,"Kaibara, Asgarthan Leviathan","Kaibara, Léviathan Asgarthi",CHARACTER,LEVIATHAN,#9#,#9#,#8#,#8#,#8#,"$[GIGANTIC].  $[TOUGH_X], où X est le nombre de régions entre votre Héros et votre Compagnon. (S'ils sont adjacents, X est égal à 0.)",,0,,,,,,,,,,,,,
ALT_CORE_B_BR_24_R2,ALT_CORE_B_BR_24_C,LY,RARE,"Kaibara, Asgarthan Leviathan","Kaibara, Léviathan Asgarthi",CHARACTER,LEVIATHAN,8,8,6,6,6,"$[GIGANTIC].  $[TOUGH_X], où X est le nombre de régions entre votre Héros et votre Compagnon. (S'ils sont adjacents, X est égal à 0.)",,0,,,,,,,,,,,,,
ALT_CORE_B_BR_25_C,ALT_CORE_B_BR_25_C,BR,COMMON,Helping Hand,Main Tendue,SPELL,BOON,1,2,,,,Un Personnage ciblé gagne 1 boost$[BB] et perd [FLEETING_CHAR].,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_25_R1,ALT_CORE_B_BR_25_C,BR,RARE,Helping Hand,Main Tendue,SPELL,BOON,1,#1#,,,,#$[FLEETING].#  Un Personnage ciblé gagne #2 boosts# et perd [FLEETING_CHAR].,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_25_R2,ALT_CORE_B_BR_25_C,YZ,RARE,Helping Hand,Main Tendue,SPELL,BOON,1,2,,,,Un Personnage ciblé gagne 1 boost et perd [FLEETING_CHAR].,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_26_C,ALT_CORE_B_BR_26_C,BR,COMMON,Physical Training,Entraînement Physique,SPELL,BOON,2,3,,,,Un Personnage ciblé gagne 3 boosts$[BB].,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_26_R1,ALT_CORE_B_BR_26_C,BR,RARE,Physical Training,Entraînement Physique,SPELL,BOON,#3#,3,,,,Un Personnage ciblé gagne 3 boosts$[BB].  #Piochez une carte.#,,1,,,,,,,,,,,,,
ALT_CORE_B_BR_26_R2,ALT_CORE_B_BR_26_C,MU,RARE,Physical Training,Entraînement Physique,SPELL,BOON,2,3,,,,Un Personnage ciblé gagne 3 boosts$[BB].,,1,,,,,,,,,,,,,
ALT_CORE_B_BR_27_C,ALT_CORE_B_BR_27_C,BR,COMMON,Mana Channeling,Canalisation de Mana,SPELL,CONJURATION,2,2,,,,$[FLEETING].  Mettez la première carte de votre deck dans votre zone de Mana (en tant qu'Orbe de Mana épuisé).,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_27_R1,ALT_CORE_B_BR_27_C,BR,RARE,Mana Channeling,Canalisation de Mana,SPELL,CONJURATION,#5#,#5#,,,,Mettez #les deux premières cartes# de votre deck dans votre zone de Mana (en tant qu'Orbes de Mana épuisés).,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_27_R2,ALT_CORE_B_BR_27_C,MU,RARE,Mana Channeling,Canalisation de Mana,SPELL,CONJURATION,2,2,,,,$[FLEETING].  Mettez la première carte de votre deck dans votre zone de Mana (en tant qu'Orbe de Mana épuisé).,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_28_C,ALT_CORE_B_BR_28_C,BR,COMMON,Intimidation,Intimidation,SPELL,DISRUPTION,2,2,,,,$[FLEETING].  Renvoyez un Personnage ou Permanent ciblé avec un Coût de Main {4} ou moins dans la main de son propriétaire.,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_28_R1,ALT_CORE_B_BR_28_C,BR,RARE,Intimidation,Intimidation,SPELL,DISRUPTION,2,2,,,,$[FLEETING].  Renvoyez un Personnage ou Permanent ciblé avec un Coût de Main #{5} ou moins# dans la main de son propriétaire.,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_28_R2,ALT_CORE_B_BR_28_C,YZ,RARE,Intimidation,Intimidation,SPELL,DISRUPTION,2,2,,,,$[FLEETING].  Renvoyez un Personnage ou Permanent ciblé avec un Coût de Main #{5} ou moins# dans la main de son propriétaire.,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_29_C,ALT_CORE_B_BR_29_C,BR,COMMON,Mana Eruption,Éruption de Mana,SPELL,DISRUPTION,3,3,,,,"$[FLEETING].  Défaussez un de vos Orbes de Mana. Si vous le faites, défaussez un Personnage ou Permanent ciblé.",,0,,,,,,,,,,,,,
ALT_CORE_B_BR_29_R1,ALT_CORE_B_BR_29_C,BR,RARE,Mana Eruption,Éruption de Mana,SPELL,DISRUPTION,#2#,#2#,,,,"$[FLEETING].  Défaussez un de vos Orbes de Mana. Si vous le faites, défaussez un Personnage ou Permanent ciblé.",,0,,,,,,,,,,,,,
ALT_CORE_B_BR_29_R2,ALT_CORE_B_BR_29_C,MU,RARE,Mana Eruption,Éruption de Mana,SPELL,DISRUPTION,#2#,#2#,,,,"$[FLEETING].  Défaussez un de vos Orbes de Mana. Si vous le faites, défaussez un Personnage ou Permanent ciblé.",,0,,,,,,,,,,,,,
ALT_CORE_B_BR_30_C,ALT_CORE_B_BR_30_C,BR,COMMON,"Haven, Bravos Bastion","Havre, Bastion Bravos",PERMANENT,LANDMARK,2,2,,,,Vos Personnages ont : « {R} Je gagne 1 boost$[BB]. »,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_30_R1,ALT_CORE_B_BR_30_C,BR,RARE,"Haven, Bravos Bastion","Havre, Bastion Bravos",PERMANENT,LANDMARK,2,2,,,,#{J} $[RESUPPLY].#  Vos Personnages ont : « {R} Je gagne 1 boost. »,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_30_R2,ALT_CORE_B_BR_30_C,AX,RARE,"Haven, Bravos Bastion","Havre, Bastion Bravos",PERMANENT,LANDMARK,2,2,,,,#{J} $[RESUPPLY].#  Vos Personnages ont : « {R} Je gagne 1 boost. »,,0,,,,,,,,,,,,,
ALT_CORE_B_BR_31_C,ALT_CORE_B_BR_31_C,BR,COMMON,Booda,Booda,TOKEN,COMPANION,,,2,2,2,"(Si je quitte la zone d'Expédition, retirez-moi du jeu.)",,0,,,,,,,,,,,,,
ALT_CORE_B_FOILER_C,ALT_CORE_B_FOILER_C,NEUTRE,COMMON,ALT_CORE_B_FOILER_C,ALT_CORE_B_FOILER_C,TOKEN,,,,,,,,,0,,,,,,,,,,,,,
ALT_CORE_B_FOILER_R,ALT_CORE_B_FOILER_R,NEUTRE,COMMON,ALT_CORE_B_FOILER_R,ALT_CORE_B_FOILER_R,TOKEN,,,,,,,,,0,,,,,,,,,,,,,
ALT_CORE_B_LY_01_C,ALT_CORE_B_LY_01_C,LY,COMMON,Nevenka & Blotch,Nevenka & Blotch,HERO,,,,,,,"{T} : Ciblez un Personnage que vous contrôlez, puis lancez un dé. Sur :  • 6+, il gagne [ANCHORED]. (Au Repos, il ne va pas en Réserve et il perd Ancré.)  • 2-5, il gagne 1 boost. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.)  • 1, envoyez-le en Réserve.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_02_C,ALT_CORE_B_LY_02_C,LY,COMMON,Auraq & Kibble,Auraq & Kibble,HERO,,,,,,,Lorsque vous jouez un Personnage avec une statistique de base 0 — Je gagne un compteur Spectacle.  À Midi — Vous pouvez dépenser cinq de mes compteurs Spectacle pour révéler la première carte de votre deck. Vous pouvez la jouer gratuitement ou la mettre dans votre main. (N'activez pas de déclencheurs {h}.),,0,,,,,,,,,,,,,
ALT_CORE_B_LY_03_C,ALT_CORE_B_LY_03_C,LY,COMMON,Fen & Crowbar,Fen & Crowbar,HERO,,,,,,,"Le Matin, piochez une seule carte. Puis, mettez la première carte de votre deck dans votre zone de Mana, au lieu d'une carte de votre main.  À Midi — $[RESUPPLY].  Ignorez mes capacités le premier Jour.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_04_C,ALT_CORE_B_LY_04_C,LY,COMMON,Martengale,Martengale,CHARACTER,ANIMAL SPIRIT,1,1,1,1,0,,{D} : La prochaine carte que vous jouez ce tour coûte {1} de moins. (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_04_R1,ALT_CORE_B_LY_04_C,LY,RARE,Martengale,Martengale,CHARACTER,ANIMAL SPIRIT,1,1,1,1,0,"#Si vous deviez lancer un dé, vous pouvez ajouter 1 au résultat.# (Choisissez après avoir vu le résultat.)",{D} : La prochaine carte que vous jouez ce tour coûte {1} de moins. (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_04_R2,ALT_CORE_B_LY_04_C,AX,RARE,Martengale,Martengale,CHARACTER,ANIMAL SPIRIT,1,1,1,1,0,,{D} : La prochaine carte que vous jouez ce tour coûte {1} de moins. (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_05_C,ALT_CORE_B_LY_05_C,LY,COMMON,Lyra Thespian,Comédien Lyra,CHARACTER,ARTIST,2,2,2,2,2,"{J} Si vous avez au moins trois statistiques de base 0 parmi les Personnages que vous contrôlez, je gagne 1 boost$[BB].",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_05_R1,ALT_CORE_B_LY_05_C,LY,RARE,Lyra Thespian,Comédien Lyra,CHARACTER,ARTIST,2,2,2,2,2,"{J} Si vous avez au moins trois statistiques de base 0 parmi les Personnages que vous contrôlez, je gagne #2 boosts#.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_05_R2,ALT_CORE_B_LY_05_C,MU,RARE,Lyra Thespian,Comédien Lyra,CHARACTER,ARTIST,2,2,2,2,2,"{J} Si vous contrôlez #au moins deux Personnages [BOOSTED_CHA_P]#, je gagne #2 boosts#.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_06_C,ALT_CORE_B_LY_06_C,LY,COMMON,Ouroboros Trickster,Prestidigitatrice de l'Ouroboros,CHARACTER,CITIZEN,2,1,0,0,0,"{J} Lancez un dé. Sur 4+, je gagne 2 boosts. Sur 1-3, je gagne 1 boost$[BB].",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_06_R1,ALT_CORE_B_LY_06_C,LY,RARE,Ouroboros Trickster,Prestidigitatrice de l'Ouroboros,CHARACTER,CITIZEN,2,#2#,0,0,0,"{J} Lancez un dé. Sur 4+, je gagne #3 boosts#. Sur 1-3, je gagne 1 boost$[BB].",,1,,,,,,,,,,,,,
ALT_CORE_B_LY_06_R2,ALT_CORE_B_LY_06_C,BR,RARE,Ouroboros Trickster,Prestidigitatrice de l'Ouroboros,CHARACTER,CITIZEN,2,1,0,0,0,"{J} Lancez un dé. Sur 4+, je gagne 2 boosts. Sur 1-3, je gagne 1 boost.",,0,,,,,,,,,,,,,
ALT_CORE_B_LY_07_C,ALT_CORE_B_LY_07_C,LY,COMMON,Hathor,Hathor,CHARACTER,ARTIST DEITY,2,3,3,3,0,,{D} : Renvoyez une autre carte de votre Réserve dans votre main. (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_07_R1,ALT_CORE_B_LY_07_C,LY,RARE,Hathor,Hathor,CHARACTER,ARTIST DEITY,2,#2#,3,3,0,,{D} : Renvoyez une autre carte de votre Réserve dans votre main. (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_07_R2,ALT_CORE_B_LY_07_C,YZ,RARE,Hathor,Hathor,CHARACTER,ARTIST DEITY,2,#2#,3,3,0,,{D} : Renvoyez une autre carte de votre Réserve dans votre main. (Défaussez-moi de la Réserve pour ça.),0,,,,,,,,,,,,,
ALT_CORE_B_LY_08_C,ALT_CORE_B_LY_08_C,LY,COMMON,Lyra Skald,Skald Lyra,CHARACTER,ARTIST,2,2,3,0,2,,,0,,,,,,,,,,,,,
