ID,ID Base,Faction,Alteration,Name EN,Name DE,Type,Subtyp,Cost,Recall Cost,Vegetal,Mineral,Aquatic,Effekt,Echo,Intentions Implémentation CE,Intentions Implémentation GD CE,Functions Tag,Intentions Lore CE,Profils Tag,Complexity CE,Score,Flavor CE,Illustration,Identité Effet,Identité Stat,Identité Design,Reflexions jeu Equipe,Rare dans les precos ?
ALT_CORE_B_BR_06_R2,ALT_CORE_B_BR_06_C,MU,RARE,Tiny Jinn,Mini-Dschinn,,,,,,,,Wenn ich die Expeditionszone verlasse und falls ich [BOOSTED] bin — Lege mich in die Manazone meines Besitzers (als erschöpfte Manakugel).  {R} Ich erhalte 1 Verstärkung.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_07_C,ALT_CORE_B_BR_07_C,BR,COMMON,Bravos Tracer,Bravos-Sucherin,,,,,,,,"{J} Ich erhalte [FLEETING_CHAR]. (Falls ich in die Reserve geschickt werden soll, lege mich stattdessen ab.)",,,,,,,,,,,,,,,
ALT_CORE_B_BR_07_R1,ALT_CORE_B_BR_07_C,BR,RARE,Bravos Tracer,Bravos-Sucherin,,,,,,,,"{J} Ich erhalte [FLEETING_CHAR]. (Falls ich in die Reserve geschickt werden soll, lege mich stattdessen ab.)",,,,,,,,,,,,,,,
ALT_CORE_B_BR_07_R2,ALT_CORE_B_BR_07_C,AX,RARE,Bravos Tracer,Bravos-Sucherin,,,,,,,,"{J} Ich erhalte [FLEETING_CHAR]. (Falls ich in die Reserve geschickt werden soll, lege mich stattdessen ab.)",,,,,,,,,,,,,,,
ALT_CORE_B_BR_08_C,ALT_CORE_B_BR_08_C,BR,COMMON,Bravos Pathfinder,Bravos-Pfadfinderin,,,,,,,,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_08_R1,ALT_CORE_B_BR_08_C,BR,RARE,Bravos Pathfinder,Bravos-Pfadfinderin,,,,,,,,"#$[SEASONED_ME_FS].#  #{H} Du darfst {2} bezahlen, damit ich 1 Verstärkung erhalte.#",,,,,,,,,,,,,,,
ALT_CORE_B_BR_08_R2,ALT_CORE_B_BR_08_C,LY,RARE,Bravos Pathfinder,Bravos-Pfadfinderin,,,,,,,,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_09_C,ALT_CORE_B_BR_09_C,BR,COMMON,Haven Trainee,Haven-Lehrling,,,,,,,,{R} Ich erhalte 2 Verstärkungen$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_09_R1,ALT_CORE_B_BR_09_C,BR,RARE,Haven Trainee,Haven-Lehrling,,,,,,,,{R} Ich erhalte 2 Verstärkungen.,"#{D} : Der nächste Charakter, den du in dieser Runde spielst, erhält 1 Verstärkung.# (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_BR_09_R2,ALT_CORE_B_BR_09_C,OR,RARE,Haven Trainee,Haven-Lehrling,,,,,,,,{R} #Erschaffe eine [ORDIS_RECRUIT]-Soldatenmarke in jeder deiner Expeditionen.#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_10_C,ALT_CORE_B_BR_10_C,BR,COMMON,Red,Rotkäppchen,,,,,,,,$[SEASONED_ME_FS].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_10_R1,ALT_CORE_B_BR_10_C,BR,RARE,Red,Rotkäppchen,,,,,,,,"$[SEASONED_ME_FS].  #Zum Abend, falls ich mindestens 3 Verstärkungen habe — Ziehe eine Karte.#",,,,,,,,,,,,,,,
ALT_CORE_B_BR_10_R2,ALT_CORE_B_BR_10_C,YZ,RARE,Red,Rotkäppchen,,,,,,,,$[SEASONED_ME_FS].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_11_C,ALT_CORE_B_BR_11_C,BR,COMMON,Chiron,Cheiron,,,,,,,,{J} Ein Charakter deiner Wahl erhält 1 Verstärkung$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_11_R1,ALT_CORE_B_BR_11_C,BR,RARE,Chiron,Cheiron,,,,,,,,{J} #Bis zu zwei Charaktere# deiner Wahl erhalten je 1 Verstärkung.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_11_R2,ALT_CORE_B_BR_11_C,MU,RARE,Chiron,Cheiron,,,,,,,,{J} #Bis zu zwei Charaktere# deiner Wahl erhalten je 1 Verstärkung.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_12_C,ALT_CORE_B_BR_12_C,BR,COMMON,Hua Mulan,Hua Mulan,,,,,,,,{R} Ich verliere [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_12_R1,ALT_CORE_B_BR_12_C,BR,RARE,Hua Mulan,Hua Mulan,,,,,,,,{R} Ich verliere [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_12_R2,ALT_CORE_B_BR_12_C,YZ,RARE,Hua Mulan,Hua Mulan,,,,,,,,{R} Ich verliere [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_13_C,ALT_CORE_B_BR_13_C,BR,COMMON,Kappa,Kappa,,,,,,,,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_13_R1,ALT_CORE_B_BR_13_C,BR,RARE,Kappa,Kappa,,,,,,,,#$[SEASONED].#,"#{D} : Der nächste Charakter, den du in dieser Runde spielst, erhält 1 Verstärkung.# (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_BR_13_R2,ALT_CORE_B_BR_13_C,LY,RARE,Kappa,Kappa,,,,,,,,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_14_C,ALT_CORE_B_BR_14_C,BR,COMMON,Bravos Vanguard,Bravos-Vorhut,,,,,,,,{J} Ein weiterer Charakter deiner Wahl darf $[FLEETING_CHAR] verlieren.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_14_R1,ALT_CORE_B_BR_14_C,BR,RARE,Bravos Vanguard,Bravos-Vorhut,,,,,,,,{J} Ein weiterer Charakter deiner Wahl darf $[FLEETING_CHAR] verlieren #und 1 Verstärkung erhalten#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_14_R2,ALT_CORE_B_BR_14_C,AX,RARE,Bravos Vanguard,Bravos-Vorhut,,,,,,,,{J} Ein weiterer Charakter deiner Wahl darf $[FLEETING_CHAR] verlieren #und 1 Verstärkung erhalten#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_15_C,ALT_CORE_B_BR_15_C,BR,COMMON,Haven Bouncer,Haven-Türsteher,,,,,,,,{H} $[SABOTAGE].  {R} Ich erhalte 1 Verstärkung$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_15_R1,ALT_CORE_B_BR_15_C,BR,RARE,Haven Bouncer,Haven-Türsteher,,,,,,,,{H} $[SABOTAGE].  {R} Ich erhalte #2 Verstärkungen#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_15_R2,ALT_CORE_B_BR_15_C,AX,RARE,Haven Bouncer,Haven-Türsteher,,,,,,,,{H} $[SABOTAGE].  {R} Ich erhalte #2 Verstärkungen#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_16_C,ALT_CORE_B_BR_16_C,BR,COMMON,Bravos Bladedancer,Bravos-Klingenwirblerin,,,,,,,,$[SEASONED_ME_FS].  {J} Ich erhalte 1 Verstärkung.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_16_R1,ALT_CORE_B_BR_16_C,BR,RARE,Bravos Bladedancer,Bravos-Klingenwirblerin,,,,,,,,"$[SEASONED_ME_FS].  {J} Ich erhalte 1 Verstärkung.  #{R} Falls ich 4 oder weniger Verstärkungen habe, verliere ich [FLEETING_CHAR].#",,,,,,,,,,,,,,,
ALT_CORE_B_BR_16_R2,ALT_CORE_B_BR_16_C,YZ,RARE,Bravos Bladedancer,Bravos-Klingenwirblerin,,,,,,,,$[SEASONED_ME_FS].  {J} Ich erhalte 1 Verstärkung.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_17_C,ALT_CORE_B_BR_17_C,BR,COMMON,Haven Warrior,Haven-Kriegerin,,,,,,,,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_17_R1,ALT_CORE_B_BR_17_C,BR,RARE,Haven Warrior,Haven-Kriegerin,,,,,,,,,"#{D} : Der nächste Charakter, den du in dieser Runde spielst, erhält 1 Verstärkung.# (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_BR_17_R2,ALT_CORE_B_BR_17_C,OR,RARE,Haven Warrior,Haven-Kriegerin,,,,,,,,,"#{D} : Der nächste Charakter, den du in dieser Runde spielst, erhält 1 Verstärkung.# (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_BR_18_C,ALT_CORE_B_BR_18_C,BR,COMMON,Sun Wukong,Sun Wukong,,,,,,,,{R} Ich erhalte 2 Verstärkungen$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_18_R1,ALT_CORE_B_BR_18_C,BR,RARE,Sun Wukong,Sun Wukong,,,,,,,,{R} Ich erhalte 2 Verstärkungen$[BB] #und verliere [FLEETING_CHAR]#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_18_R2,ALT_CORE_B_BR_18_C,MU,RARE,Sun Wukong,Sun Wukong,,,,,,,,{R} #Ein Charakter deiner Wahl# erhält 2 Verstärkungen.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_19_C,ALT_CORE_B_BR_19_C,BR,COMMON,Mighty Jinn,Mächtiger Dschinn,,,,,,,,Wenn ich die Expeditionszone verlasse — Du darfst mich in die Manazone meines Besitzers legen (als erschöpfte Manakugel).,,,,,,,,,,,,,,,
ALT_CORE_B_BR_19_R1,ALT_CORE_B_BR_19_C,BR,RARE,Mighty Jinn,Mächtiger Dschinn,,,,,,,,"Wenn ich die Expeditionszone verlasse — Du darfst mich in die Manazone meines Besitzers legen (als erschöpfte Manakugel). #Falls du es nicht tust, ziehe eine Karte.#",,,,,,,,,,,,,,,
ALT_CORE_B_BR_19_R2,ALT_CORE_B_BR_19_C,LY,RARE,Mighty Jinn,Mächtiger Dschinn,,,,,,,,Wenn ich die Expeditionszone verlasse — Du darfst mich in die Manazone meines Besitzers legen (als erschöpfte Manakugel).,,,,,,,,,,,,,,,
ALT_CORE_B_BR_20_C,ALT_CORE_B_BR_20_C,BR,COMMON,Atlas,Atlas,,,,,,,,$[GIGANTIC].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_20_R1,ALT_CORE_B_BR_20_C,BR,RARE,Atlas,Atlas,,,,,,,,$[GIGANTIC].  #$[SEASONED].#,"#{D} : Der nächste Charakter, den du in dieser Runde spielst, erhält 2 Verstärkungen.# (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_BR_20_R2,ALT_CORE_B_BR_20_C,OR,RARE,Atlas,Atlas,,,,,,,,"$[GIGANTIC].  #Marken, die du kontrollierst, erhalten [GIGANTIC].#",,,,,,,,,,,,,,,
ALT_CORE_B_BR_21_C,ALT_CORE_B_BR_21_C,BR,COMMON,Achilles,Achilles,,,,,,,,$[TOUGH_1].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_21_R1,ALT_CORE_B_BR_21_C,BR,RARE,Achilles,Achilles,,,,,,,,#$[TOUGH_2].#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_21_R2,ALT_CORE_B_BR_21_C,OR,RARE,Achilles,Achilles,,,,,,,,$[TOUGH_1].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_22_C,ALT_CORE_B_BR_22_C,BR,COMMON,Shenlong,Shenlong,,,,,,,,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_22_R1,ALT_CORE_B_BR_22_C,BR,RARE,Shenlong,Shenlong,,,,,,,,#$[TOUGH_1].#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_22_R2,ALT_CORE_B_BR_22_C,LY,RARE,Shenlong,Shenlong,,,,,,,,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_23_C,ALT_CORE_B_BR_23_C,BR,COMMON,Tomoe Gozen,Tomoe Gozen,,,,,,,,"Ich kann nicht gespielt werden, falls du weniger als sieben Manakugeln hast.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_23_R1,ALT_CORE_B_BR_23_C,BR,RARE,Tomoe Gozen,Tomoe Gozen,,,,,,,,"Ich kann nicht gespielt werden, falls du #weniger als sechs# Manakugeln hast.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_23_R2,ALT_CORE_B_BR_23_C,LY,RARE,Tomoe Gozen,Tomoe Gozen,,,,,,,,"Ich kann nicht gespielt werden, falls du #weniger als sechs# Manakugeln hast.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_24_C,ALT_CORE_B_BR_24_C,BR,COMMON,"Kaibara, Asgarthan Leviathan","Kaibara, Leviathan von Asgartha",,,,,,,,"$[GIGANTIC].  $[TOUGH_X], wobei X die Anzahl der Regionen zwischen deinem Helden und deinem Gefährten ist. (Falls die beiden Expeditionen nebeneinander liegen, ist X gleich 0.)",,,,,,,,,,,,,,,
ALT_CORE_B_BR_24_R1,ALT_CORE_B_BR_24_C,BR,RARE,"Kaibara, Asgarthan Leviathan","Kaibara, Leviathan von Asgartha",,,,,,,,"$[GIGANTIC].  $[TOUGH_X], wobei X die Anzahl der Regionen zwischen deinem Helden und deinem Gefährten ist. (Falls die beiden Expeditionen nebeneinander liegen, ist X gleich 0.)",,,,,,,,,,,,,,,
ALT_CORE_B_BR_24_R2,ALT_CORE_B_BR_24_C,LY,RARE,"Kaibara, Asgarthan Leviathan","Kaibara, Leviathan von Asgartha",,,,,,,,"$[GIGANTIC].  $[TOUGH_X], wobei X die Anzahl der Regionen zwischen deinem Helden und deinem Gefährten ist. (Falls die beiden Expeditionen nebeneinander liegen, ist X gleich 0.)",,,,,,,,,,,,,,,
ALT_CORE_B_BR_25_C,ALT_CORE_B_BR_25_C,BR,COMMON,Helping Hand,Helfende Hand,,,,,,,,Ein Charakter deiner Wahl erhält 1 Verstärkung$[BB] und verliert $[FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_25_R1,ALT_CORE_B_BR_25_C,BR,RARE,Helping Hand,Helfende Hand,,,,,,,,#$[FLEETING].#  Ein Charakter deiner Wahl erhält #2 Verstärkungen# und verliert [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_25_R2,ALT_CORE_B_BR_25_C,YZ,RARE,Helping Hand,Helfende Hand,,,,,,,,Ein Charakter deiner Wahl erhält 1 Verstärkung und verliert $[FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_26_C,ALT_CORE_B_BR_26_C,BR,COMMON,Physical Training,Körpertraining,,,,,,,,Ein Charakter deiner Wahl erhält 3 Verstärkungen$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_26_R1,ALT_CORE_B_BR_26_C,BR,RARE,Physical Training,Körpertraining,,,,,,,,Ein Charakter deiner Wahl erhält 3 Verstärkungen$[BB].  #Ziehe eine Karte.#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_26_R2,ALT_CORE_B_BR_26_C,MU,RARE,Physical Training,Körpertraining,,,,,,,,Ein Charakter deiner Wahl erhält 3 Verstärkungen$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_27_C,ALT_CORE_B_BR_27_C,BR,COMMON,Mana Channeling,Mana-Kanalisierung,,,,,,,,$[FLEETING].  Lege die oberste Karte deines Decks in deine Manazone (als erschöpfte Manakugel).,,,,,,,,,,,,,,,
ALT_CORE_B_BR_27_R1,ALT_CORE_B_BR_27_C,BR,RARE,Mana Channeling,Mana-Kanalisierung,,,,,,,,Lege die obersten #zwei Karten# deines Decks in deine Manazone (als erschöpfte Manakugel).,,,,,,,,,,,,,,,
ALT_CORE_B_BR_27_R2,ALT_CORE_B_BR_27_C,MU,RARE,Mana Channeling,Mana-Kanalisierung,,,,,,,,$[FLEETING].  Lege die oberste Karte deines Decks in deine Manazone (als erschöpfte Manakugel).,,,,,,,,,,,,,,,
ALT_CORE_B_BR_28_C,ALT_CORE_B_BR_28_C,BR,COMMON,Intimidation,Einschüchterung,,,,,,,,$[FLEETING].  Schicke einen Charakter oder eine bleibende Karte deiner Wahl mit Handkosten {4} oder weniger in die Hand ihres Besitzers zurück.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_28_R1,ALT_CORE_B_BR_28_C,BR,RARE,Intimidation,Einschüchterung,,,,,,,,$[FLEETING].  Schicke einen Charakter oder eine bleibende Karte deiner Wahl mit Handkosten #{5} oder weniger# in die Hand ihres Besitzers zurück.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_28_R2,ALT_CORE_B_BR_28_C,YZ,RARE,Intimidation,Einschüchterung,,,,,,,,$[FLEETING].  Schicke einen Charakter oder eine bleibende Karte deiner Wahl mit Handkosten #{5} oder weniger# in die Hand ihres Besitzers zurück.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_29_C,ALT_CORE_B_BR_29_C,BR,COMMON,Mana Eruption,Mana­-Eruption,,,,,,,,"$[FLEETING].  Lege eine deiner Manakugeln ab. Falls du das tust, lege einen Charakter oder eine bleibende Karte deiner Wahl ab.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_29_R1,ALT_CORE_B_BR_29_C,BR,RARE,Mana Eruption,Mana­-Eruption,,,,,,,,"$[FLEETING].  Lege eine deiner Manakugeln ab. Falls du das tust, lege einen Charakter oder eine bleibende Karte deiner Wahl ab.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_29_R2,ALT_CORE_B_BR_29_C,MU,RARE,Mana Eruption,Mana­-Eruption,,,,,,,,"$[FLEETING].  Lege eine deiner Manakugeln ab. Falls du das tust, lege einen Charakter oder eine bleibende Karte deiner Wahl ab.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_30_C,ALT_CORE_B_BR_30_C,BR,COMMON,"Haven, Bravos Bastion","Haven, Bravos-Bastion",,,,,,,,"Deine Charaktere haben: "" {R} Ich erhalte 1 Verstärkung$[BB].""",,,,,,,,,,,,,,,
ALT_CORE_B_BR_30_R1,ALT_CORE_B_BR_30_C,BR,RARE,"Haven, Bravos Bastion","Haven, Bravos-Bastion",,,,,,,,"#{J} $[RESUPPLY].#  Deine Charaktere haben: "" {R}Ich erhalte 1 Verstärkung.""",,,,,,,,,,,,,,,
ALT_CORE_B_BR_30_R2,ALT_CORE_B_BR_30_C,AX,RARE,"Haven, Bravos Bastion","Haven, Bravos-Bastion",,,,,,,,"#{J} $[RESUPPLY].#  Deine Charaktere haben: "" {R}Ich erhalte 1 Verstärkung.""",,,,,,,,,,,,,,,
ALT_CORE_B_BR_31_C,ALT_CORE_B_BR_31_C,BR,COMMON,Booda,Booda,,,,,,,,"(Falls ich die Expeditionszone verlasse, entferne mich aus dem Spiel.)",,,,,,,,,,,,,,,
ALT_CORE_B_FOILER_C,ALT_CORE_B_FOILER_C,NE,COMMON,ALT_CORE_B_FOILER_C,ALT_CORE_B_FOILER_C,,,,,,,,,,,,,,,,,,,,,,,
ALT_CORE_B_FOILER_R,ALT_CORE_B_FOILER_R,NE,COMMON,ALT_CORE_B_FOILER_R,ALT_CORE_B_FOILER_R,,,,,,,,,,,,,,,,,,,,,,,
ALT_CORE_B_LY_01_C,ALT_CORE_B_LY_01_C,LY,COMMON,Nevenka & Blotch,Nevenka & Klecks,,,,,,,,"{T} : Wähle einen Charakter, den du kontrollierst, und würfle einmal. Bei:  • 6+ erhält er [ANCHORED]. (Während der Ruhepause geht er nicht in die Reserve und verliert Verankert.)  • 2-5 erhält er 1 Verstärkung. (Eine Verstärkung ist ein +1/+1/+1-Zähler. Entferne sie, wenn sie die Expeditionszone verlässt.)  • 1 geht er in die Reserve.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_02_C,ALT_CORE_B_LY_02_C,LY,COMMON,Auraq & Kibble,Auraq & Schnurre,,,,,,,,"Wenn du einen Charakter mit einer Basisstatistik von 0 spielst — Ich erhalte einen Auftrittszähler.  Zum Mittag – Du darfst fünf meiner Auftrittszähler ausgeben, um die oberste Karte deines Decks aufzudecken. Du darfst sie kostenlos spielen oder sie in deine Hand aufnehmen. (Aktiviere keine {h} Auslöser.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_03_C,ALT_CORE_B_LY_03_C,LY,COMMON,Fen & Crowbar,Fen & Feedback,,,,,,,,Am Morgen ziehe nur eine Karte. Dann lege statt einer Karte aus deiner Hand die oberste Karte deines Decks in deine Manazone.  Zum Mittag — $[RESUPPLY].  Ignoriere meine Fähigkeiten während des ersten Tages.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_04_C,ALT_CORE_B_LY_04_C,LY,COMMON,Martengale,Martengale,,,,,,,,,"{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger. (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_04_R1,ALT_CORE_B_LY_04_C,LY,RARE,Martengale,Martengale,,,,,,,,"#Falls du würfeln würdest, darfst du 1 zum Ergebnis addieren#. (Wähle, nachdem du das Ergebnis gesehen hast.)","{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger. (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_04_R2,ALT_CORE_B_LY_04_C,AX,RARE,Martengale,Martengale,,,,,,,,,"{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger. (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_05_C,ALT_CORE_B_LY_05_C,LY,COMMON,Lyra Thespian,Lyra-Mime,,,,,,,,"{J} Falls du unter den Charakteren, die du kontrollierst, mindestens drei Basisstatistiken von 0 hast, erhalte ich 1 Verstärkung$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_05_R1,ALT_CORE_B_LY_05_C,LY,RARE,Lyra Thespian,Lyra-Mime,,,,,,,,"{J} Falls du unter den Charakteren, die du kontrollierst, mindestens drei Basisstatistiken von 0 hast, erhalte ich #2 Verstärkungen#.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_05_R2,ALT_CORE_B_LY_05_C,MU,RARE,Lyra Thespian,Lyra-Mime,,,,,,,,"{J} Falls du #mindestens zwei Charaktere mit [BOOSTED_CHA_P]# kontrollierst, erhalte ich #2 Verstärkungen#.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_06_C,ALT_CORE_B_LY_06_C,LY,COMMON,Ouroboros Trickster,Ouroboros-Schwindlerin,,,,,,,,{J} Würfle einmal. Bei 4+ erhalte ich 2 Verstärkungen. Bei 1–3 erhalte ich 1 Verstärkung$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_06_R1,ALT_CORE_B_LY_06_C,LY,RARE,Ouroboros Trickster,Ouroboros-Schwindlerin,,,,,,,,{J} Würfle einmal. Bei 4+ erhalte ich #3 Verstärkungen#. Bei 1–3 erhalte ich 1 Verstärkung$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_06_R2,ALT_CORE_B_LY_06_C,BR,RARE,Ouroboros Trickster,Ouroboros-Schwindlerin,,,,,,,,{J} Würfle einmal. Bei 4+ erhalte ich 2 Verstärkungen. Bei 1–3 erhalte ich 1 Verstärkung.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_07_C,ALT_CORE_B_LY_07_C,LY,COMMON,Hathor,Hathor,,,,,,,,,"{D} : Nimm eine weitere Karte aus deiner Reserve wieder in deine Hand auf. (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_07_R1,ALT_CORE_B_LY_07_C,LY,RARE,Hathor,Hathor,,,,,,,,,"{D} : Nimm eine weitere Karte aus deiner Reserve wieder in deine Hand auf. (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_07_R2,ALT_CORE_B_LY_07_C,YZ,RARE,Hathor,Hathor,,,,,,,,,"{D} : Nimm eine weitere Karte aus deiner Reserve wieder in deine Hand auf. (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_08_C,ALT_CORE_B_LY_08_C,LY,COMMON,Lyra Skald,Lyra-Skalde,,,,,,,,,,,,,,,,,,,,,,,
ALT_CORE_B_LY_08_R1,ALT_CORE_B_LY_08_C,LY,RARE,Lyra Skald,Lyra-Skalde,,,,,,,,#{H} Du darfst eine Karte aus deiner Reserve für $[RESUPPLY_INF] ablegen.#,"#{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger.# (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_08_R2,ALT_CORE_B_LY_08_C,YZ,RARE,Lyra Skald,Lyra-Skalde,,,,,,,,#{H} Du darfst eine Karte aus deiner Reserve für $[RESUPPLY_INF] ablegen.#,"#{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger.# (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_09_C,ALT_CORE_B_LY_09_C,LY,COMMON,Tanuki,Tanuki,,,,,,,,{H} $[SABOTAGE].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_09_R1,ALT_CORE_B_LY_09_C,LY,RARE,Tanuki,Tanuki,,,,,,,,{H} $[SABOTAGE].  #{R} Würfle einmal. Bei 4+ [SABOTAGE_LOW].#,,,,,,,,,,,,,,,
ALT_CORE_B_LY_09_R2,ALT_CORE_B_LY_09_C,BR,RARE,Tanuki,Tanuki,,,,,,,,{H} $[SABOTAGE].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_10_C,ALT_CORE_B_LY_10_C,LY,COMMON,Ouroboros Inkcaster,Ouroboros-Tintengießerin,,,,,,,,Wenn ich aus der Expeditionszone in die Reserve gehe — Du darfst eine andere Karte aus deiner Reserve in deine Hand zurückholen.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_10_R1,ALT_CORE_B_LY_10_C,LY,RARE,Ouroboros Inkcaster,Ouroboros-Tintengießerin,,,,,,,,Wenn ich aus der Expeditionszone in die Reserve gehe — Du darfst eine andere Karte aus deiner Reserve in deine Hand zurückholen.,"#{D} : Die nächste Karte, die du in dieser Runde spielst, kostet {1} weniger.# (Lege mich aus der Reserve ab, um diese Aktion auszuführen.)",,,,,,,,,,,,,,
ALT_CORE_B_LY_10_R2,ALT_CORE_B_LY_10_C,AX,RARE,Ouroboros Inkcaster,Ouroboros-Tintengießerin,,,,,,,,Wenn ich aus der Expeditionszone in die Reserve gehe — Du darfst eine andere Karte aus deiner Reserve in deine Hand zurückholen.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_11_C,ALT_CORE_B_LY_11_C,LY,COMMON,Esmeralda,Esmeralda,,,,,,,,{H} $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_11_R1,ALT_CORE_B_LY_11_C,LY,RARE,Esmeralda,Esmeralda,,,,,,,,#{J}# $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_11_R2,ALT_CORE_B_LY_11_C,MU,RARE,Esmeralda,Esmeralda,,,,,,,,{H} $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_12_C,ALT_CORE_B_LY_12_C,LY,COMMON,Lyra Navigator,Lyra-Navigatorin,,,,,,,,,,,,,,,,,,,,,,,
