ID;ID Base;Faction;Alteration;Name EN;Name FR;Name DE;Name ES;Name IT;Type;Sub-Type;Cost;Recall Cost;Vegetal;Mineral;Aquatic;Effect EN;Echo EN;Effect FR;Echo FR;Effect DE;Echo DE;Effect ES;Echo ES;Effect IT;Echo IT;Flavor EN;Flavor FR;Flavor DE;Flavor ES;Flavor IT;Numbering;Artist
ALT_BISE_B_BR_50_C;ALT_BISE_B_BR_50_C;BR;COMMON;Spirit Wielder;Spirit Wielder;Spirit Wielder;Spirit Wielder;Spirit Wielder;CHARACTER;ADVENTURER;2;2;1;1;1;{J} I gain 1 boost per [BOOSTED] Character you control. (Cards in Reserve are not controlled.);;;;;;;;;;Memories of a forgotten civilization linger in those ruins. We are not alone.;;;;;;Nestor Papatriantafyllou
ALT_BISE_B_BR_50_R1;ALT_BISE_B_BR_50_C;BR;RARE;Spirit Wielder;Spirit Wielder;Spirit Wielder;Spirit Wielder;Spirit Wielder;CHARACTER;ADVENTURER;2;#3#;1;#2#;1;{J} I gain 1 boost per [BOOSTED] Character you control.  #{R} I gain 1 boost.#;;;;;;;;;;Memories of a forgotten civilization linger in those ruins. We are not alone.;;;;;;Nestor Papatriantafyllou
ALT_BISE_B_BR_50_R2;ALT_BISE_B_BR_50_C;MU;RARE;Spirit Wielder;Spirit Wielder;Spirit Wielder;Spirit Wielder;Spirit Wielder;CHARACTER;ADVENTURER;2;#3#;1;#2#;1;{J} I gain 1 boost per #[ANCHORED]# Character you control.  #{R} I gain $[ANCHORED].#;;;;;;;;;;Memories of a forgotten civilization linger in those ruins. We are not alone.;;;;;;Nestor Papatriantafyllou
ALT_BISE_B_BR_51_C;ALT_BISE_B_BR_51_C;BR;COMMON;Bravos Pendekar;Bravos Pendekar;Bravos Pendekar;Bravos Pendekar;Bravos Pendekar;CHARACTER;ADVENTURER;2;2;1;1;1;At Night — If I have 2 or more boosts, $[SABOTAGE] after Rest.;;;;;;;;;;Rest. Raid. Repeat.;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_51_R1;ALT_BISE_B_BR_51_C;BR;RARE;Bravos Pendekar;Bravos Pendekar;Bravos Pendekar;Bravos Pendekar;Bravos Pendekar;CHARACTER;ADVENTURER;2;#3#;1;1;1;#$[SEASONED].#  At Night — If I have 2 or more boosts, [SABOTAGE] after Rest.;;;;;;;;;;Rest. Raid. Repeat.;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_51_R2;ALT_BISE_B_BR_51_C;MU;RARE;Bravos Pendekar;Bravos Pendekar;Bravos Pendekar;Bravos Pendekar;Bravos Pendekar;CHARACTER;ADVENTURER;2;2;1;1;1;At Night — If I have 2 or more boosts, [SABOTAGE] after Rest.;;;;;;;;;;Rest. Raid. Repeat.;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_52_C;ALT_BISE_B_BR_52_C;BR;COMMON;Talarian Skater;Talarian Skater;Talarian Skater;Talarian Skater;Talarian Skater;CHARACTER;MESSENGER;3;3;2;2;2;$[SCOUT_1] {1}.  {J} Target Character gains 1 boost.;;;;;;;;;;To explore the City, adventurers need daily deliveries from the surface.;;;;;;Exia
ALT_BISE_B_BR_52_R1;ALT_BISE_B_BR_52_C;BR;RARE;Talarian Skater;Talarian Skater;Talarian Skater;Talarian Skater;Talarian Skater;CHARACTER;MESSENGER;3;3;#3#;2;2;$[SCOUT_1] {1}.  {J} Target Character in play #or in Reserve# gains 1 boost.;;;;;;;;;;To explore the City, adventurers need daily deliveries from the surface.;;;;;;Exia
ALT_BISE_B_BR_52_R2;ALT_BISE_B_BR_52_C;MU;RARE;Talarian Skater;Talarian Skater;Talarian Skater;Talarian Skater;Talarian Skater;CHARACTER;MESSENGER;3;3;#3#;2;2;$[SCOUT_1] {1}.  {J} Target Character in play #or in Reserve# gains 1 boost.;;;;;;;;;;To explore the City, adventurers need daily deliveries from the surface.;;;;;;Exia
ALT_BISE_B_BR_53_C;ALT_BISE_B_BR_53_C;BR;COMMON;Bravos Excavator;Bravos Excavator;Bravos Excavator;Bravos Excavator;Bravos Excavator;CHARACTER;CITIZEN;2;2;1;1;3;When I leave the Expedition zone, for each of my boosts — Another target Character in your Reserve gains 1 boost.;;;;;;;;;;The depths of the city are filled with archaeological marvels... along with plenty of Sap!;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_53_R1;ALT_BISE_B_BR_53_C;BR;RARE;Bravos Excavator;Bravos Excavator;Bravos Excavator;Bravos Excavator;Bravos Excavator;CHARACTER;CITIZEN;2;#4#;1;1;3;When I leave the Expedition zone, for each of my boosts — Another target Character in your Reserve gains 1 boost.;#{I} When you play another Character — I gain 1 boost, up to a max of 3.#;;;;;;;;;The depths of the city are filled with archaeological marvels... along with plenty of Sap!;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_53_R2;ALT_BISE_B_BR_53_C;AX;RARE;Bravos Excavator;Bravos Excavator;Bravos Excavator;Bravos Excavator;Bravos Excavator;CHARACTER;CITIZEN;2;2;1;1;3;When I leave the Expedition zone, for each of my boosts — You may #[AUGMENT] target card in play or in Reserve.# (If it has counters, it gains 1 more. This can't target Hero cards.);;;;;;;;;;The depths of the city are filled with archaeological marvels... along with plenty of Sap!;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_54_C;ALT_BISE_B_BR_54_C;BR;COMMON;Pastry Chef;Pastry Chef;Pastry Chef;Pastry Chef;Pastry Chef;CHARACTER;CITIZEN;3;5;2;4;2;{R} If I have 2 or more boosts, draw a card.;{I} When you play another Character — I gain 1 boost, up to a max of 3.;;;;;;;;;Pioneers in more ways than one, the Bravos were the first to experiment with Sap in the culinary arts.;;;;;;Nestor Papatriantafyllou
ALT_BISE_B_BR_54_R1;ALT_BISE_B_BR_54_C;BR;RARE;Pastry Chef;Pastry Chef;Pastry Chef;Pastry Chef;Pastry Chef;CHARACTER;CITIZEN;3;5;2;4;2;#$[SEASONED].#  {R} If I have 2 or more boosts, draw a card.;{I} When you play another Character — I gain 1 boost, up to a max of 3.;;;;;;;;;Pioneers in more ways than one, the Bravos were the first to experiment with Sap in the culinary arts.;;;;;;Nestor Papatriantafyllou
ALT_BISE_B_BR_54_R2;ALT_BISE_B_BR_54_C;YZ;RARE;Pastry Chef;Pastry Chef;Pastry Chef;Pastry Chef;Pastry Chef;CHARACTER;CITIZEN;3;#4#;2;4;2;#$[SEASONED].#  {R} If I have 2 or more boosts, draw a card.;{I} When you play a #Spell# — I gain 1 boost, up to a #max of 2.#;;;;;;;;;Pioneers in more ways than one, the Bravos were the first to experiment with Sap in the culinary arts.;;;;;;Nestor Papatriantafyllou
ALT_BISE_B_BR_55_C;ALT_BISE_B_BR_55_C;BR;COMMON;Hestia;Hestia;Hestia;Hestia;Hestia;CHARACTER;DEITY;4;4;4;2;4;;{I} When you play another Character — You may pay {1} to give it 1 boost.;;;;;;;;;One offering for one serving of stew. House rules.;;;;;;Nestor Papatriantafyllou
ALT_BISE_B_BR_55_R1;ALT_BISE_B_BR_55_C;BR;RARE;Hestia;Hestia;Hestia;Hestia;Hestia;CHARACTER;DEITY;4;4;4;#4#;4;#$[SCOUT_2] {2}.#;{I} When you play another Character — You may pay {1} to give it 1 boost.;;;;;;;;;One offering for one serving of stew. House rules.;;;;;;Nestor Papatriantafyllou
ALT_BISE_B_BR_55_R2;ALT_BISE_B_BR_55_C;AX;RARE;Hestia;Hestia;Hestia;Hestia;Hestia;CHARACTER;DEITY;4;4;4;2;4;;{I} When you play another Character — You may pay {1} to give it 1 boost.;;;;;;;;;One offering for one serving of stew. House rules.;;;;;;Nestor Papatriantafyllou
ALT_BISE_B_BR_56_C;ALT_BISE_B_BR_56_C;BR;COMMON;Aoife, Fire Avatar;Aoife, Fire Avatar;Aoife, Fire Avatar;Aoife, Fire Avatar;Aoife, Fire Avatar;CHARACTER;ADVENTURER ELEMENTAL;5;5;5;4;5;$[SCOUT_2] {2}.  {J} You may have another target Character lose [FLEETING] and gain 1 boost.;;;;;;;;;;When the Firebird's spark ignites within you, that's when you become worthy of joining the Phoenixian Guard.;;;;;;Justice Wong
ALT_BISE_B_BR_56_R1;ALT_BISE_B_BR_56_C;BR;RARE;Aoife, Fire Avatar;Aoife, Fire Avatar;Aoife, Fire Avatar;Aoife, Fire Avatar;Aoife, Fire Avatar;CHARACTER;ADVENTURER ELEMENTAL;5;5;5;4;5;#$[SCOUT_1] {1}.#  {J} You may have another target Character lose [FLEETING] and gain 1 boost.;;;;;;;;;;When the Firebird's spark ignites within you, that's when you become worthy of joining the Phoenixian Guard.;;;;;;Justice Wong
ALT_BISE_B_BR_56_R2;ALT_BISE_B_BR_56_C;MU;RARE;Aoife, Fire Avatar;Aoife, Fire Avatar;Aoife, Fire Avatar;Aoife, Fire Avatar;Aoife, Fire Avatar;CHARACTER;ADVENTURER ELEMENTAL;5;5;5;4;5;#$[SCOUT_1] {1}.#  {J} You may have another target Character lose [FLEETING] and gain 1 boost.;;;;;;;;;;When the Firebird's spark ignites within you, that's when you become worthy of joining the Phoenixian Guard.;;;;;;Justice Wong
ALT_BISE_B_BR_57_C;ALT_BISE_B_BR_57_C;BR;COMMON;Swift Jinn;Swift Jinn;Swift Jinn;Swift Jinn;Swift Jinn;CHARACTER;ELEMENTAL;6;6;5;5;3;$[SCOUT_3] {3}.  {J} You may put a card from your Reserve in your Mana zone (as an exhausted Mana Orb).;;;;;;;;;;The quickest solution when you need extra firepower.;;;;;;Justice Wong
ALT_BISE_B_BR_57_R1;ALT_BISE_B_BR_57_C;BR;RARE;Swift Jinn;Swift Jinn;Swift Jinn;Swift Jinn;Swift Jinn;CHARACTER;ELEMENTAL;6;6;5;5;#5#;$[SCOUT_3] {3}.  {J} You may put a card from your Reserve in your Mana zone as a #ready# Mana Orb.;;;;;;;;;;The quickest solution when you need extra firepower.;;;;;;Justice Wong
ALT_BISE_B_BR_57_R2;ALT_BISE_B_BR_57_C;AX;RARE;Swift Jinn;Swift Jinn;Swift Jinn;Swift Jinn;Swift Jinn;CHARACTER;ELEMENTAL;6;6;5;5;3;$[SCOUT_3] {3}.  {J} You may put a card from your Reserve in your Mana zone (as an exhausted Mana Orb).;;;;;;;;;;The quickest solution when you need extra firepower.;;;;;;Justice Wong
ALT_BISE_B_BR_58_C;ALT_BISE_B_BR_58_C;BR;COMMON;Theseus;Theseus;Theseus;Theseus;Theseus;CHARACTER;ADVENTURER;8;8;6;6;6;$[SCOUT_3] {3}.  {J} Return target Character to its owner's hand.  {R} I gain 2 boosts.;;;;;;;;;;For the brave souls exploring the labyrinthine depths of the city, life often hangs by the thinnest of threads.;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_58_R1;ALT_BISE_B_BR_58_C;BR;RARE;Theseus;Theseus;Theseus;Theseus;Theseus;CHARACTER;ADVENTURER;8;8;6;6;6;#$[SCOUT_4] {4}.#  {J} Send target Character #to Reserve.#  {R} I gain #3 boosts.#;;;;;;;;;;For the brave souls exploring the labyrinthine depths of the city, life often hangs by the thinnest of threads.;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_58_R2;ALT_BISE_B_BR_58_C;MU;RARE;Theseus;Theseus;Theseus;Theseus;Theseus;CHARACTER;ADVENTURER;8;8;6;6;6;$[SCOUT_3] {3}.  {J} Return target Character to its owner's hand.  {R} I gain 2 boosts.;;;;;;;;;;For the brave souls exploring the labyrinthine depths of the city, life often hangs by the thinnest of threads.;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_59_C;ALT_BISE_B_BR_59_C;BR;COMMON;Lernaean Hydra;Lernaean Hydra;Lernaean Hydra;Lernaean Hydra;Lernaean Hydra;CHARACTER;DRAGON;6;6;0;0;0;{J} I gain 1 boost per Mana Orb in your Mana Zone.;;;;;;;;;;If you want to butt heads, it'll probably win...;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_59_R1;ALT_BISE_B_BR_59_C;BR;RARE;Lernaean Hydra;Lernaean Hydra;Lernaean Hydra;Lernaean Hydra;Lernaean Hydra;CHARACTER;DRAGON;#5#;#5#;0;0;0;{J} I gain 1 boost per Mana Orb in your Mana Zone.;;;;;;;;;;If you want to butt heads, it'll probably win...;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_59_R2;ALT_BISE_B_BR_59_C;LY;RARE;Lernaean Hydra;Lernaean Hydra;Lernaean Hydra;Lernaean Hydra;Lernaean Hydra;CHARACTER;DRAGON;#5#;#5#;0;0;0;{J} I gain 1 boost per Mana Orb in your Mana Zone.;;;;;;;;;;If you want to butt heads, it'll probably win...;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_60_C;ALT_BISE_B_BR_60_C;BR;COMMON;Cuppa Sap;Cuppa Sap;Cuppa Sap;Cuppa Sap;Cuppa Sap;SPELL;BOON;1;2;;;;Target Character in Reserve gains 2 boosts.;;;;;;;;;;Sap beverages may not be everyone's cup of tea, but they sure perk you up!;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_60_R1;ALT_BISE_B_BR_60_C;BR;RARE;Cuppa Sap;Cuppa Sap;Cuppa Sap;Cuppa Sap;Cuppa Sap;SPELL;BOON;1;2;;;;Target Character in Reserve gains #3 boosts.#;;;;;;;;;;Sap beverages may not be everyone's cup of tea, but they sure perk you up!;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_60_R2;ALT_BISE_B_BR_60_C;AX;RARE;Cuppa Sap;Cuppa Sap;Cuppa Sap;Cuppa Sap;Cuppa Sap;SPELL;BOON;1;2;;;;Target Character in Reserve gains 2 boosts.;;;;;;;;;;Sap beverages may not be everyone's cup of tea, but they sure perk you up!;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_61_C;ALT_BISE_B_BR_61_C;BR;COMMON;Duel of Grit;Duel of Grit;Duel of Grit;Duel of Grit;Duel of Grit;SPELL;DISRUPTION;2;2;;;;$[FLEETING].  Send to Reserve target Character with Hand Cost less than or equal to the Hand Cost of a Character you control.;;;;;;;;;;Fiore was the first of the Seven Blades to clash with Atsadi.;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_61_R1;ALT_BISE_B_BR_61_C;BR;RARE;Duel of Grit;Duel of Grit;Duel of Grit;Duel of Grit;Duel of Grit;SPELL;DISRUPTION;2;2;;;;[FLEETING].  #Discard# target Character with Hand Cost less than or equal to the Hand Cost of a Character you control.;;;;;;;;;;Fiore was the first of the Seven Blades to clash with Atsadi.;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_61_R2;ALT_BISE_B_BR_61_C;LY;RARE;Duel of Grit;Duel of Grit;Duel of Grit;Duel of Grit;Duel of Grit;SPELL;DISRUPTION;2;2;;;;[FLEETING].  #Discard# target Character with Hand Cost less than or equal to the Hand Cost of a Character you control.;;;;;;;;;;Fiore was the first of the Seven Blades to clash with Atsadi.;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_62_C;ALT_BISE_B_BR_62_C;BR;COMMON;The Stew;The Stew;The Stew;The Stew;The Stew;EXPEDITION_PERMANENT;GEAR;2;2;;;;{J} Target Character gains 1 boost.  Characters in my Expedition are [SEASONED_CHA_P]. (They keep their boosts when they go to Reserve.);;;;;;;;;;Can you guess the secret ingredient? It's seasoned with Sap.;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_62_R1;ALT_BISE_B_BR_62_C;BR;RARE;The Stew;The Stew;The Stew;The Stew;The Stew;EXPEDITION_PERMANENT;GEAR;#1#;#1#;;;;{J}# You may pay {1}# to have target Character gain 1 boost #or lose [FLEETING].#  Characters in my Expedition are [SEASONED_CHA_P]. (They keep their boosts when they go to Reserve.);;;;;;;;;;Can you guess the secret ingredient? It's seasoned with Sap.;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_62_R2;ALT_BISE_B_BR_62_C;MU;RARE;The Stew;The Stew;The Stew;The Stew;The Stew;EXPEDITION_PERMANENT;GEAR;2;2;;;;{J} Target Character gains 1 boost.  Characters in my Expedition are [SEASONED_CHA_P]. (They keep their boosts when they go to Reserve.);;;;;;;;;;Can you guess the secret ingredient? It's seasoned with Sap.;;;;;;Ed Chee, S.Yong & Stephen
ALT_BISE_B_BR_63_C;ALT_BISE_B_BR_63_C;BR;COMMON;The Mess;The Mess;The Mess;The Mess;The Mess;LANDMARK_PERMANENT;CONSTRUCTION;2;2;;;;When a Character leaves your Expeditions — I gain 1 Food counter.  {T}, Spend 3 of my Food counters: $[RESUPPLY_LOW].;;;;;;;;;;Every evening, the Mess overflows with laughter and shouting as explorers share their daily exploits.;;;;;;Fahmi Fauzi
ALT_BISE_B_BR_63_R1;ALT_BISE_B_BR_63_C;BR;RARE;The Mess;The Mess;The Mess;The Mess;The Mess;LANDMARK_PERMANENT;CONSTRUCTION;2;2;;;;When a #non-token# Character leaves your Expeditions — I gain 1 Food counter.  {T}, #Spend 4# of my Food counters: #draw a card.#;;;;;;;;;;Every evening, the Mess overflows with laughter and shouting as explorers share their daily exploits.;;;;;;Fahmi Fauzi
ALT_BISE_B_BR_63_R2;ALT_BISE_B_BR_63_C;YZ;RARE;The Mess;The Mess;The Mess;The Mess;The Mess;LANDMARK_PERMANENT;CONSTRUCTION;2;2;;;;When a #non-token# Character leaves your Expeditions — I gain 1 Food counter.  {T}, #Spend 4# of my Food counters: #draw a card.#;;;;;;;;;;Every evening, the Mess overflows with laughter and shouting as explorers share their daily exploits.;;;;;;Fahmi Fauzi
ALT_BISE_B_LY_49_C;ALT_BISE_B_LY_49_C;LY;COMMON;BLISS Bassist;BLISS Bassist;BLISS Bassist;BLISS Bassist;BLISS Bassist;CHARACTER;ARTIST;1;2;0;0;2;;{I} When you play another Character with a base statistic of 0 — I gain 1 boost, up to a max of 2.;;;;;;;;;"""This one's for all the explorers out there and all the hard work they do. They're not just monkeyin' around!"" — Boona";;;;;;Zero Wen
ALT_BISE_B_LY_49_R1;ALT_BISE_B_LY_49_C;LY;RARE;BLISS Bassist;BLISS Bassist;BLISS Bassist;BLISS Bassist;BLISS Bassist;CHARACTER;ARTIST;#2#;#3#;0;0;#3#;#If I'm [BOOSTED], the {V}, {M}, and {O} of other Characters you control are equal to their highest statistic.#;{I} When you play another Character with a base statistic of 0 — I gain 1 boost, up to a max of 2.;;;;;;;;;"""This one's for all the explorers out there and all the hard work they do. They're not just monkeyin' around!"" — Boona";;;;;;Zero Wen
ALT_BISE_B_LY_49_R2;ALT_BISE_B_LY_49_C;YZ;RARE;BLISS Bassist;BLISS Bassist;BLISS Bassist;BLISS Bassist;BLISS Bassist;CHARACTER;ARTIST;#2#;#3#;0;0;#3#;#If I'm [BOOSTED], the {V}, {M}, and {O} of other Characters you control are equal to their highest statistic.#;{I} When you play a #Spell# — I gain 1 boost, up to a max of 2.;;;;;;;;;"""This one's for all the explorers out there and all the hard work they do. They're not just monkeyin' around!"" — Boona";;;;;;Zero Wen
ALT_BISE_B_LY_50_C;ALT_BISE_B_LY_50_C;LY;COMMON;BLISS Fan;BLISS Fan;BLISS Fan;BLISS Fan;BLISS Fan;CHARACTER;ARTIST;2;1;1;1;0;When a Character in your Reserve gains 1 or more boosts — I gain 1 boost.;;;;;;;;;;BLISS lets the fans who bring back the most Sap come up on stage with them.;;;;;;Aaron Ming
ALT_BISE_B_LY_50_R1;ALT_BISE_B_LY_50_C;LY;RARE;BLISS Fan;BLISS Fan;BLISS Fan;BLISS Fan;BLISS Fan;CHARACTER;ARTIST;2;1;1;1;0;When a Character in your Reserve gains 1 or more boosts — #Target Character# gains 1 boost.;;;;;;;;;;BLISS lets the fans who bring back the most Sap come up on stage with them.;;;;;;Aaron Ming
ALT_BISE_B_LY_50_R2;ALT_BISE_B_LY_50_C;BR;RARE;BLISS Fan;BLISS Fan;BLISS Fan;BLISS Fan;BLISS Fan;CHARACTER;ARTIST;2;1;1;1;0;When a Character in your Reserve gains 1 or more boosts — I gain 1 boost.;;;;;;;;;;BLISS lets the fans who bring back the most Sap come up on stage with them.;;;;;;Aaron Ming
ALT_BISE_B_LY_51_C;ALT_BISE_B_LY_51_C;LY;COMMON;Lyra Contortionist;Lyra Contortionist;Lyra Contortionist;Lyra Contortionist;Lyra Contortionist;CHARACTER;ARTIST;2;2;2;3;0;;{I} I don't count towards your Reserve limit.;;;;;;;;;The Lyra from the Tisdhera clan will bend over backwards for their community.;;;;;;Khoa Viet
ALT_BISE_B_LY_51_R1;ALT_BISE_B_LY_51_C;LY;RARE;Lyra Contortionist;Lyra Contortionist;Lyra Contortionist;Lyra Contortionist;Lyra Contortionist;CHARACTER;ARTIST;2;#3#;2;3;0;#{R} I lose [FLEETING].#;{I} I don't count towards your Reserve limit.;;;;;;;;;The Lyra from the Tisdhera clan will bend over backwards for their community.;;;;;;Khoa Viet
ALT_BISE_B_LY_51_R2;ALT_BISE_B_LY_51_C;MU;RARE;Lyra Contortionist;Lyra Contortionist;Lyra Contortionist;Lyra Contortionist;Lyra Contortionist;CHARACTER;ARTIST;2;2;#3#;#2#;0;;{I} I don't count towards your Reserve limit.;;;;;;;;;The Lyra from the Tisdhera clan will bend over backwards for their community.;;;;;;Khoa Viet
ALT_BISE_B_LY_52_C;ALT_BISE_B_LY_52_C;LY;COMMON;BLISS Keytarist;BLISS Keytarist;BLISS Keytarist;BLISS Keytarist;BLISS Keytarist;CHARACTER;ARTIST;2;3;2;0;2;At Dusk — If I'm [BOOSTED], reveal the top card of your deck. If it's a Character with a base statistic of 0, draw it. Otherwise, discard it.;{I} When you play another Character with a base statistic of 0 — I gain 1 boost, up to a max of 2.;;;;;;;;;"""Make some noise for all the brave folks pulling Sap up from the depths!"" — Orbec";;;;;;Zero Wen
ALT_BISE_B_LY_52_R1;ALT_BISE_B_LY_52_C;LY;RARE;BLISS Keytarist;BLISS Keytarist;BLISS Keytarist;BLISS Keytarist;BLISS Keytarist;CHARACTER;ARTIST;2;3;2;0;2;At Dusk — If I'm [BOOSTED], reveal the top card of your deck. If it's an #Artist# or #Song#, draw it. Otherwise, discard it.;{I} When you play another Character with a base statistic of 0 — I gain 1 boost, up to a max of 2.;;;;;;;;;"""Make some noise for all the brave folks pulling Sap up from the depths!"" — Orbec";;;;;;Zero Wen
ALT_BISE_B_LY_52_R2;ALT_BISE_B_LY_52_C;AX;RARE;BLISS Keytarist;BLISS Keytarist;BLISS Keytarist;BLISS Keytarist;BLISS Keytarist;CHARACTER;ARTIST;2;3;2;0;2;At Dusk — If I'm [BOOSTED], reveal the top card of your deck. If it's a #Robot# or #Permanent#, draw it. Otherwise, discard it.;{I} #At Noon — Choose one:# • I gain 1 boost, up to a #max of 3.# • #{T} : I gain 2 boosts, up to a max of 3.#;;;;;;;;;"""Make some noise for all the brave folks pulling Sap up from the depths!"" — Orbec";;;;;;Zero Wen
ALT_BISE_B_LY_53_C;ALT_BISE_B_LY_53_C;LY;COMMON;Daedalus;Daedalus;Daedalus;Daedalus;Daedalus;CHARACTER;ENGINEER;3;3;0;3;3;{H} Target a Character in Reserve. Then, roll a die:  • On a 4+, we both gain 1 boost.  • On a 1-3, it gains 1 boost.;;;;;;;;;;No one is truly lost, for all are exactly where fate wants them to be.;;;;;;Taras Susak
ALT_BISE_B_LY_53_R1;ALT_BISE_B_LY_53_C;LY;RARE;Daedalus;Daedalus;Daedalus;Daedalus;Daedalus;CHARACTER;ENGINEER;3;3;0;3;3;#$[SCOUT_1] {1}.#  #{J}# Target another Character #in play# or in Reserve. Then, roll a die:  • On a 4+, we both gain 1 boost.  • On a 1-3, it gains 1 boost.;;;;;;;;;;No one is truly lost, for all are exactly where fate wants them to be.;;;;;;Taras Susak
ALT_BISE_B_LY_53_R2;ALT_BISE_B_LY_53_C;BR;RARE;Daedalus;Daedalus;Daedalus;Daedalus;Daedalus;CHARACTER;ENGINEER;3;3;0;3;3;#$[SCOUT_1] {1}.#  #{J}# Target another Character #in play# or in Reserve. Then, roll a die:  • On a 4+, we both gain 1 boost.  • On a 1-3, it gains 1 boost.;;;;;;;;;;No one is truly lost, for all are exactly where fate wants them to be.;;;;;;Taras Susak
ALT_BISE_B_LY_54_C;ALT_BISE_B_LY_54_C;LY;COMMON;BLISS Drummer;BLISS Drummer;BLISS Drummer;BLISS Drummer;BLISS Drummer;CHARACTER;ARTIST;4;5;4;4;0;If I'm [BOOSTED], other Characters cost {1} less to play from your Reserve, with a minimum of {1}.;{I} When you play another Character with a base statistic of 0 — I gain 1 boost, up to a max of 2.;;;;;;;;;"""Throw your hands up in the air for everyone who's hauling out those amazing relics from the City of Scholars!"" — Tamati";;;;;;Zero Wen
ALT_BISE_B_LY_54_R1;ALT_BISE_B_LY_54_C;LY;RARE;BLISS Drummer;BLISS Drummer;BLISS Drummer;BLISS Drummer;BLISS Drummer;CHARACTER;ARTIST;4;#4#;4;4;0;If I'm [BOOSTED], other #Artists# cost {1} less to play from your Reserve, with a minimum of {1}.;{I} When you play another Character with a base statistic of 0 — I gain 1 boost, up to a max of 2.;;;;;;;;;"""Throw your hands up in the air for everyone who's hauling out those amazing relics from the City of Scholars!"" — Tamati";;;;;;Zero Wen
ALT_BISE_B_LY_54_R2;ALT_BISE_B_LY_54_C;AX;RARE;BLISS Drummer;BLISS Drummer;BLISS Drummer;BLISS Drummer;BLISS Drummer;CHARACTER;ARTIST;4;#4#;4;4;0;If I'm [BOOSTED], #Robots# cost {1} less to play from your Reserve, with a minimum of {1}.;{I} #At Noon — Choose one:#  • I gain 1 boost, up to a #max of 3.#  • #{T} : I gain 2 boosts, up to a max of 3.#;;;;;;;;;"""Throw your hands up in the air for everyone who's hauling out those amazing relics from the City of Scholars!"" — Tamati";;;;;;Zero Wen
ALT_BISE_B_LY_55_C;ALT_BISE_B_LY_55_C;LY;COMMON;Lakshmi;Lakshmi;Lakshmi;Lakshmi;Lakshmi;CHARACTER;DEITY;3;3;2;2;2;When you roll one or more dice — I gain 1 boost.;;;;;;;;;;Fortune smiles on those who give themselves over to it.;;;;;;Taras Susak
ALT_BISE_B_LY_55_R1;ALT_BISE_B_LY_55_C;LY;RARE;Lakshmi;Lakshmi;Lakshmi;Lakshmi;Lakshmi;CHARACTER;DEITY;3;3;2;2;2;When you roll one or more dice — #If the result is 6+, draw a card.#;#{I} When you roll one or more dice — I gain 1 boost, up to a max of 2.#;;;;;;;;;Fortune smiles on those who give themselves over to it.;;;;;;Taras Susak
ALT_BISE_B_LY_55_R2;ALT_BISE_B_LY_55_C;YZ;RARE;Lakshmi;Lakshmi;Lakshmi;Lakshmi;Lakshmi;CHARACTER;DEITY;3;3;#3#;#3#;#3#;When you #sacrifice a Character# — I gain 1 boost.;;;;;;;;;;Fortune smiles on those who give themselves over to it.;;;;;;Taras Susak
ALT_BISE_B_LY_56_C;ALT_BISE_B_LY_56_C;LY;COMMON;Efrén, Puppet Master;Efrén, Puppet Master;Efrén, Puppet Master;Efrén, Puppet Master;Efrén, Puppet Master;CHARACTER;ARTIST;5;4;4;5;4;{H} Roll a die:  • On a 4+, [SABOTAGE_LOW]. (Discard up to one target card from a Reserve.)  • On a 1-3, [RESUPPLY_LOW]. (Put the top card of your deck in Reserve.);;;;;;;;;;"""I could never let the winding threads of fate separate me from my daughter."" — Efrén";;;;;;Bastien Jez
