ID;ID Base;Faction;Alteration;Name;Name En;Colonne3;Colonne2;Colonne1;Type;Sub-Type;Cost;Recall Cost;Vegetal;Mineral;Aquatic;Effect;Echo;;;;;;;;;flavor;;;;;#;Artist;Placeholder Y/N;Etat Brief;Tags;State;Changement;Commentaire;Promo?;;;;;
ALT_DUSTER_B_BR_93_R2;ALT_DUSTER_B_BR_93_C;AX;RARE;Bravos Lookout;Bravos Lookout;;;;CHARACTER;ADVENTURER;2;#4#;0;3;3;{R} I gain #2 boosts.#;#{D} : The next Character played from your hand this turn activates one of its {r} abilities.#;;;;;;;;;"""I think I've found a good spot!""";;;;;022;Christophe Young;FAUX;Brief Done;;;;;B;;;;;
ALT_DUSTER_B_BR_90_C;ALT_DUSTER_B_BR_90_C;BR;COMMON;Isabel Letham;Isabel Letham;;;;CHARACTER;ADVENTURER;2;3;3;0;3;{R} You may [RUSH] to [RESUPPLY_INF]. (Rush means playing another card immediately.);;;;;;;;;;The lowest point of the wave is where she draws all her strength.;;;;;023;HuoMiao Studio;FAUX;Envoi Brief;{R}, Feature 3 - Rush/Pass;;;;B;;;;;
ALT_DUSTER_B_BR_90_R1;ALT_DUSTER_B_BR_90_C;BR;RARE;Isabel Letham;Isabel Letham;;;;CHARACTER;ADVENTURER;2;#2#;#2#;0;3;{R} #[RESUPPLY], then# you may [RUSH].;;;;;;;;;;The lowest point of the wave is where she draws all her strength.;;;;;023;HuoMiao Studio;FAUX;Envoi Brief;{R}, Feature 3 - Rush/Pass;;;;B;;;;;
ALT_DUSTER_B_BR_90_R2;ALT_DUSTER_B_BR_90_C;LY;RARE;Isabel Letham;Isabel Letham;;;;CHARACTER;ADVENTURER;2;#2#;#2#;0;3;{R} #[RESUPPLY], then# you may [RUSH].;;;;;;;;;;The lowest point of the wave is where she draws all her strength.;;;;;023;HuoMiao Studio;FAUX;Envoi Brief;{R}, Feature 3 - Rush/Pass;;;;B;;;;;
ALT_DUSTER_B_BR_87_C;ALT_DUSTER_B_BR_87_C;BR;COMMON;Reka Skipper;Reka Skipper;;;;CHARACTER;CITIZEN;2;3;0;0;3;"When my Expedition moves forward — Create a [MANASEED] token in your Landmarks. (It's a Permanent with ""{T}, Sacrifice me: Ready a Mana Orb."")";;;;;;;;;;Into the great wide open.;;;;;024;Jefrey Yonathan;FAUX;Brief Done;Mainfeature 1 - Manaseed;;;;B;;;;;
ALT_DUSTER_B_BR_87_R1;ALT_DUSTER_B_BR_87_C;BR;RARE;Reka Skipper;Reka Skipper;;;;CHARACTER;CITIZEN;2;3;0;0;3;#{R} I gain 1 boost.#  When my Expedition moves forward — Create a [MANASEED] token in your Landmarks.;;;;;;;;;;Into the great wide open.;;;;;024;Jefrey Yonathan;FAUX;Brief Done;Mainfeature 1 - Manaseed, {R};;;;B;;;;;
ALT_DUSTER_B_BR_87_R2;ALT_DUSTER_B_BR_87_C;LY;RARE;Reka Skipper;Reka Skipper;;;;CHARACTER;CITIZEN;2;3;0;0;3;When my Expedition moves forward — Create a [MANASEED] token in your Landmarks.;;;;;;;;;;Into the great wide open.;;;;;024;Jefrey Yonathan;FAUX;Brief Done;Mainfeature 1 - Manaseed;;;;B;;;;;
ALT_DUSTER_B_BR_95_C;ALT_DUSTER_B_BR_95_C;BR;COMMON;Deep-Cloud Instructor;Deep-Cloud Instructor;;;;CHARACTER;TRAINER;2;4;1;3;1;{H} You may [RUSH] a Character. If played from your hand, it activates one of its {r} abilities. (Rush means playing it immediately.)  {R} I gain 2 boosts.;;;;;;;;;;Without this suit, diving into the Tumult would be a death sentence.;;;;;025;Victor Canton;FAUX;Brief Done;Feature 3 - Rush/Pass, {R};;;;B;;;;;
ALT_DUSTER_B_BR_95_R1;ALT_DUSTER_B_BR_95_C;BR;RARE;Deep-Cloud Instructor;Deep-Cloud Instructor;;;;CHARACTER;TRAINER;2;#3#;1;3;1;#{J}# You may [RUSH] a Character. If played from your hand, it activates one of its {r} abilities.  {R} I gain #1 boost.#;;;;;;;;;;Without this suit, diving into the Tumult would be a death sentence.;;;;;025;Victor Canton;FAUX;Brief Done;Feature 3 - Rush/Pass, {R};;;;B;;;;;
ALT_DUSTER_B_BR_95_R2;ALT_DUSTER_B_BR_95_C;AX;RARE;Deep-Cloud Instructor;Deep-Cloud Instructor;;;;CHARACTER;TRAINER;2;#3#;1;3;1;#{J}# You may [RUSH] a Character. If played from your hand, it activates one of its {r} abilities.  {R} I gain #1 boost.#;;;;;;;;;;Without this suit, diving into the Tumult would be a death sentence.;;;;;025;Victor Canton;FAUX;Brief Done;Feature 3 - Rush/Pass, {R};;;;B;;;;;
ALT_DUSTER_B_BR_91_C;ALT_DUSTER_B_BR_91_C;BR;COMMON;Bravos Cloudhog;Bravos Cloudhog;;;;CHARACTER;ADVENTURER ROGUE;2;4;2;2;2;{R} [SABOTAGE]. If you discarded a Character this way, I gain 1 boost.;;;;;;;;;;"""Ladies and gentlemen, you are about to experience some turbulence.""";;;;;026;Zael;FAUX;Brief Done;{R}, Reserve Interaction;;;;B;;;;;
ALT_DUSTER_B_BR_91_R1;ALT_DUSTER_B_BR_91_C;BR;RARE;Bravos Cloudhog;Bravos Cloudhog;;;;CHARACTER;ADVENTURER ROGUE;2;4;2;2;#3#;{R} [SABOTAGE]. If you discarded a Character this way, I gain #2 boosts, otherwise I gain 1 boost.#;;;;;;;;;;"""Ladies and gentlemen, you are about to experience some turbulence.""";;;;;026;Zael;FAUX;Brief Done;{R}, Reserve Interaction;;;;B;;;;;
ALT_DUSTER_B_BR_91_R2;ALT_DUSTER_B_BR_91_C;AX;RARE;Bravos Cloudhog;Bravos Cloudhog;;;;CHARACTER;ADVENTURER ROGUE;2;4;2;2;#3#;{R} [SABOTAGE]. If you discarded a Character this way, I gain #2 boosts, otherwise I gain 1 boost.#;;;;;;;;;;"""Ladies and gentlemen, you are about to experience some turbulence.""";;;;;026;Zael;FAUX;Brief Done;{R}, Reserve Interaction;;;;B;;;;;
ALT_DUSTER_B_BR_92_C;ALT_DUSTER_B_BR_92_C;BR;COMMON;Reka Peddler;Reka Peddler;;;;CHARACTER;MERCHANT;3;2;3;2;3;"{R} I lose [FLEETING], then create a [MANASEED] token in target opponent's Landmarks. (It's a Permanent with ""{T}, Sacrifice me: Ready a Mana Orb."")";;;;;;;;;;"""Keep the change!""";;;;;027;Gamon Studio;FAUX;Brief Done;{R}, Mainfeature 1 - Manaseed, Feature 1 - Gift, Warning Uniques;;;;B;;;;;
ALT_DUSTER_B_BR_92_R1;ALT_DUSTER_B_BR_92_C;BR;RARE;Reka Peddler;Reka Peddler;;;;CHARACTER;MERCHANT;3;2;3;#3#;3;{R} #You may# create a [MANASEED] token in target opponent's Landmarks. #If you do,# I lose [FLEETING].;;;;;;;;;;"""Keep the change!""";;;;;027;Gamon Studio;FAUX;Brief Done;{R}, Mainfeature 1 - Manaseed, Feature 1 - Gift, Warning Uniques, Constructed spoiler;;;;B;;;;;
ALT_DUSTER_B_BR_92_R2;ALT_DUSTER_B_BR_92_C;MU;RARE;Reka Peddler;Reka Peddler;;;;CHARACTER;MERCHANT;3;2;3;#3#;3;{R} #You may# create a [MANASEED] token in target opponent's Landmarks. #If you do,# I lose [FLEETING].;;;;;;;;;;"""Keep the change!""";;;;;027;Gamon Studio;FAUX;Brief Done;{R}, Mainfeature 1 - Manaseed, Feature 1 - Gift, Warning Uniques;;;;B;;;;;
ALT_DUSTER_B_BR_97_C;ALT_DUSTER_B_BR_97_C;BR;COMMON;Haven Trainer;Haven Trainer;;;;CHARACTER;TRAINER;3;3;3;3;2;{H} You may [RUSH] (play another card immediately). If you would play a card from Reserve this way, you may pay its Hand Cost instead of its Reserve Cost.;;;;;;;;;;"""Yeah, you've still got a few things to learn…""";;;;;028;Khoa Viet;FAUX;Brief Done;Feature 3 - Rush/Pass;;;;B;;;;;
ALT_DUSTER_B_BR_97_R1;ALT_DUSTER_B_BR_97_C;BR;RARE;Haven Trainer;Haven Trainer;;;;CHARACTER;TRAINER;3;3;3;3;#3#;#{J}# You may [RUSH]. If you would play a card from Reserve this way, you may pay its Hand Cost instead of its Reserve Cost.;;;;;;;;;;"""Yeah, you've still got a few things to learn…""";;;;;028;Khoa Viet;FAUX;Brief Done;Feature 3 - Rush/Pass;;;;B;;;;;
ALT_DUSTER_B_BR_97_R2;ALT_DUSTER_B_BR_97_C;YZ;RARE;Haven Trainer;Haven Trainer;;;;CHARACTER;TRAINER;3;3;3;3;#3#;#{J}# You may [RUSH]. If you would play a card from Reserve this way, you may pay its Hand Cost instead of its Reserve Cost.;;;;;;;;;;"""Yeah, you've still got a few things to learn…""";;;;;028;Khoa Viet;FAUX;Brief Done;Feature 3 - Rush/Pass;;;;B;;;;;
ALT_DUSTER_B_BR_89_C;ALT_DUSTER_B_BR_89_C;BR;COMMON;Kedarm;Kedarm;;;;CHARACTER;ANIMAL;3;3;3;3;3;;{D} : The next Character played from your hand this turn activates one of its {r} abilities.;;;;;;;;;One of the many amazing Chimaeras that inhabit the Sea of Tumult.;;;;;029;Zael;FAUX;Envoi Brief;;;;;B;;;;;
ALT_DUSTER_B_BR_89_R1;ALT_DUSTER_B_BR_89_C;BR;RARE;Kedarm;Kedarm;;;;CHARACTER;ANIMAL;3;3;3;3;3;#When I go to Reserve from the Expedition zone — You may return another target Character from your Reserve to your hand.#;{D} : The next Character played from your hand this turn activates one of its {r} abilities.;;;;;;;;;One of the many amazing Chimaeras that inhabit the Sea of Tumult.;;;;;029;Zael;FAUX;Envoi Brief;{R}, Limited signpost;;;;B;;;;;
ALT_DUSTER_B_BR_89_R2;ALT_DUSTER_B_BR_89_C;AX;RARE;Kedarm;Kedarm;;;;CHARACTER;ANIMAL;3;3;3;3;3;#When I go to Reserve from the Expedition zone — You may return another target Character from your Reserve to your hand.#;{D} : The next Character played from your hand this turn activates one of its {r} abilities.;;;;;;;;;One of the many amazing Chimaeras that inhabit the Sea of Tumult.;;;;;029;Zael;FAUX;Envoi Brief;{R}, Limited signpost;;;;B;;;;;
ALT_DUSTER_B_BR_101_C;ALT_DUSTER_B_BR_101_C;BR;COMMON;Departed Brother;Departed Brother;;;;CHARACTER;ADVENTURER;3;3;4;4;1;{R} You may pay {1} to draw a card.;;;;;;;;;;"""In my memory, you're there every time I cross paths with a Leviathan."" — Sol";;;;;030;Zero Wen;FAUX;Envoi Brief;{R}, Simple, Feature 3 - Rush/Pass, Card Advantage;;;;B;;;;;
ALT_DUSTER_B_BR_101_R1;ALT_DUSTER_B_BR_101_C;BR;RARE;Departed Brother;Departed Brother;;;;CHARACTER;ADVENTURER;3;3;4;4;1;#When you pass first —# You may pay {1} to draw a card.;;;;;;;;;;"""In my memory, you're there every time I cross paths with a Leviathan."" — Sol";;;;;030;Zero Wen;FAUX;Envoi Brief;Feature 3 - Rush/Pass, Card Advantage;;;;B;;;;;
ALT_DUSTER_B_BR_101_R2;ALT_DUSTER_B_BR_101_C;MU;RARE;Departed Brother;Departed Brother;;;;CHARACTER;ADVENTURER;3;3;4;4;1;#When you pass first —# You may pay {1} to draw a card.;;;;;;;;;;"""In my memory, you're there every time I cross paths with a Leviathan."" — Sol";;;;;030;Zero Wen;FAUX;Envoi Brief;Card Advantage, Feature 1 - Gift, Mainfeature 1 - Manaseed;;;;B;;;;;
ALT_DUSTER_B_BR_94_C;ALT_DUSTER_B_BR_94_C;BR;COMMON;Reka Fisherman;Reka Fisherman;;;;CHARACTER;CITIZEN;3;5;2;2;4;"{R} Create two [MANASEED] tokens in your Landmarks. (They are Permanents with ""{T}, Sacrifice me: Ready a Mana Orb."")";;;;;;;;;;"""Haha, check it out, it's already stuffed!""";;;;;031;Victor Canton;FAUX;Brief Done;{R}, Mainfeature 1 - Manaseed, Limited signpost;;;;B;;;;;
ALT_DUSTER_B_BR_94_R1;ALT_DUSTER_B_BR_94_C;BR;RARE;Reka Fisherman;Reka Fisherman;;;;CHARACTER;CITIZEN;3;5;#3#;#3#;4;#{R} Draw a card.#  {R} Create two [MANASEED] tokens in your Landmarks.;;;;;;;;;;"""Haha, check it out, it's already stuffed!""";;;;;031;Victor Canton;FAUX;Brief Done;{R}, Mainfeature 1 - Manaseed, Limited signpost;;;;B;;;;;
ALT_DUSTER_B_BR_94_R2;ALT_DUSTER_B_BR_94_C;AX;RARE;Reka Fisherman;Reka Fisherman;;;;CHARACTER;CITIZEN;3;5;#3#;#3#;4;#{R} Draw a card.#  {R} Create two [MANASEED] tokens in your Landmarks.;;;;;;;;;;"""Haha, check it out, it's already stuffed!""";;;;;031;Victor Canton;FAUX;Brief Done;{R}, Mainfeature 1 - Manaseed, Limited signpost;;;;B;;;;;
ALT_DUSTER_B_BR_96_C;ALT_DUSTER_B_BR_96_C;BR;COMMON;Nephele;Nephele;;;;CHARACTER;FAIRY;4;4;5;3;5;"{J} You may pass. If you don't, create a [MANASEED] token in target opponent's Landmarks. (It's a Permanent with ""{T}, Sacrifice me: Ready a Mana Orb."")";;;;;;;;;;Even the brightest day of sunshine has its clouds.;;;;;032;Taras Susak;FAUX;Brief Done;Mainfeature 1 - Manaseed, Feature 1 - Gift, Constructed spoiler;;;;B;;;;;
ALT_DUSTER_B_BR_96_R1;ALT_DUSTER_B_BR_96_C;BR;RARE;Nephele;Nephele;;;;CHARACTER;FAIRY;4;4;5;#5#;5;{J} You may pass. #If you do,# create a [MANASEED] token in #another target player's# Landmarks.;;;;;;;;;;Even the brightest day of sunshine has its clouds.;;;;;032;Taras Susak;FAUX;Brief Done;Mainfeature 1 - Manaseed, Feature 1 - Gift, Multiplayer;;;;B;;;;;
ALT_DUSTER_B_BR_96_R2;ALT_DUSTER_B_BR_96_C;MU;RARE;Nephele;Nephele;;;;CHARACTER;FAIRY;4;4;5;#5#;5;{J} You may pass. #If you do,# create a [MANASEED] token in #another target player's# Landmarks.;;;;;;;;;;Even the brightest day of sunshine has its clouds.;;;;;032;Taras Susak;FAUX;Brief Done;Mainfeature 1 - Manaseed, Feature 1 - Gift, Multiplayer;;;;B;;;;;
ALT_DUSTER_B_BR_98_C;ALT_DUSTER_B_BR_98_C;BR;COMMON;Wanax, Reka Hexarch;Wanax, Reka Hexarch;;;;CHARACTER;NOBLE;5;5;6;6;6;Play me for {1} less per other card you played this turn.  {J} Pass. (Don't take any more turns this Day.);;;;;;;;;;"""I'll show you how to work without a net!""";;;;;033;Taras Susak;VRAI;Brief Done;Complex, Promo Booster;;;;B;;;;;
ALT_DUSTER_B_BR_98_E;ALT_DUSTER_B_BR_98_C;BR;EXALTED;Wanax, Reka Hexarch;Wanax, Reka Hexarch;;;;CHARACTER;NOBLE;5;5;6;6;6;Play me for {1} less per other card you played this turn.  {J} Pass. (Don't take any more turns this Day.);;;;;;;;;;"""I'll show you how to work without a net!""";;;;;033;Taras Susak;FAUX;Brief Done;Complex, Promo Booster;;;;B;;;;;
ALT_DUSTER_B_BR_99_C;ALT_DUSTER_B_BR_99_C;BR;COMMON;Market Encounter;Market Encounter;;;;SPELL;MANEUVER;2;2;;;;"Create a [MANASEED] token in your Landmarks. (It's a Permanent with ""{T}, Sacrifice me: Ready a Mana Orb."")";{D} : The next Character played from your hand this turn activates one of its {r} abilities.;;;;;;;;;"""Your catch of the day deserves a Manaseed!""";;;;;034;Justice Wong;FAUX;Brief Done;Mainfeature 1 - Manaseed, Promo Adventure Pass;;;;B;;;;;
ALT_DUSTER_B_BR_99_R1;ALT_DUSTER_B_BR_99_C;BR;RARE;Market Encounter;Market Encounter;;;;SPELL;MANEUVER;#3#;#4#;;;;#Put the top card of your deck in your Mana zone (as an exhausted Mana Orb).#;{D} : The next Character played from your hand this turn activates one of its {r} abilities.;;;;;;;;;"""Your catch of the day deserves a Manaseed!""";;;;;034;Justice Wong;FAUX;Brief Done;Mainfeature 1 - Manaseed, Promo Adventure Pass;;;;B;;;;;
ALT_DUSTER_B_BR_99_R2;ALT_DUSTER_B_BR_99_C;AX;RARE;Market Encounter;Market Encounter;;;;SPELL;MANEUVER;2;2;;;;Create a [MANASEED] token in your Landmarks.;{D} : The next Character played from your hand this turn activates one of its {r} abilities.;;;;;;;;;"""Your catch of the day deserves a Manaseed!""";;;;;034;Justice Wong;FAUX;Brief Done;Mainfeature 1 - Manaseed, Promo Adventure Pass;;;;B;;;;;
ALT_DUSTER_B_BR_100_C;ALT_DUSTER_B_BR_100_C;BR;COMMON;Catch of the Day;Catch of the Day;;;;SPELL;DISRUPTION;2;4;;;;"Return target Character or Permanent controlled by another player to its owner's hand.  Then, create a [MANASEED] token in that player's Landmarks. (It's a Permanent with ""{T}, Sacrifice me: Ready a Mana Orb."")";;;;;;;;;;There's no slipping through the net this time.;;;;;035;DOBA;FAUX;Brief Done;Mainfeature 1 - Manaseed, Feature 1 - Gift, Spell Base Cost 4+, Multiplayer;;;;B;;;;;
ALT_DUSTER_B_BR_100_R1;ALT_DUSTER_B_BR_100_C;BR;RARE;Catch of the Day;Catch of the Day;;;;SPELL;DISRUPTION;#3#;#5#;;;;Return target Character or Permanent controlled by another player to its owner's hand.  Then, create a [MANASEED] token in #your Landmarks.#;;;;;;;;;;There's no slipping through the net this time.;;;;;035;DOBA;FAUX;Brief Done;Mainfeature 1 - Manaseed, Feature 1 - Gift, Spell Base Cost 4+;;;;B;;;;;
ALT_DUSTER_B_BR_100_R2;ALT_DUSTER_B_BR_100_C;MU;RARE;Catch of the Day;Catch of the Day;;;;SPELL;DISRUPTION;2;4;;;;Return target Character or Permanent controlled by another player to its owner's hand.  Then, create a [MANASEED] token in that player's Landmarks.;;;;;;;;;;There's no slipping through the net this time.;;;;;035;DOBA;FAUX;Brief Done;Mainfeature 1 - Manaseed, Feature 1 - Gift, Spell Base Cost 4+;;;;B;;;;;
ALT_DUSTER_B_BR_102_C;ALT_DUSTER_B_BR_102_C;BR;COMMON;Rider's Mask;Rider's Mask;;;;EXPEDITION_PERMANENT;GEAR;1;1;;;;{T}, {1} : The next Character that joins my Expedition this turn gains 2 boosts. (Characters joining when you pass still join this turn.);;;;;;;;;;An essential accessory for any Leviathan rider.;;;;;036;Jean-Baptiste Andrier;FAUX;Envoi Brief;Feature 2 - Gear, {T};;;;B;;;;;
ALT_DUSTER_B_BR_102_R1;ALT_DUSTER_B_BR_102_C;BR;RARE;Rider's Mask;Rider's Mask;;;;EXPEDITION_PERMANENT;GEAR;1;1;;;;#[BOOSTED_CHA_P] Characters in my Expedition are [TOUGH_CHA_P_1].# (Opponents must pay {1} to target them.)  {T}, #{X}# : The next Character that joins my Expedition this turn gains #X boosts.#;;;;;;;;;;An essential accessory for any Leviathan rider.;;;;;036;Jean-Baptiste Andrier;FAUX;Envoi Brief;Feature 2 - Gear, {T};;;;B;;;;;
ALT_DUSTER_B_BR_102_R2;ALT_DUSTER_B_BR_102_C;AX;RARE;Leviathan's booster;Rider's Mask;;;;EXPEDITION_PERMANENT;GEAR;1;1;;;;{T}, {1} : The next Character that joins my Expedition this turn gains 2 boosts.;;;;;;;;;;An essential accessory for any Leviathan rider.;;;;;036;Jean-Baptiste Andrier;FAUX;Envoi Brief;Feature 2 - Gear, {T};;;;B;;;;;
ALT_DUSTER_B_LY_65_C;ALT_DUSTER_B_LY_65_C;LY;COMMON;Nadir & Bubbles;Nadir & Bubbles;;;;HERO;;;;;;;I begin the game with one {V}, one {M} and one {O} Terrain Marker.  At Noon — You may place one of my Markers on target visible region. (It gains the terrain of the Marker and loses its other terrains until the Marker is removed.);;;;;;;;;;><((((°>;;;;;037;Zero Wen;FAUX;Brief Done;;;;;B;;;;;
ALT_DUSTER_B_LY_86_C;ALT_DUSTER_B_LY_86_C;LY;COMMON;Pinocchio;Pinocchio;;;;CHARACTER;ROBOT;2;1;0;0;3;;;;;;;;;;;After that, he'll sleep like a log, and that's no lie.;;;;;038;Victor Canton;FAUX;Brief Done;Simple, Terrain Matter;;;;B;;;;;
ALT_DUSTER_B_LY_86_R1;ALT_DUSTER_B_LY_86_C;LY;RARE;Pinocchio;Pinocchio;;;;CHARACTER;ROBOT;2;#2#;0;0;3;#{R} If there are three or more base statistics of 0 among Characters you control, draw a card.#;;;;;;;;;;After that, he'll sleep like a log, and that's no lie.;;;;;038;Victor Canton;FAUX;Brief Done;Terrain Matter, Card Advantage;;;;B;;;;;
ALT_DUSTER_B_LY_86_R2;ALT_DUSTER_B_LY_86_C;MU;RARE;Pinocchio;Pinocchio;;;;CHARACTER;ROBOT;2;#2#;0;0;3;#{R} If there are three or more base statistics of 0 among Characters you control, draw a card.#;;;;;;;;;;After that, he'll sleep like a log, and that's no lie.;;;;;038;Victor Canton;FAUX;Brief Done;Terrain Matter, Card Advantage;;;;B;;;;;
ALT_DUSTER_B_LY_87_C;ALT_DUSTER_B_LY_87_C;LY;COMMON;Reka Guide;Reka Guide;;;;CHARACTER;CITIZEN;2;2;2;2;1;;{D} : Return another Character from your Reserve to your hand. (Discard me from Reserve to do this.);;;;;;;;;"""Let's wrap up today's visit with a taste of some local specialties.""";;;;;039;DOBA;FAUX;Brief Done;Simple, Card Advantage;;;;B;;;;;
ALT_DUSTER_B_LY_87_R1;ALT_DUSTER_B_LY_87_C;LY;RARE;Reka Guide;Reka Guide;;;;CHARACTER;CITIZEN;2;2;2;2;#3#;;{D} : Return another Character from your Reserve to your hand.;;;;;;;;;"""Let's wrap up today's visit with a taste of some local specialties.""";;;;;039;DOBA;FAUX;Brief Done;Simple, Card Advantage;;;;B;;;;;
ALT_DUSTER_B_LY_87_R2;ALT_DUSTER_B_LY_87_C;MU;RARE;Reka Guide;Reka Guide;;;;CHARACTER;CITIZEN;2;2;2;2;#3#;;{D} : Return another Character from your Reserve to your hand.;;;;;;;;;"""Let's wrap up today's visit with a taste of some local specialties.""";;;;;039;DOBA;FAUX;Brief Done;Simple, Card Advantage;;;;B;;;;;
ALT_DUSTER_B_LY_88_C;ALT_DUSTER_B_LY_88_C;LY;COMMON;Reka Zipliner;Reka Zipliner;;;;CHARACTER;ADVENTURER;2;2;3;3;0;;;;;;;;;;;The shortest distance between two points is a straight line.;;;;;040;Victor Canton;FAUX;Envoi Brief;Simple;;;;B;;;;;
ALT_DUSTER_B_LY_88_R1;ALT_DUSTER_B_LY_88_C;LY;RARE;Reka Zipliner;Reka Zipliner;;;;CHARACTER;ADVENTURER;2;2;#2#;#2#;0;#{H} If I'm in {O}, create a [MANASEED] token in your Landmarks.#;;;;;;;;;;The shortest distance between two points is a straight line.;;;;;040;Victor Canton;FAUX;Envoi Brief;Terrain Matter, Complex;;;;B;;;;;
ALT_DUSTER_B_LY_88_R2;ALT_DUSTER_B_LY_88_C;OR;RARE;Reka Zipliner;Reka Zipliner;;;;CHARACTER;ADVENTURER;2;2;#2#;#2#;0;#{H} If I'm in {O}, create a [MANASEED] token in your Landmarks.#;;;;;;;;;;The shortest distance between two points is a straight line.;;;;;040;Victor Canton;FAUX;Envoi Brief;Terrain Matter, Complex;;;;B;;;;;
ALT_DUSTER_B_LY_89_C;ALT_DUSTER_B_LY_89_C;LY;COMMON;Reka Barmaid;Reka Barmaid;;;;CHARACTER;ARTIST;2;2;0;2;2;At Dusk — If I'm [IN_CONTACT], I gain 1 boost. (I'm In Contact if another player's Expedition is in my region.);;;;;;;;;;"""It's happy hour all the time here!""";;;;;041;Zero Wen;FAUX;Brief Done;Mainfeature 2 - In Contact;;;;B;;;;;
ALT_DUSTER_B_LY_89_R1;ALT_DUSTER_B_LY_89_C;LY;RARE;Reka Barmaid;Reka Barmaid;;;;CHARACTER;ARTIST;2;2;#2#;2;2;At Dusk — If I'm [IN_CONTACT], I gain 1 boost. (I'm In Contact if another player's Expedition is in my region.);#{D} : The next Character you play this turn gains 1 boost.#;;;;;;;;;"""It's happy hour all the time here!""";;;;;041;Zero Wen;FAUX;Brief Done;Mainfeature 2 - In Contact;;;;B;;;;;
ALT_DUSTER_B_LY_89_R2;ALT_DUSTER_B_LY_89_C;YZ;RARE;Reka Barmaid;Reka Barmaid;;;;CHARACTER;ARTIST;2;2;#2#;2;2;At Dusk — If I'm [IN_CONTACT], I gain 1 boost. (I'm In Contact if another player's Expedition is in my region.);#{D} : The next Character you play this turn gains 1 boost.#;;;;;;;;;"""It's happy hour all the time here!""";;;;;041;Zero Wen;FAUX;Brief Done;Mainfeature 2 - In Contact;;;;B;;;;;
ALT_DUSTER_B_LY_90_C;ALT_DUSTER_B_LY_90_C;LY;COMMON;Nyala, Night Reveler;Nyala, Night Reveler;;;;CHARACTER;MAGE;2;2;0;2;3;{H} If I'm [IN_CONTACT], you may exchange a card from your Reserve with a card from your hand. (I'm In Contact if another player's Expedition is in my region.);;;;;;;;;;"""I can get in anywhere, VIP list or not.""";;;;;042;DOBA;FAUX;Brief Done;Support New;;;;B;;;;;
ALT_DUSTER_B_LY_90_R1;ALT_DUSTER_B_LY_90_C;LY;RARE;Nyala, Night Reveler;Nyala, Night Reveler;;;;CHARACTER;MAGE;2;2;0;#3#;3;{H} If I'm [IN_CONTACT], you may exchange a card from your Reserve with a card from your hand.;#{D} : Exchange another card from your Reserve with a card from your hand.#;;;;;;;;;"""I can get in anywhere, VIP list or not.""";;;;;042;DOBA;FAUX;Brief Done;Mainfeature 2 - In Contact, Support New;;;;B;;;;;
ALT_DUSTER_B_LY_90_R2;ALT_DUSTER_B_LY_90_C;YZ;RARE;Nyala, Night Reveler;Nyala, Night Reveler;;;;CHARACTER;MAGE;2;2;0;#3#;3;{H} If I'm [IN_CONTACT], you may exchange a card from your Reserve with a card from your hand. (I'm In Contact if another player's Expedition is in my region.);#{D} : Exchange another card from your Reserve with a card from your hand.#;;;;;;;;;"""I can get in anywhere, VIP list or not.""";;;;;042;DOBA;FAUX;Brief Done;Mainfeature 2 - In Contact, Support New;;;;B;;;;;
ALT_DUSTER_B_LY_92_C;ALT_DUSTER_B_LY_92_C;LY;COMMON;Urbex Specialist;Urbex Specialist;;;;CHARACTER;ADVENTURER;3;2;0;3;2;If I'm [IN_CONTACT], my {V}, {M} and {O} are equal to my highest statistic. (I'm In Contact if another player's Expedition is in my region.);;;;;;;;;;Exploration is always fun with the right company!;;;;;043;DOBA;FAUX;Brief Done;Mainfeature 2 - In Contact, Terrain Matter;;;;B;;;;;
ALT_DUSTER_B_LY_92_R1;ALT_DUSTER_B_LY_92_C;LY;RARE;Urbex Specialist;Urbex Specialist;;;;CHARACTER;ADVENTURER;3;2;0;3;#0#;If I'm [IN_CONTACT], my {V}, {M} and {O} are equal to my highest statistic. (I'm In Contact if another player's Expedition is in my region.)  #{J} If I'm not [IN_CONTACT], I gain 1 boost.#;;;;;;;;;;Exploration is always fun with the right company!;;;;;043;DOBA;FAUX;Brief Done;Mainfeature 2 - In Contact, Terrain Matter;;;;B;;;;;
ALT_DUSTER_B_LY_92_R2;ALT_DUSTER_B_LY_92_C;MU;RARE;Urbex Specialist;Urbex Specialist;;;;CHARACTER;ADVENTURER;3;2;0;3;#0#;If I'm #in {V},# my {V}, {M} and {O} are equal to my highest statistic.  #{J} If I'm not in {V}, I gain 1 boost.#;;;;;;;;;;Exploration is always fun with the right company!;;;;;043;DOBA;FAUX;Brief Done;Mainfeature 2 - In Contact, Terrain Matter;;;;B;;;;;
ALT_DUSTER_B_LY_93_C;ALT_DUSTER_B_LY_93_C;LY;COMMON;Diocles, Chariot Racer;Diocles, Chariot Racer;;;;CHARACTER;ADVENTURER;3;3;4;4;0;I can't be played in a starting region.  {J} My Expedition moves backwards one region.  When I leave the Expedition zone — My Expedition moves forward one region.;;;;;;;;;;"""Hop in, it's a guaranteed five-star experience!""";;;;;044;Damian Audino;FAUX;Brief Done;Feature 4 - Move, Complex, Limited signpost;;;;B;;;;;
