ID;ID Base;Faction;Alteration;Name EN;Name FR;Name DE;Name ES;Name IT;Type;Sub-Type;Cost;Recall Cost;Vegetal;Mineral;Aquatic;Effect EN;Echo EN;Effect FR;Echo FR;Effect DE;Echo DE;Effect ES;Echo ES;Effect IT;Echo IT;Flavor EN;Flavor FR;Flavor DE;Flavor ES;Flavor IT;Numbering;Artist
ALT_CYCLONE_B_BR_72_R1;ALT_CYCLONE_B_BR_72_C;BR;RARE;Wingsuit Jumper;;;;;CHARACTER;ADVENTURER;3;3;2;3;3;#{H}# You may [RUSH] to draw a card. (Rush means playing another card immediately.);#{D} : The next Character you play this turn gains 1 boost.#;;;;;;;;;What's important is not the landing, but the fall.;;;;;;Justice Wong
ALT_CYCLONE_B_BR_72_R2;ALT_CYCLONE_B_BR_72_C;AX;RARE;Wingsuit Jumper;;;;;CHARACTER;ADVENTURER;3;3;2;3;3;{R} You may [RUSH] to draw a card. (Rush means playing another card immediately.);;;;;;;;;;What's important is not the landing, but the fall.;;;;;;Justice Wong
ALT_CYCLONE_B_BR_73_C;ALT_CYCLONE_B_BR_73_C;BR;COMMON;Bravos Harpooner;;;;;CHARACTER;ADVENTURER;3;3;3;3;2;{H} You may [RUSH] to [SABOTAGE_INF]. (Rush means playing another card immediately. If you do, discard up to one target card from a Reserve.);;;;;;;;;;Without explosive charges, these harpoons wouldn't even make a dent in Halua's hide.;;;;;;Justice Wong
ALT_CYCLONE_B_BR_73_R1;ALT_CYCLONE_B_BR_73_C;BR;RARE;Bravos Harpooner;;;;;CHARACTER;ADVENTURER;3;3;3;#2#;2;The ;;;;;;;;;;Without explosive charges, these harpoons wouldn't even make a dent in Halua's hide.;;;;;;Justice Wong
ALT_CYCLONE_B_BR_73_R2;ALT_CYCLONE_B_BR_73_C;LY;RARE;Bravos Harpooner;;;;;CHARACTER;ADVENTURER;3;3;3;#2#;2;#{J}# You may [RUSH] to [SABOTAGE_INF]. (Rush means playing another card immediately.);;;;;;;;;;Without explosive charges, these harpoons wouldn't even make a dent in Halua's hide.;;;;;;Justice Wong
ALT_CYCLONE_B_BR_74_C;ALT_CYCLONE_B_BR_74_C;BR;COMMON;Priya, Bravos Signaler;;;;;CHARACTER;ADVENTURER;4;4;3;5;5;"When my Expedition moves forward — Create an [AEROLITH] token in your Landmarks. (It's a Permanent with ""When I'm sacrificed — Resupply. {T}, {1}: Sacrifice me."")";;;;;;;;;;"""The goal is simple: to draw out Halua!"" - Sol";;;;;;DOBA
ALT_CYCLONE_B_BR_74_R1;ALT_CYCLONE_B_BR_74_C;BR;RARE;Priya, Bravos Signaler;;;;;CHARACTER;ADVENTURER;4;4;#5#;5;5;#[TOUGH_1].# (Opponents must pay {1} to target me.)  When my Expedition moves forward — Create an [AEROLITH] token in your Landmarks.;;;;;;;;;;"""The goal is simple: to draw out Halua!"" - Sol";;;;;;DOBA
ALT_CYCLONE_B_BR_74_R2;ALT_CYCLONE_B_BR_74_C;AX;RARE;Priya, Bravos Signaler;;;;;CHARACTER;ADVENTURER;4;4;#5#;5;5;#[TOUGH_1].# (Opponents must pay {1} to target me.)  When my Expedition moves forward — Create an [AEROLITH] token in your Landmarks.;;;;;;;;;;"""The goal is simple: to draw out Halua!"" - Sol";;;;;;DOBA
ALT_CYCLONE_B_BR_75_C;ALT_CYCLONE_B_BR_75_C;BR;COMMON;The Hare;;;;;CHARACTER;ANIMAL;4;4;4;4;4;{H} If you are first player, target player becomes first player.;;;;;;;;;;"""Move your feet, lose your seat!""";;;;;;DOBA
ALT_CYCLONE_B_BR_75_R1;ALT_CYCLONE_B_BR_75_C;BR;RARE;The Hare;;;;;CHARACTER;ANIMAL;#3#;#3#;#3#;#3#;#3#;{H} If you are first player, target player becomes first player.;;;;;;;;;;"""Move your feet, lose your seat!""";;;;;;DOBA
ALT_CYCLONE_B_BR_75_R2;ALT_CYCLONE_B_BR_75_C;YZ;RARE;The Hare;;;;;CHARACTER;ANIMAL;#3#;#3#;#3#;#3#;#3#;{H} If you are first player, target player becomes first player.;;;;;;;;;;"""Move your feet, lose your seat!""";;;;;;DOBA
ALT_CYCLONE_B_BR_76_C;ALT_CYCLONE_B_BR_76_C;BR;COMMON;Beowulf;;;;;CHARACTER;ADVENTURER;5;5;5;2;5;When I leave the Expedition zone — You may play a Character with Base Cost {2} or less for free. (Reserve Cost if from Reserve, Hand Cost otherwise.);;;;;;;;;;"""Each of us must suffer death; let he who is able cover himself in glory (before the end)!"" - Beowulf";;;;;;Justice Wong
ALT_CYCLONE_B_BR_76_R1;ALT_CYCLONE_B_BR_76_C;BR;RARE;Beowulf;;;;;CHARACTER;ADVENTURER;5;5;5;2;5;When I leave the Expedition zone — You may play a Character with #Base Cost {3} or less# for free. (Reserve Cost if from Reserve, Hand Cost otherwise.);;;;;;;;;;"""Each of us must suffer death; let he who is able cover himself in glory (before the end)!"" - Beowulf";;;;;;Justice Wong
ALT_CYCLONE_B_BR_76_R2;ALT_CYCLONE_B_BR_76_C;AX;RARE;Beowulf;;;;;CHARACTER;ADVENTURER;5;5;5;2;5;When I leave the Expedition zone — You may play a #Permanent# with #Base Cost {3} or less# for free. (Reserve Cost if from Reserve, Hand Cost otherwise.);;;;;;;;;;"""Each of us must suffer death; let he who is able cover himself in glory (before the end)!"" - Beowulf";;;;;;Justice Wong
ALT_CYCLONE_B_BR_77_C;ALT_CYCLONE_B_BR_77_C;BR;COMMON;Halua, Raging Leviathan;;;;;CHARACTER;LEVIATHAN;7;7;5;5;5;$[GIGANTIC].  [TOUGH_1]. (Opponents must pay {1} to target me.)  At Dusk — Each Character gains [FLEETING].;;;;;;;;;;Its fury blocked our path.;;;;;;Tristan Bideau
ALT_CYCLONE_B_BR_77_R1;ALT_CYCLONE_B_BR_77_C;BR;RARE;Halua, Raging Leviathan;;;;;CHARACTER;LEVIATHAN;7;7;5;5;5;[GIGANTIC], [TOUGH_1].  At Dusk — Each #other# Character gains [FLEETING].;#{D} : Draw a card.#;;;;;;;;;Its fury blocked our path.;;;;;;Tristan Bideau
ALT_CYCLONE_B_BR_77_R2;ALT_CYCLONE_B_BR_77_C;MU;RARE;Halua, Raging Leviathan;;;;;CHARACTER;LEVIATHAN;7;7;5;5;5;[GIGANTIC], [TOUGH_1].  At Dusk — Each #other# Character gains [FLEETING].;#{D} : Draw a card.#;;;;;;;;;Its fury blocked our path.;;;;;;Tristan Bideau
ALT_CYCLONE_B_BR_78_C;ALT_CYCLONE_B_BR_78_C;BR;COMMON;Sol's Hunt;;;;;SPELL;DISRUPTION;4;4;;;;[FLEETING].  Send target Character to Reserve.  You may [RUSH] to [SABOTAGE_INF]. (Rush means playing another card immediately. If you do, discard up to one target card from a Reserve.);;;;;;;;;;"""I'll stop it before it sows death far and wide!"" - Sol";;;;;;Justice Wong
ALT_CYCLONE_B_BR_78_R1;ALT_CYCLONE_B_BR_78_C;BR;RARE;Sol's Hunt;;;;;SPELL;DISRUPTION;#3#;#3#;;;;[FLEETING].  Send target Character to Reserve.  #If you are first player,# you may [RUSH] to [SABOTAGE_INF]. (Rush means playing another card immediately.);;;;;;;;;;"""I'll stop it before it sows death far and wide!"" - Sol";;;;;;Justice Wong
ALT_CYCLONE_B_BR_78_R2;ALT_CYCLONE_B_BR_78_C;LY;RARE;Sol's Hunt;;;;;SPELL;DISRUPTION;#3#;#3#;;;;[FLEETING].  Send target Character to Reserve.  #If you are first player,# you may [RUSH] to [SABOTAGE_INF]. (Rush means playing another card immediately.);;;;;;;;;;"""I'll stop it before it sows death far and wide!"" - Sol";;;;;;Justice Wong
ALT_CYCLONE_B_BR_79_C;ALT_CYCLONE_B_BR_79_C;BR;COMMON;Bravos Signet;;;;;SPELL;CONJURATION;3;4;;;;Choose one:  • Target Character gains 3 boosts.  • Return target Character with Hand Cost {3} or less to its owner's hand.  • Put the top card of your deck in your Mana zone (as an exhausted Mana Orb).;;;;;;;;;;Courage and excellence.;;;;;;Ed Chee, S.Yong & Stephen
ALT_CYCLONE_B_BR_79_R1;ALT_CYCLONE_B_BR_79_C;BR;RARE;Bravos Signet;;;;;SPELL;CONJURATION;#5#;#5#;;;;#[FLEETING].#  Choose #two:#  • Target Character gains 3 boosts.  • Return target Character with Hand Cost {3} or less to its owner's hand.  • Put the top card of your deck in your Mana zone (as an exhausted Mana Orb).;;;;;;;;;;Courage and excellence.;;;;;;Ed Chee, S.Yong & Stephen
ALT_CYCLONE_B_BR_79_R2;ALT_CYCLONE_B_BR_79_C;YZ;RARE;Bravos Signet;;;;;SPELL;CONJURATION;#5#;#5#;;;;#[FLEETING].#  Choose #two:#  • Target Character gains 3 boosts.  • Return target Character with Hand Cost {3} or less to its owner's hand.  • Put the top card of your deck in your Mana zone (as an exhausted Mana Orb).;;;;;;;;;;Courage and excellence.;;;;;;Ed Chee, S.Yong & Stephen
ALT_CYCLONE_B_BR_80_C;ALT_CYCLONE_B_BR_80_C;BR;COMMON;Rage;;;;;SPELL;BOON DISRUPTION;1;2;;;;Target non-Fleeting Character gains 2 boosts and [FLEETING]. (If it would go to Reserve, it goes to discard instead.);;;;;;;;;;"""If its fury does not wane, it will soon have a taste of my own!"" - Sol";;;;;;Justice Wong
ALT_CYCLONE_B_BR_80_R1;ALT_CYCLONE_B_BR_80_C;BR;RARE;Rage;;;;;SPELL;BOON DISRUPTION;1;#1#;;;;#[FLEETING].#  #Target Character# gains 2 boosts and [FLEETING].;;;;;;;;;;"""If its fury does not wane, it will soon have a taste of my own!"" - Sol";;;;;;Justice Wong
ALT_CYCLONE_B_BR_80_R2;ALT_CYCLONE_B_BR_80_C;YZ;RARE;Rage;;;;;SPELL;BOON DISRUPTION;1;2;;;;Target non-Fleeting Character gains 2 boosts and [FLEETING].;;;;;;;;;;"""If its fury does not wane, it will soon have a taste of my own!"" - Sol";;;;;;Justice Wong
ALT_CYCLONE_B_BR_81_C;ALT_CYCLONE_B_BR_81_C;BR;COMMON;Parliament of Ashes;;;;;LANDMARK_PERMANENT;SITE;2;2;;;;{J} $[RESUPPLY].  Characters you control are [TOUGH_CHA_P_1]. (Opponents must pay {1} to target them.);;;;;;;;;;A place of eternal rest for the dead, and for Rune's Phoenix, the nest of its rebirth.;;;;;;Nestor Papatriantafyllou
ALT_CYCLONE_B_BR_81_R1;ALT_CYCLONE_B_BR_81_C;BR;RARE;Parliament of Ashes;;;;;LANDMARK_PERMANENT;SITE;2;2;;;;{J} #Draw a card.#  Characters you control are [TOUGH_CHA_P_1]. (Opponents must pay {1} to target them.);;;;;;;;;;A place of eternal rest for the dead, and for Rune's Phoenix, the nest of its rebirth.;;;;;;Nestor Papatriantafyllou
ALT_CYCLONE_B_BR_81_R2;ALT_CYCLONE_B_BR_81_C;LY;RARE;Parliament of Ashes;;;;;LANDMARK_PERMANENT;SITE;2;2;;;;{J} #Draw a card.#  Characters you control are [TOUGH_CHA_P_1]. (Opponents must pay {1} to target them.);;;;;;;;;;A place of eternal rest for the dead, and for Rune's Phoenix, the nest of its rebirth.;;;;;;Nestor Papatriantafyllou
ALT_CYCLONE_B_BR_82_C;ALT_CYCLONE_B_BR_82_C;BR;COMMON;Flying Dockyard;;;;;LANDMARK_PERMANENT;SITE;2;2;;;;"When you pass first — Create an [AEROLITH] token in your Landmarks. (It's a Permanent with ""When I'm sacrificed — Resupply. {T}, {1}: Sacrifice me."")";;;;;;;;;;"""Cast off, and let the hunt begin!"" - Sol";;;;;;Ed Chee, S.Yong & Stephen
ALT_CYCLONE_B_BR_82_R1;ALT_CYCLONE_B_BR_82_C;BR;RARE;Flying Dockyard;;;;;LANDMARK_PERMANENT;SITE;#3#;#3#;;;;When you pass first — #Target Character gains 1 boost,# then create an [AEROLITH] token in #target player's# Landmarks.;;;;;;;;;;"""Cast off, and let the hunt begin!"" - Sol";;;;;;Ed Chee, S.Yong & Stephen
ALT_CYCLONE_B_BR_82_R2;ALT_CYCLONE_B_BR_82_C;AX;RARE;Flying Dockyard;;;;;LANDMARK_PERMANENT;SITE;2;2;;;;When you pass first — Create an [AEROLITH] token in your Landmarks.;;;;;;;;;;"""Cast off, and let the hunt begin!"" - Sol";;;;;;Ed Chee, S.Yong & Stephen
ALT_CYCLONE_B_BR_83_C;ALT_CYCLONE_B_BR_83_C;BR;COMMON;Halua;;;;;TOKEN;COMPANION LEVIATHAN;0;0;2;2;2;If your Hero has 5 or more Quest counters, I am [GIGANTIC]. (A Gigantic Character is considered present in both Expeditions. When I leave the Expedition zone, remove me from the game.);;;;;;;;;;So close to the enemy that they become your friend...;;;;;;Matteo Spirito
ALT_CYCLONE_B_LY_65_C;ALT_CYCLONE_B_LY_65_C;LY;COMMON;Nadir & Bubbles;;;;;HERO;0;0;0;;;;I begin the game with one {V}, one {M} and one {O} Terrain Marker.  At Noon — You may place one of my Markers on target visible region. (It gains the terrain of the Marker and loses its other terrains until the Marker is removed.);;;;;;;;;;><((((°>;;;;;;Zero Wen
ALT_CYCLONE_B_LY_66_C;ALT_CYCLONE_B_LY_66_C;LY;COMMON;Mountain Guide;;;;;CHARACTER;ANIMAL;1;1;0;2;0;;;;;;;;;;;Who better than a groundhog to wind their way through these hanging rice fields?;;;;;;Ba Vo
ALT_CYCLONE_B_LY_66_R1;ALT_CYCLONE_B_LY_66_C;LY;RARE;Mountain Guide;;;;;CHARACTER;ANIMAL;#2#;#2#;0;#4#;0;;#{D} : The next card you play this turn costs {1} less.#;;;;;;;;;Who better than a groundhog to wind their way through these hanging rice fields?;;;;;;Ba Vo
ALT_CYCLONE_B_LY_66_R2;ALT_CYCLONE_B_LY_66_C;BR;RARE;Mountain Guide;;;;;CHARACTER;ANIMAL;#2#;#2#;0;#4#;0;;#{D} : The next card you play this turn costs {1} less.#;;;;;;;;;Who better than a groundhog to wind their way through these hanging rice fields?;;;;;;Ba Vo
ALT_CYCLONE_B_LY_67_C;ALT_CYCLONE_B_LY_67_C;LY;COMMON;Sticky Shroom;;;;;CHARACTER;PLANT;2;2;2;0;0;{J} I gain $[ANCHORED].;;;;;;;;;;He's a fun guy, but he can get into some sticky situations.;;;;;;Khoa Viet
ALT_CYCLONE_B_LY_67_R1;ALT_CYCLONE_B_LY_67_C;LY;RARE;Sticky Shroom;;;;;CHARACTER;PLANT;2;2;2;0;0;{J} I gain [ANCHORED].  #At Noon — If I'm in {V}, create an [AEROLITH] token in target player's Landmarks.#;;;;;;;;;;He's a fun guy, but he can get into some sticky situations.;;;;;;Khoa Viet
ALT_CYCLONE_B_LY_67_R2;ALT_CYCLONE_B_LY_67_C;MU;RARE;Sticky Shroom;;;;;CHARACTER;PLANT;2;2;2;0;0;{J} I gain [ANCHORED].  #At Noon — If I'm in {V}, create an [AEROLITH] token in target player's Landmarks.#;;;;;;;;;;He's a fun guy, but he can get into some sticky situations.;;;;;;Khoa Viet
ALT_CYCLONE_B_LY_68_C;ALT_CYCLONE_B_LY_68_C;LY;COMMON;Sea Nymph;;;;;CHARACTER;FAIRY;3;2;0;0;4;{H} If I'm facing an Expedition in {O}, [SABOTAGE_LOW]. (Discard up to one target card from a Reserve.);;;;;;;;;;From a thin trickle of water, she creates raging tides.;;;;;;Nestor Papatriantafyllou
ALT_CYCLONE_B_LY_68_R1;ALT_CYCLONE_B_LY_68_C;LY;RARE;Sea Nymph;;;;;CHARACTER;FAIRY;3;2;0;0;4;{H} If I'm facing an Expedition in {O}, [SABOTAGE_LOW].  #{R} You may move a {O} Terrain Marker from any region to my region.#;;;;;;;;;;From a thin trickle of water, she creates raging tides.;;;;;;Nestor Papatriantafyllou
ALT_CYCLONE_B_LY_68_R2;ALT_CYCLONE_B_LY_68_C;YZ;RARE;Sea Nymph;;;;;CHARACTER;FAIRY;3;2;0;0;4;#{J}# If I'm facing an Expedition in {O}, [SABOTAGE_LOW].;;;;;;;;;;From a thin trickle of water, she creates raging tides.;;;;;;Nestor Papatriantafyllou
ALT_CYCLONE_B_LY_69_C;ALT_CYCLONE_B_LY_69_C;LY;COMMON;Lyra Mapmaker;;;;;CHARACTER;ARTIST;2;2;2;0;2;{J} If three or more single-terrain regions are visible, I gain 1 boost.;;;;;;;;;;When the map covers the whole landscape, which one is more real?;;;;;;Matteo Spirito
ALT_CYCLONE_B_LY_69_R1;ALT_CYCLONE_B_LY_69_C;LY;RARE;Lyra Mapmaker;;;;;CHARACTER;ARTIST;2;2;2;0;2;#{H} If five or more single-terrain regions are visible, target Character gains [ASLEEP].#  {J} If three or more single-terrain regions are visible, I gain 1 boost.;;;;;;;;;;When the map covers the whole landscape, which one is more real?;;;;;;Matteo Spirito
ALT_CYCLONE_B_LY_69_R2;ALT_CYCLONE_B_LY_69_C;MU;RARE;Lyra Mapmaker;;;;;CHARACTER;ARTIST;2;2;2;0;2;#{H} If five or more single-terrain regions are visible, target Character gains [ASLEEP].#  {J} If three or more single-terrain regions are visible, I gain 1 boost.;;;;;;;;;;When the map covers the whole landscape, which one is more real?;;;;;;Matteo Spirito
ALT_CYCLONE_B_LY_70_C;ALT_CYCLONE_B_LY_70_C;LY;COMMON;Mountain Nymph;;;;;CHARACTER;FAIRY;3;2;0;4;0;"{H} If I'm facing an Expedition in {M}, create an [AEROLITH] token in your Landmarks. (It's a Permanent with ""When I'm sacrificed — Resupply. {T}, {1}: Sacrifice me."")";;;;;;;;;;From a mere pebble, she creates a sparkling jewel.;;;;;;Tristan Bideau
ALT_CYCLONE_B_LY_70_R1;ALT_CYCLONE_B_LY_70_C;LY;RARE;Mountain Nymph;;;;;CHARACTER;FAIRY;3;2;0;4;0;{H} If I'm facing an Expedition in {M}, create an [AEROLITH] token in #target player's# Landmarks.  #{R} You may move a {M} Terrain Marker from any region to my region.#;;;;;;;;;;From a mere pebble, she creates a sparkling jewel.;;;;;;Tristan Bideau
ALT_CYCLONE_B_LY_70_R2;ALT_CYCLONE_B_LY_70_C;AX;RARE;Mountain Nymph;;;;;CHARACTER;FAIRY;3;2;0;4;0;#{J}# If I'm facing an Expedition in {M}, create an [AEROLITH] token in #target player's# Landmarks.;;;;;;;;;;From a mere pebble, she creates a sparkling jewel.;;;;;;Tristan Bideau
ALT_CYCLONE_B_LY_71_C;ALT_CYCLONE_B_LY_71_C;LY;COMMON;Forest Nymph;;;;;CHARACTER;FAIRY;2;2;3;0;0;{H} If I'm facing an Expedition in {V}, you may have target Character gain [FLEETING]. (If it would be sent to Reserve, discard it instead.);;;;;;;;;;From an innocent seed, she creates wild forests.;;;;;;HuoMiao Studio
ALT_CYCLONE_B_LY_71_R1;ALT_CYCLONE_B_LY_71_C;LY;RARE;Forest Nymph;;;;;CHARACTER;FAIRY;2;2;3;0;0;{H} If I'm facing an Expedition in {V}, you may have target Character gain [FLEETING].  #{R} You may move a {V} Terrain Marker from any region to my region.#;;;;;;;;;;From an innocent seed, she creates wild forests.;;;;;;HuoMiao Studio
ALT_CYCLONE_B_LY_71_R2;ALT_CYCLONE_B_LY_71_C;MU;RARE;Forest Nymph;;;;;CHARACTER;FAIRY;2;2;3;0;0;#{J}# If I'm facing an Expedition in {V}, you may have target Character gain [FLEETING].;;;;;;;;;;From an innocent seed, she creates wild forests.;;;;;;HuoMiao Studio
ALT_CYCLONE_B_LY_72_C;ALT_CYCLONE_B_LY_72_C;LY;COMMON;Lyra Aerialist;;;;;CHARACTER;ARTIST;3;3;0;5;3;;;;;;;;;;;The Cloth Dancers' great talent is to use every rough spot to adapt to their environment.;;;;;;Jefrey Yonathan
ALT_CYCLONE_B_LY_72_R1;ALT_CYCLONE_B_LY_72_C;LY;RARE;Lyra Aerialist;;;;;CHARACTER;ARTIST;3;3;0;5;3;#If three or more single-terrain regions are visible, my {V}, {M}, and {O} are equal to my highest statistic.#;;;;;;;;;;The Cloth Dancers' great talent is to use every rough spot to adapt to their environment.;;;;;;Jefrey Yonathan
ALT_CYCLONE_B_LY_72_R2;ALT_CYCLONE_B_LY_72_C;BR;RARE;Lyra Aerialist;;;;;CHARACTER;ARTIST;3;3;0;5;3;#If three or more single-terrain regions are visible, my {V}, {M}, and {O} are equal to my highest statistic.#;;;;;;;;;;The Cloth Dancers' great talent is to use every rough spot to adapt to their environment.;;;;;;Jefrey Yonathan
ALT_CYCLONE_B_LY_73_C;ALT_CYCLONE_B_LY_73_C;LY;COMMON;Nuit;;;;;CHARACTER;DEITY;4;2;0;0;4;{H} If there are nine or more base statistics of 0 among Characters you control and in your Reserve, each player passes. (Starting with you, they end their Afternoon and don't take any more turns this Day.);;;;;;;;;;Gone is the sun, and again comes the night.;;;;;;Exia
ALT_CYCLONE_B_LY_73_R1;ALT_CYCLONE_B_LY_73_C;LY;RARE;Nuit;;;;;CHARACTER;DEITY;#3#;#1#;0;0;#0#;{H} If there are nine or more base statistics of 0 among Characters you control and in your Reserve, each player passes. (Starting with you, they end their Afternoon and don't take any more turns this Day.);;;;;;;;;;Gone is the sun, and again comes the night.;;;;;;Exia
ALT_CYCLONE_B_LY_73_R2;ALT_CYCLONE_B_LY_73_C;BR;RARE;Nuit;;;;;CHARACTER;DEITY;#3#;#1#;0;0;#0#;{H} If there are #7 or more boosts# among Characters you control and in your Reserve, each player passes. (Starting with you, they end their Afternoon and don't take any more turns this Day.);;;;;;;;;;Gone is the sun, and again comes the night.;;;;;;Exia
ALT_CYCLONE_B_LY_74_C;ALT_CYCLONE_B_LY_74_C;LY;COMMON;Koi, Playful Leviathan;;;;;CHARACTER;LEVIATHAN;4;4;3;0;3;$[GIGANTIC].;;;;;;;;;;Its gracious leap parted the clouds, revealing our path forward.;;;;;;Zero Wen
ALT_CYCLONE_B_LY_74_R1;ALT_CYCLONE_B_LY_74_C;LY;RARE;Koi, Playful Leviathan;;;;;CHARACTER;LEVIATHAN;4;4;3;0;3;$[GIGANTIC].  #{H} If neither of my Expeditions is in {M}, draw a card.#;;;;;;;;;;Its gracious leap parted the clouds, revealing our path forward.;;;;;;Zero Wen
ALT_CYCLONE_B_LY_74_R2;ALT_CYCLONE_B_LY_74_C;BR;RARE;Koi, Playful Leviathan;;;;;CHARACTER;LEVIATHAN;4;4;3;0;3;$[GIGANTIC].;;;;;;;;;;Its gracious leap parted the clouds, revealing our path forward.;;;;;;Zero Wen
ALT_CYCLONE_B_LY_75_C;ALT_CYCLONE_B_LY_75_C;LY;COMMON;Eris;;;;;CHARACTER;DEITY;6;6;5;5;5;If my Expedition would move forward during Dusk, roll a die. On a 4+: it moves forward one more region instead.;;;;;;;;;;You win some, you lose some.;;;;;;Zero Wen
ALT_CYCLONE_B_LY_75_R1;ALT_CYCLONE_B_LY_75_C;LY;RARE;Eris;;;;;CHARACTER;DEITY;#5#;#5#;5;5;5;If my Expedition would move forward during Dusk, roll a die. On a:  • 4+, it moves forward one more region instead.  #• 1, it doesn't move instead.#;;;;;;;;;;You win some, you lose some.;;;;;;Zero Wen
ALT_CYCLONE_B_LY_75_R2;ALT_CYCLONE_B_LY_75_C;BR;RARE;Eris;;;;;CHARACTER;DEITY;#5#;#5#;5;5;5;If my Expedition would move forward during Dusk, roll a die. On a:  • 4+, it moves forward one more region instead.  #• 1, it doesn't move instead.#;;;;;;;;;;You win some, you lose some.;;;;;;Zero Wen
ALT_CYCLONE_B_LY_76_C;ALT_CYCLONE_B_LY_76_C;LY;COMMON;Daikokuten;;;;;CHARACTER;DEITY;3;3;5;5;3;{J} Target opponent may immediately play a Spell for free.;;;;;;;;;;If you never take a risk, you'll never be rewarded.;;;;;;Zero Wen
ALT_CYCLONE_B_LY_76_R1;ALT_CYCLONE_B_LY_76_C;LY;RARE;Daikokuten;;;;;CHARACTER;DEITY;3;3;5;5;#5#;{J} Target opponent may immediately play a #card with Base Cost {4} or more# for free. (Reserve Cost if from Reserve, Hand Cost otherwise.);;;;;;;;;;If you never take a risk, you'll never be rewarded.;;;;;;Zero Wen
ALT_CYCLONE_B_LY_76_R2;ALT_CYCLONE_B_LY_76_C;MU;RARE;Daikokuten;;;;;CHARACTER;DEITY;3;3;5;5;#5#;{J} Target opponent may immediately play a #card with Base Cost {4} or more# for free. (Reserve Cost if from Reserve, Hand Cost otherwise.);;;;;;;;;;If you never take a risk, you'll never be rewarded.;;;;;;Zero Wen
ALT_CYCLONE_B_LY_77_C;ALT_CYCLONE_B_LY_77_C;LY;COMMON;Lost in the Riptide;;;;;SPELL;DISRUPTION;4;4;;;;$[FLEETING].  You may play me for {1} less. If you do, I can only target a Character in {O}.  Return target Character to the top of its owner's deck.;;;;;;;;;;This is why you're supposed to read the map...;;;;;;Anh Tung
ALT_CYCLONE_B_LY_77_R1;ALT_CYCLONE_B_LY_77_C;LY;RARE;Lost in the Riptide;;;;;SPELL;DISRUPTION;4;4;;;;[FLEETING].  Return target Character to the top of its owner's deck. #If it was in {O}, ready two Mana Orbs.#;;;;;;;;;;This is why you're supposed to read the map...;;;;;;Anh Tung
ALT_CYCLONE_B_LY_77_R2;ALT_CYCLONE_B_LY_77_C;YZ;RARE;Lost in the Riptide;;;;;SPELL;DISRUPTION;4;4;;;;[FLEETING].  You may play me for {1} less. If you do, I can only target a Character in {O}.  Return target Character to the top of its owner's deck.;;;;;;;;;;This is why you're supposed to read the map...;;;;;;Anh Tung
ALT_CYCLONE_B_LY_78_C;ALT_CYCLONE_B_LY_78_C;LY;COMMON;Lyra Signet;;;;;SPELL;CONJURATION;2;4;;;;Choose one:  • Up to two target Characters gain [FLEETING].  • Draw a card, then roll a die. On a 4+, [RESUPPLY_LOW].  • Target Character gains 1 boost per card in your Reserve.;;;;;;;;;;Creation and transformation.;;;;;;Ed Chee, S.yong & Stephen
ALT_CYCLONE_B_LY_78_R1;ALT_CYCLONE_B_LY_78_C;LY;RARE;Lyra Signet;;;;;SPELL;CONJURATION;#3#;#3#;;;;#[FLEETING].#  Choose #two:#  • Up to two target Characters gain [FLEETING].  • Draw a card, then roll a die. On a 4+, [RESUPPLY_LOW].  • Target Character gains 1 boost per card in your Reserve.;;;;;;;;;;Creation and transformation.;;;;;;Ed Chee, S.yong & Stephen
ALT_CYCLONE_B_LY_78_R2;ALT_CYCLONE_B_LY_78_C;AX;RARE;Lyra Signet;;;;;SPELL;CONJURATION;#3#;#3#;;;;#[FLEETING].#  Choose #two:#  • Up to two target Characters gain [FLEETING].  • Draw a card, then roll a die. On a 4+, [RESUPPLY_LOW].  • Target Character gains 1 boost per card in your Reserve.;;;;;;;;;;Creation and transformation.;;;;;;Ed Chee, S.yong & Stephen
ALT_CYCLONE_B_LY_79_C;ALT_CYCLONE_B_LY_79_C;LY;COMMON;The Western Wind;;;;;SPELL;MANEUVER;2;2;;;;$[FLEETING].  Target Expedition moves backwards one region. If it does, its controller moves their other Expedition forward one region.;;;;;;;;;;It's no use going against the Wind.;;;;;;Kevin Sidharta
ALT_CYCLONE_B_LY_79_R1;ALT_CYCLONE_B_LY_79_C;LY;RARE;The Western Wind;;;;;SPELL;MANEUVER;#1#;#1#;;;;[FLEETING].  Target Expedition #you control# moves backwards one region. If it does, move your other Expedition forward one region.;;;;;;;;;;It's no use going against the Wind.;;;;;;Kevin Sidharta
ALT_CYCLONE_B_LY_79_R2;ALT_CYCLONE_B_LY_79_C;OR;RARE;The Western Wind;;;;;SPELL;MANEUVER;#1#;#1#;;;;[FLEETING].  Target Expedition #you control# moves backwards one region. If it does, move your other Expedition forward one region.;;;;;;;;;;It's no use going against the Wind.;;;;;;Kevin Sidharta
ALT_CYCLONE_B_LY_80_C;ALT_CYCLONE_B_LY_80_C;LY;COMMON;Mapmaker's Boon;;;;;SPELL;BOON;3;3;;;;If three or more single-terrain regions are visible, target Character gains 4 boosts. Otherwise, it gains 2 boosts.;;;;;;;;;;Each of us paints their own reality.;;;;;;Anh Tung
