ID,ID Base,Faction,Alteration,Name,Name En,Type,Sub-Type,Cost,Recall Cost,Vegetal,Mineral,Aquatic,Effect,Echo,Intentions Implémentation CE,Intentions Implémentation GD CE,Functions Tag,Intentions Lore CE,Profils Tag,Complexity CE,Score,Flavor CE,Illustration,Identité Effet,Identité Stat,Identité Design,Reflexions jeu Equipe,Reflexion Chacun pour soi
ALT_CORE_B_BR_08_R2,ALT_CORE_B_BR_08_C,LY,RARE,Bravos Pathfinder,Bravos Pathfinder,CHARACTER,ADVENTURER,2,2,0,3,3,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_09_C,ALT_CORE_B_BR_09_C,BR,COMMON,Haven Trainee,Haven Trainee,CHARACTER,APPRENTICE,2,4,3,1,1,{R} I gain 2 boosts$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_09_R1,ALT_CORE_B_BR_09_C,BR,RARE,Haven Trainee,Haven Trainee,CHARACTER,APPRENTICE,2,4,3,1,1,{R} I gain 2 boosts$[BB].,#{D} : The next Character you play this turn gains 1 boost.# (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_BR_09_R2,ALT_CORE_B_BR_09_C,OR,RARE,Haven Trainee,Haven Trainee,CHARACTER,APPRENTICE,2,4,3,1,1,{R} #Create an [ORDIS_RECRUIT] Soldier token in each of your Expeditions.#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_10_C,ALT_CORE_B_BR_10_C,BR,COMMON,Red,Red,CHARACTER,ADVENTURER,2,2,2,2,2,$[SEASONED].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_10_R1,ALT_CORE_B_BR_10_C,BR,RARE,Red,Red,CHARACTER,ADVENTURER,2,#3#,2,2,2,"$[SEASONED].  #At Dusk, if I have 3 or more boosts — Draw a card.#",,,,,,,,,,,,,,,
ALT_CORE_B_BR_10_R2,ALT_CORE_B_BR_10_C,YZ,RARE,Red,Red,CHARACTER,ADVENTURER,2,2,2,2,2,$[SEASONED].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_11_C,ALT_CORE_B_BR_11_C,BR,COMMON,Chiron,Chiron,CHARACTER,TRAINER,2,2,1,1,1,{J} Target Character gains 1 boost$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_11_R1,ALT_CORE_B_BR_11_C,BR,RARE,Chiron,Chiron,CHARACTER,TRAINER,2,2,1,#0#,#0#,{J} #Up to two target Characters each# gain 1 boost$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_11_R2,ALT_CORE_B_BR_11_C,MU,RARE,Chiron,Chiron,CHARACTER,TRAINER,2,2,1,#0#,#0#,{J} #Up to two target Characters each# gain 1 boost$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_12_C,ALT_CORE_B_BR_12_C,BR,COMMON,Hua Mulan,Hua Mulan,CHARACTER,ADVENTURER,3,3,1,3,3,{R} I lose [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_12_R1,ALT_CORE_B_BR_12_C,BR,RARE,Hua Mulan,Hua Mulan,CHARACTER,ADVENTURER,#2#,#2#,1,#2#,#2#,{R} I lose [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_12_R2,ALT_CORE_B_BR_12_C,YZ,RARE,Hua Mulan,Hua Mulan,CHARACTER,ADVENTURER,#2#,#2#,1,#2#,#2#,{R} I lose [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_13_C,ALT_CORE_B_BR_13_C,BR,COMMON,Kappa,Kappa,CHARACTER,SPIRIT TRAINER,4,4,4,4,5,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_13_R1,ALT_CORE_B_BR_13_C,BR,RARE,Kappa,Kappa,CHARACTER,SPIRIT TRAINER,4,4,4,4,5,#$[SEASONED].#,#{D} : The next Character you play this turn gains 1 boost.# (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_BR_13_R2,ALT_CORE_B_BR_13_C,LY,RARE,Kappa,Kappa,CHARACTER,SPIRIT TRAINER,4,4,4,4,5,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_14_C,ALT_CORE_B_BR_14_C,BR,COMMON,Bravos Vanguard,Bravos Vanguard,CHARACTER,ADVENTURER,3,3,4,2,2,{J} You may have another target Character lose [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_14_R1,ALT_CORE_B_BR_14_C,BR,RARE,Bravos Vanguard,Bravos Vanguard,CHARACTER,ADVENTURER,3,3,4,2,2,{J} You may have another target Character lose [FLEETING_CHAR] #and gain 1 boost#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_14_R2,ALT_CORE_B_BR_14_C,AX,RARE,Bravos Vanguard,Bravos Vanguard,CHARACTER,ADVENTURER,3,3,4,2,2,{J} You may have another target Character lose [FLEETING_CHAR] #and gain 1 boost#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_15_C,ALT_CORE_B_BR_15_C,BR,COMMON,Haven Bouncer,Haven Bouncer,CHARACTER,ADVENTURER,3,3,2,2,2,{H} $[SABOTAGE].  {R} I gain 1 boost.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_15_R1,ALT_CORE_B_BR_15_C,BR,RARE,Haven Bouncer,Haven Bouncer,CHARACTER,ADVENTURER,3,3,2,2,2,{H} $[SABOTAGE].  {R} I gain #2 boosts#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_15_R2,ALT_CORE_B_BR_15_C,AX,RARE,Haven Bouncer,Haven Bouncer,CHARACTER,ADVENTURER,3,3,2,2,2,{H} $[SABOTAGE].  {R} I gain #2 boosts#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_16_C,ALT_CORE_B_BR_16_C,BR,COMMON,Bravos Bladedancer,Bravos Bladedancer,CHARACTER,SOLDIER,1,3,0,0,0,$[SEASONED].  {J} I gain 1 boost.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_16_R1,ALT_CORE_B_BR_16_C,BR,RARE,Bravos Bladedancer,Bravos Bladedancer,CHARACTER,SOLDIER,1,3,0,0,0,"$[SEASONED].  {J} I gain 1 boost.  #{R} If I have 4 boosts or less, I lose [FLEETING_CHAR].#",,,,,,,,,,,,,,,
ALT_CORE_B_BR_16_R2,ALT_CORE_B_BR_16_C,YZ,RARE,Bravos Bladedancer,Bravos Bladedancer,CHARACTER,SOLDIER,1,#2#,0,0,0,$[SEASONED].  {J} I gain 1 boost.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_17_C,ALT_CORE_B_BR_17_C,BR,COMMON,Haven Warrior,Haven Warrior,CHARACTER,SOLDIER,3,3,4,2,4,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_17_R1,ALT_CORE_B_BR_17_C,BR,RARE,Haven Warrior,Haven Warrior,CHARACTER,SOLDIER,3,3,4,#4#,4,,#{D} : The next Character you play this turn gains 1 boost.# (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_BR_17_R2,ALT_CORE_B_BR_17_C,OR,RARE,Haven Warrior,Haven Warrior,CHARACTER,SOLDIER,3,3,4,#4#,4,,#{D} : The next Character you play this turn gains 1 boost.# (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_BR_18_C,ALT_CORE_B_BR_18_C,BR,COMMON,Sun Wukong,Sun Wukong,CHARACTER,DEITY,3,4,2,4,2,{R} I gain 2 boosts$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_18_R1,ALT_CORE_B_BR_18_C,BR,RARE,Sun Wukong,Sun Wukong,CHARACTER,DEITY,3,4,2,4,2,{R} I gain 2 boosts$[BB] #and lose [FLEETING_CHAR]#.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_18_R2,ALT_CORE_B_BR_18_C,MU,RARE,Sun Wukong,Sun Wukong,CHARACTER,DEITY,3,4,2,4,2,{R} #Target Character# gains 2 boosts$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_19_C,ALT_CORE_B_BR_19_C,BR,COMMON,Mighty Jinn,Mighty Jinn,CHARACTER,ELEMENTAL,4,3,4,4,0,When I leave the Expedition zone — You may put me in my owner's Mana zone (as an exhausted Mana Orb).,,,,,,,,,,,,,,,
ALT_CORE_B_BR_19_R1,ALT_CORE_B_BR_19_C,BR,RARE,Mighty Jinn,Mighty Jinn,CHARACTER,ELEMENTAL,4,3,4,4,0,"When I leave the Expedition zone — You may put me in my owner's Mana zone (as an exhausted Mana Orb). #If you don't, draw a card.#",,,,,,,,,,,,,,,
ALT_CORE_B_BR_19_R2,ALT_CORE_B_BR_19_C,LY,RARE,Mighty Jinn,Mighty Jinn,CHARACTER,ELEMENTAL,4,3,4,4,0,When I leave the Expedition zone — You may put me in my owner's Mana zone (as an exhausted Mana Orb).,,,,,,,,,,,,,,,
ALT_CORE_B_BR_20_C,ALT_CORE_B_BR_20_C,BR,COMMON,Atlas,Atlas,CHARACTER,TITAN,5,5,3,3,3,$[GIGANTIC].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_20_R1,ALT_CORE_B_BR_20_C,BR,RARE,Atlas,Atlas,CHARACTER,TITAN,5,5,3,3,3,$[GIGANTIC].  #$[SEASONED]#.,#{D} : The next Character you play this turn gains 2 boosts.# (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_BR_20_R2,ALT_CORE_B_BR_20_C,OR,RARE,Atlas,Atlas,CHARACTER,TITAN,5,5,#1#,#1#,#1#,$[GIGANTIC].  #Tokens you control have [GIGANTIC].#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_21_C,ALT_CORE_B_BR_21_C,BR,COMMON,Achilles,Achilles,CHARACTER,SOLDIER,5,5,5,5,5,$[TOUGH_1].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_21_R1,ALT_CORE_B_BR_21_C,BR,RARE,Achilles,Achilles,CHARACTER,SOLDIER,5,5,5,#6#,#6#,#$[TOUGH_2].#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_21_R2,ALT_CORE_B_BR_21_C,OR,RARE,Achilles,Achilles,CHARACTER,SOLDIER,5,5,5,5,5,$[TOUGH_1].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_22_C,ALT_CORE_B_BR_22_C,BR,COMMON,Shenlong,Shenlong,CHARACTER,DRAGON DEITY,6,6,8,8,8,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_22_R1,ALT_CORE_B_BR_22_C,BR,RARE,Shenlong,Shenlong,CHARACTER,DRAGON DEITY,6,6,#9#,#9#,#9#,#$[TOUGH_1].#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_22_R2,ALT_CORE_B_BR_22_C,LY,RARE,Shenlong,Shenlong,CHARACTER,DRAGON DEITY,6,6,8,8,8,,,,,,,,,,,,,,,,
ALT_CORE_B_BR_23_C,ALT_CORE_B_BR_23_C,BR,COMMON,Tomoe Gozen,Tomoe Gozen,CHARACTER,SOLDIER,3,3,2,5,5,I can't be played if you have less than seven Mana Orbs.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_23_R1,ALT_CORE_B_BR_23_C,BR,RARE,Tomoe Gozen,Tomoe Gozen,CHARACTER,SOLDIER,3,3,2,5,5,I can't be played if you have less than #six# Mana Orbs.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_23_R2,ALT_CORE_B_BR_23_C,LY,RARE,Tomoe Gozen,Tomoe Gozen,CHARACTER,SOLDIER,3,3,2,5,5,I can't be played if you have less than #six# Mana Orbs.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_24_C,ALT_CORE_B_BR_24_C,BR,COMMON,"Kaibara, Asgarthan Leviathan","Kaibara, Asgarthan Leviathan",CHARACTER,LEVIATHAN,8,8,6,6,6,"$[GIGANTIC].  $[TOUGH_X], where X is the numbers of regions between your Hero and Companion. (If they are adjacent, X equals 0.)",,,,,,,,,,,,,,,
ALT_CORE_B_BR_24_R1,ALT_CORE_B_BR_24_C,BR,RARE,"Kaibara, Asgarthan Leviathan","Kaibara, Asgarthan Leviathan",CHARACTER,LEVIATHAN,#9#,#9#,#8#,#8#,#8#,"$[GIGANTIC].  $[TOUGH_X], where X is the numbers of regions between your Hero and Companion. (If they are adjacent, X equals 0.)",,,,,,,,,,,,,,,
ALT_CORE_B_BR_24_R2,ALT_CORE_B_BR_24_C,LY,RARE,"Kaibara, Asgarthan Leviathan","Kaibara, Asgarthan Leviathan",CHARACTER,LEVIATHAN,8,8,6,6,6,"$[GIGANTIC].  $[TOUGH_X], where X is the numbers of regions between your Hero and Companion. (If they are adjacent, X equals 0.)",,,,,,,,,,,,,,,
ALT_CORE_B_BR_25_C,ALT_CORE_B_BR_25_C,BR,COMMON,Helping Hand,Helping Hand,SPELL,BOON,1,2,,,,Target Character gains 1 boost$[BB] and loses [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_25_R1,ALT_CORE_B_BR_25_C,BR,RARE,Helping Hand,Helping Hand,SPELL,BOON,1,#1#,,,,#$[FLEETING].#  Target Character gains #2 boosts# and loses [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_25_R2,ALT_CORE_B_BR_25_C,YZ,RARE,Helping Hand,Helping Hand,SPELL,BOON,1,2,,,,Target Character gains 1 boost$[BB] and loses [FLEETING_CHAR].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_26_C,ALT_CORE_B_BR_26_C,BR,COMMON,Physical Training,Physical Training,SPELL,BOON,2,3,,,,Target Character gains 3 boosts$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_26_R1,ALT_CORE_B_BR_26_C,BR,RARE,Physical Training,Physical Training,SPELL,BOON,#3#,3,,,,Target Character gains 3 boosts$[BB].  #Draw a card.#,,,,,,,,,,,,,,,
ALT_CORE_B_BR_26_R2,ALT_CORE_B_BR_26_C,MU,RARE,Physical Training,Physical Training,SPELL,BOON,2,3,,,,Target Character gains 3 boosts$[BB].,,,,,,,,,,,,,,,
ALT_CORE_B_BR_27_C,ALT_CORE_B_BR_27_C,BR,COMMON,Mana Channeling,Mana Channeling,SPELL,CONJURATION,2,2,,,,$[FLEETING].  Put the top card of your deck in your Mana zone (as an exhausted Mana Orb).,,,,,,,,,,,,,,,
ALT_CORE_B_BR_27_R1,ALT_CORE_B_BR_27_C,BR,RARE,Mana Channeling,Mana Channeling,SPELL,CONJURATION,#5#,#5#,,,,Put the top #two# cards of your deck in your Mana zone (as exhausted Mana Orbs).,,,,,,,,,,,,,,,
ALT_CORE_B_BR_27_R2,ALT_CORE_B_BR_27_C,MU,RARE,Mana Channeling,Mana Channeling,SPELL,CONJURATION,2,2,,,,$[FLEETING].  Put the top card of your deck in your Mana zone (as an exhausted Mana Orb).,,,,,,,,,,,,,,,
ALT_CORE_B_BR_28_C,ALT_CORE_B_BR_28_C,BR,COMMON,Intimidation,Intimidation,SPELL,DISRUPTION,2,2,,,,$[FLEETING].  Return target Character or Permanent with Hand Cost {4} or less to its owner's hand.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_28_R1,ALT_CORE_B_BR_28_C,BR,RARE,Intimidation,Intimidation,SPELL,DISRUPTION,2,2,,,,$[FLEETING].  Return target Character or Permanent with Hand Cost #{5}# or less to its owner's hand.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_28_R2,ALT_CORE_B_BR_28_C,YZ,RARE,Intimidation,Intimidation,SPELL,DISRUPTION,2,2,,,,$[FLEETING].  Return target Character or Permanent with Hand Cost #{5}# or less to its owner's hand.,,,,,,,,,,,,,,,
ALT_CORE_B_BR_29_C,ALT_CORE_B_BR_29_C,BR,COMMON,Mana Eruption,Mana Eruption,SPELL,DISRUPTION,3,3,,,,"$[FLEETING].  Discard one of your Mana Orbs. If you do, discard target Character or Permanent.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_29_R1,ALT_CORE_B_BR_29_C,BR,RARE,Mana Eruption,Mana Eruption,SPELL,DISRUPTION,#2#,#2#,,,,"$[FLEETING].  Discard one of your Mana Orbs. If you do, discard target Character or Permanent.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_29_R2,ALT_CORE_B_BR_29_C,MU,RARE,Mana Eruption,Mana Eruption,SPELL,DISRUPTION,#2#,#2#,,,,"$[FLEETING].  Discard one of your Mana Orbs. If you do, discard target Character or Permanent.",,,,,,,,,,,,,,,
ALT_CORE_B_BR_30_C,ALT_CORE_B_BR_30_C,BR,COMMON,"Haven, Bravos Bastion","Haven, Bravos Bastion",PERMANENT,LANDMARK,2,2,,,,"Your Characters have: ""{R} I gain 1 boost$[BB].""",,,,,,,,,,,,,,,
ALT_CORE_B_BR_30_R1,ALT_CORE_B_BR_30_C,BR,RARE,"Haven, Bravos Bastion","Haven, Bravos Bastion",PERMANENT,LANDMARK,2,2,,,,"#{J} $[RESUPPLY].#  Your Characters have: ""{R} I gain 1 boost.""",,,,,,,,,,,,,,,
ALT_CORE_B_BR_30_R2,ALT_CORE_B_BR_30_C,AX,RARE,"Haven, Bravos Bastion","Haven, Bravos Bastion",PERMANENT,LANDMARK,2,2,,,,"#{J} $[RESUPPLY].#  Your Characters have: ""{R} I gain 1 boost.""",,,,,,,,,,,,,,,
ALT_CORE_B_BR_31_C,ALT_CORE_B_BR_31_C,BR,COMMON,Booda,Booda,TOKEN,COMPANION,,,2,2,2,"(If I leave the Expedition zone, remove me from the game.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_01_C,ALT_CORE_B_LY_01_C,LY,COMMON,Nevenka & Blotch,Nevenka & Blotch,HERO,,,,,,,"{T} : Target a Character you control, then roll a die. On a:  • 6+, it gains [ANCHORED]. (During Rest, it doesn't go to Reserve and it loses Anchored.)  • 2-5, it gains 1 boost$[BB].  • 1, send it to Reserve.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_02_C,ALT_CORE_B_LY_02_C,LY,COMMON,Auraq & Kibble,Auraq & Kibble,HERO,,,,,,,When you play a Character with a base statistic of 0 — I gain a Performance counter.  At Noon — You may spend five of my Performance counters to reveal the top card of your deck. You may play it for free or put it into your hand. (Don't activate any {h} triggers.),,,,,,,,,,,,,,,
ALT_CORE_B_LY_03_C,ALT_CORE_B_LY_03_C,LY,COMMON,Fen & Crowbar,Fen & Crowbar,HERO,,,,,,,"During Morning, draw only one card. Then, put the top card of your deck in your Mana zone instead of a card from your hand.  At Noon — $[RESUPPLY].  Ignore my abilities during the first Day.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_04_C,ALT_CORE_B_LY_04_C,LY,COMMON,Martengale,Martengale,CHARACTER,ANIMAL SPIRIT,1,1,1,1,0,,{D} : The next card you play this turn costs {1} less. (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_04_R1,ALT_CORE_B_LY_04_C,LY,RARE,Martengale,Martengale,CHARACTER,ANIMAL SPIRIT,1,1,1,1,0,"#If you would roll a die, you may add 1 to its result.# (Choose after you see the result.)",{D} : The next card you play this turn costs {1} less. (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_04_R2,ALT_CORE_B_LY_04_C,AX,RARE,Martengale,Martengale,CHARACTER,ANIMAL SPIRIT,1,1,1,1,0,,{D} : The next card you play this turn costs {1} less. (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_05_C,ALT_CORE_B_LY_05_C,LY,COMMON,Lyra Thespian,Lyra Thespian,CHARACTER,ARTIST,2,2,2,2,2,"{J} If you have three or more base statistics of 0 among Characters you control, I gain 1 boost$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_05_R1,ALT_CORE_B_LY_05_C,LY,RARE,Lyra Thespian,Lyra Thespian,CHARACTER,ARTIST,2,2,2,2,2,"{J} If you have three or more base statistics of 0 among Characters you control, I gain #2 boosts$[BB]#.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_05_R2,ALT_CORE_B_LY_05_C,MU,RARE,Lyra Thespian,Lyra Thespian,CHARACTER,ARTIST,2,2,2,2,2,"{J} If you control #two or more [BOOSTED_MP] Characters#, I gain #2 boosts$[BB]#.",,,,,,,,,,,,,,,
ALT_CORE_B_LY_06_C,ALT_CORE_B_LY_06_C,LY,COMMON,Ouroboros Trickster,Ouroboros Trickster,CHARACTER,CITIZEN,2,1,0,0,0,"{J} Roll a die. On a 4 or higher, I gain 2 boosts. Otherwise, I gain 1 boost$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_06_R1,ALT_CORE_B_LY_06_C,LY,RARE,Ouroboros Trickster,Ouroboros Trickster,CHARACTER,CITIZEN,2,#2#,0,0,0,"{J} Roll a die. On a 4 or higher, I gain #3 boosts#. Otherwise, I gain 1 boost$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_06_R2,ALT_CORE_B_LY_06_C,BR,RARE,Ouroboros Trickster,Ouroboros Trickster,CHARACTER,CITIZEN,2,1,0,0,0,"{J} Roll a die. On a 4 or higher, I gain 2 boosts. Otherwise, I gain 1 boost$[BB].",,,,,,,,,,,,,,,
ALT_CORE_B_LY_07_C,ALT_CORE_B_LY_07_C,LY,COMMON,Hathor,Hathor,CHARACTER,ARTIST DEITY,2,3,3,3,0,,{D} : Return another card from your Reserve to your hand. (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_07_R1,ALT_CORE_B_LY_07_C,LY,RARE,Hathor,Hathor,CHARACTER,ARTIST DEITY,2,#2#,3,3,0,,{D} : Return another card from your Reserve to your hand. (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_07_R2,ALT_CORE_B_LY_07_C,YZ,RARE,Hathor,Hathor,CHARACTER,ARTIST DEITY,2,#2#,3,3,0,,{D} : Return another card from your Reserve to your hand. (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_08_C,ALT_CORE_B_LY_08_C,LY,COMMON,Lyra Skald,Lyra Skald,CHARACTER,ARTIST,2,2,3,0,2,,,,,,,,,,,,,,,,
ALT_CORE_B_LY_08_R1,ALT_CORE_B_LY_08_C,LY,RARE,Lyra Skald,Lyra Skald,CHARACTER,ARTIST,2,2,3,0,2,#{H} You may discard a card from your Reserve to $[RESUPPLY].#,#{D} : The next card you play this turn costs {1} less.# (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_08_R2,ALT_CORE_B_LY_08_C,YZ,RARE,Lyra Skald,Lyra Skald,CHARACTER,ARTIST,2,2,3,0,2,#{H} You may discard a card from your Reserve to $[RESUPPLY].#,#{D} : The next card you play this turn costs {1} less.# (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_09_C,ALT_CORE_B_LY_09_C,LY,COMMON,Tanuki,Tanuki,CHARACTER,SPIRIT,3,3,3,3,0,{H} $[SABOTAGE].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_09_R1,ALT_CORE_B_LY_09_C,LY,RARE,Tanuki,Tanuki,CHARACTER,SPIRIT,3,3,3,3,0,"{H} $[SABOTAGE].  #{R} Roll a die. On a 4 or higher, [SABOTAGE].#",,,,,,,,,,,,,,,
ALT_CORE_B_LY_09_R2,ALT_CORE_B_LY_09_C,BR,RARE,Tanuki,Tanuki,CHARACTER,SPIRIT,3,3,3,3,0,{H} $[SABOTAGE].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_10_C,ALT_CORE_B_LY_10_C,LY,COMMON,Ouroboros Inkcaster,Ouroboros Inkcaster,CHARACTER,ARTIST,3,3,3,3,2,When I go to Reserve from the Expedition zone — You may return another card from your Reserve to your hand.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_10_R1,ALT_CORE_B_LY_10_C,LY,RARE,Ouroboros Inkcaster,Ouroboros Inkcaster,CHARACTER,ARTIST,#2#,#2#,#2#,#2#,2,When I go to Reserve from the Expedition zone — You may return another card from your Reserve to your hand.,#{D} : The next card you play this turn costs {1} less.# (Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_10_R2,ALT_CORE_B_LY_10_C,AX,RARE,Ouroboros Inkcaster,Ouroboros Inkcaster,CHARACTER,ARTIST,#2#,#2#,#2#,#2#,2,When I go to Reserve from the Expedition zone — You may return another card from your Reserve to your hand.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_11_C,ALT_CORE_B_LY_11_C,LY,COMMON,Esmeralda,Esmeralda,CHARACTER,ARTIST,2,2,0,2,2,{H} $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_11_R1,ALT_CORE_B_LY_11_C,LY,RARE,Esmeralda,Esmeralda,CHARACTER,ARTIST,2,#3#,0,2,2,#{J}# $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_11_R2,ALT_CORE_B_LY_11_C,MU,RARE,Esmeralda,Esmeralda,CHARACTER,ARTIST,2,2,0,2,2,{H} $[RESUPPLY].,,,,,,,,,,,,,,,
ALT_CORE_B_LY_12_C,ALT_CORE_B_LY_12_C,LY,COMMON,Lyra Navigator,Lyra Navigator,CHARACTER,CITIZEN,2,3,0,0,4,,,,,,,,,,,,,,,,
ALT_CORE_B_LY_12_R1,ALT_CORE_B_LY_12_C,LY,RARE,Lyra Navigator,Lyra Navigator,CHARACTER,CITIZEN,2,#2#,0,0,4,,#{D} : [RESUPPLY]#. (Put the top card of your deck in Reserve. Discard me from Reserve to do this.),,,,,,,,,,,,,,
ALT_CORE_B_LY_12_R2,ALT_CORE_B_LY_12_C,BR,RARE,Lyra Navigator,Lyra Navigator,CHARACTER,CITIZEN,2,3,0,0,4,,,,,,,,,,,,,,,,
ALT_CORE_B_LY_13_C,ALT_CORE_B_LY_13_C,LY,COMMON,Anansi,Anansi,CHARACTER,ARTIST,3,2,2,2,2,{J} I gain 1 boost$[BB] for each card in your Reserve.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_13_R1,ALT_CORE_B_LY_13_C,LY,RARE,Anansi,Anansi,CHARACTER,ARTIST,3,2,#0#,#0#,#0#,{J} I gain 1 boost$[BB] for each card #in each player's Reserve#.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_13_R2,ALT_CORE_B_LY_13_C,AX,RARE,Anansi,Anansi,CHARACTER,ARTIST,3,2,2,2,2,{J} I gain 1 boost$[BB] for each card in your Reserve.,,,,,,,,,,,,,,,
ALT_CORE_B_LY_14_C,ALT_CORE_B_LY_14_C,LY,COMMON,Lyra Cloth Dancer,Lyra Cloth Dancer,CHARACTER,ARTIST,3,2,0,3,2,"{H} Up to one target Character gains [FLEETING_CHAR]. (If it would be sent to Reserve, discard it instead.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_14_R1,ALT_CORE_B_LY_14_C,LY,RARE,Lyra Cloth Dancer,Lyra Cloth Dancer,CHARACTER,ARTIST,3,2,0,#2#,2,"{H} #Each Character controlled by target player# gains [FLEETING_CHAR]. (If it would be sent to Reserve, discard it instead.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_14_R2,ALT_CORE_B_LY_14_C,MU,RARE,Lyra Cloth Dancer,Lyra Cloth Dancer,CHARACTER,ARTIST,3,2,0,3,2,"{H} Up to one target Character gains [FLEETING_CHAR]. (If it would be sent to Reserve, discard it instead.)",,,,,,,,,,,,,,,
ALT_CORE_B_LY_15_C,ALT_CORE_B_LY_15_C,LY,COMMON,The Sandman,The Sandman,CHARACTER,ARTIST,3,3,0,3,3,"{H} Up to one target Character gains [ASLEEP]. (During Dusk, ignore its statistics. During Rest, it doesn't go to Reserve and it loses Asleep.)",,,,,,,,,,,,,,,
